order;cond;age;gender;musicexperience;eyex;eyey;orb-0deg-x;orb-0deg-y;orb-180deg-x;orb-180deg-y;orb-120deg-x;orb-120deg-y;orb-240deg-x;orb-240deg-y;jstimestamp;pythontimestamp;eyetrackertimestamp
A;3i24s-240-trial2;22;male;NO;681.59;377.95;773.09;91.72;760.20;641.57;520.32;493.52;996.25;504.42;1669051751594;1669051751597;1669051747494
A;3i24s-240-trial2;22;male;NO;681.72;381.03;773.09;91.72;760.20;641.57;520.32;493.52;996.25;504.42;1669051751594;1669051751599;1669051747502
A;3i24s-240-trial2;22;male;NO;681.61;377.36;773.09;91.72;760.20;641.57;520.32;493.52;996.25;504.42;1669051751598;1669051751599;1669051747506
A;3i24s-240-trial2;22;male;NO;679.15;372.82;773.09;91.72;760.20;641.57;520.32;493.52;996.25;504.42;1669051751601;1669051751607;1669051747510
A;3i24s-240-trial2;22;male;NO;672.30;374.82;784.45;91.64;747.59;640.40;515.08;483.15;989.59;514.33;1669051751609;1669051751607;1669051747514
A;3i24s-240-trial2;22;male;NO;679.63;372.34;784.45;91.64;747.59;640.40;515.08;483.15;989.59;514.33;1669051751612;1669051751617;1669051747522
A;3i24s-240-trial2;22;male;NO;679.12;372.66;784.45;91.64;747.59;640.40;515.08;483.15;989.59;514.33;1669051751618;1669051751617;1669051747526
A;3i24s-240-trial2;22;male;NO;680.95;372.42;784.45;91.64;747.59;640.40;515.08;483.15;989.59;514.33;1669051751623;1669051751626;1669051747530
A;3i24s-240-trial2;22;male;NO;678.95;373.09;795.82;92.11;735.03;638.74;510.34;472.57;982.52;524.00;1669051751630;1669051751626;1669051747534
A;3i24s-240-trial2;22;male;NO;679.47;369.52;795.82;92.11;735.03;638.74;510.34;472.57;982.52;524.00;1669051751636;1669051751637;1669051747542
A;3i24s-240-trial2;22;male;NO;667.11;371.60;795.82;92.11;735.03;638.74;510.34;472.57;982.52;524.00;1669051751639;1669051751646;1669051747546
A;3i24s-240-trial2;22;male;NO;667.53;372.12;807.17;93.14;722.56;636.59;506.12;461.82;975.07;533.40;1669051751642;1669051751647;1669051747550
A;3i24s-240-trial2;22;male;NO;664.61;371.84;807.17;93.14;722.56;636.59;506.12;461.82;975.07;533.40;1669051751649;1669051751647;1669051747554
A;3i24s-240-trial2;22;male;NO;664.76;366.76;807.17;93.14;722.56;636.59;506.12;461.82;975.07;533.40;1669051751656;1669051751657;1669051747562
A;3i24s-240-trial2;22;male;NO;668.47;368.58;818.42;94.71;710.25;633.96;502.43;450.95;967.28;542.48;1669051751666;1669051751672;1669051747570
A;3i24s-240-trial2;22;male;NO;668.89;367.47;829.65;96.83;698.03;630.85;499.27;439.93;959.12;551.28;1669051751676;1669051751676;1669051747574
A;3i24s-240-trial2;22;male;NO;671.08;370.49;829.65;96.83;698.03;630.85;499.27;439.93;959.12;551.28;1669051751678;1669051751676;1669051747582
A;3i24s-240-trial2;22;male;NO;676.86;370.97;829.65;96.83;698.03;630.85;499.27;439.93;959.12;551.28;1669051751683;1669051751687;1669051747586
A;3i24s-240-trial2;22;male;NO;677.06;370.47;840.75;99.49;686.00;627.27;496.65;428.81;950.63;559.74;1669051751696;1669051751697;1669051747590
A;3i24s-240-trial2;22;male;NO;673.03;371.42;840.75;99.49;686.00;627.27;496.65;428.81;950.63;559.74;1669051751697;1669051751697;1669051747594
A;3i24s-240-trial2;22;male;NO;673.71;371.99;840.75;99.49;686.00;627.27;496.65;428.81;950.63;559.74;1669051751703;1669051751706;1669051747602
A;3i24s-240-trial2;22;male;NO;673.92;372.84;851.79;102.70;674.11;623.21;494.57;417.57;941.80;567.89;1669051751710;1669051751706;1669051747606
A;3i24s-240-trial2;22;male;NO;674.87;371.98;851.79;102.70;674.11;623.21;494.57;417.57;941.80;567.89;1669051751713;1669051751717;1669051747610
A;3i24s-240-trial2;22;male;NO;675.04;372.80;851.79;102.70;674.11;623.21;494.57;417.57;941.80;567.89;1669051751724;1669051751727;1669051747614
A;3i24s-240-trial2;22;male;NO;677.70;371.13;862.68;106.43;662.44;618.69;493.03;406.26;932.66;575.68;1669051751725;1669051751727;1669051747622
A;3i24s-240-trial2;22;male;NO;673.19;371.83;862.68;106.43;662.44;618.69;493.03;406.26;932.66;575.68;1669051751730;1669051751737;1669051747626
A;3i24s-240-trial2;22;male;NO;673.57;373.15;862.68;106.43;662.44;618.69;493.03;406.26;932.66;575.68;1669051751735;1669051751737;1669051747634
A;3i24s-240-trial2;22;male;NO;660.24;370.24;873.37;110.68;651.05;613.74;492.06;394.97;923.29;583.06;1669051751745;1669051751750;1669051747642
A;3i24s-240-trial2;22;male;NO;662.49;371.04;873.37;110.68;651.05;613.74;492.06;394.97;923.29;583.06;1669051751746;1669051751750;1669051747646
A;3i24s-240-trial2;22;male;NO;665.26;366.19;873.37;110.68;651.05;613.74;492.06;394.97;923.29;583.06;1669051751752;1669051751757;1669051747650
A;3i24s-240-trial2;22;male;NO;660.61;369.19;883.92;115.45;639.87;608.34;491.63;383.61;913.61;590.09;1669051751760;1669051751762;1669051747662
A;3i24s-240-trial2;22;male;NO;681.61;369.28;883.92;115.45;639.87;608.34;491.63;383.61;913.61;590.09;1669051751761;1669051751767;1669051747666
A;3i24s-240-trial2;22;male;NO;715.97;376.66;883.92;115.45;639.87;608.34;491.63;383.61;913.61;590.09;1669051751766;1669051751769;1669051747670
A;3i24s-240-trial2;22;male;NO;724.38;396.29;894.33;120.76;628.91;602.48;491.75;372.20;903.63;596.76;1669051751776;1669051751782;1669051747674
A;3i24s-240-trial2;22;male;NO;729.23;410.96;894.33;120.76;628.91;602.48;491.75;372.20;903.63;596.76;1669051751777;1669051751782;1669051747682
A;3i24s-240-trial2;22;male;NO;747.63;426.63;894.33;120.76;628.91;602.48;491.75;372.20;903.63;596.76;1669051751783;1669051751787;1669051747686
A;3i24s-240-trial2;22;male;NO;763.31;434.59;894.33;120.76;628.91;602.48;491.75;372.20;903.63;596.76;1669051751788;1669051751787;1669051747690
A;3i24s-240-trial2;22;male;NO;775.57;454.19;904.42;126.51;618.33;596.25;491.72;360.20;893.52;602.95;1669051751795;1669051751797;1669051747694
A;3i24s-240-trial2;22;male;NO;766.74;473.12;904.42;126.51;618.33;596.25;491.72;360.20;893.52;602.95;1669051751800;1669051751797;1669051747702
A;3i24s-240-trial2;22;male;NO;759.60;466.43;904.42;126.51;618.33;596.25;491.72;360.20;893.52;602.95;1669051751803;1669051751807;1669051747706
A;3i24s-240-trial2;22;male;NO;755.11;458.59;914.41;132.83;607.94;589.53;491.64;347.48;883.06;608.80;1669051751812;1669051751817;1669051747714
A;3i24s-240-trial2;22;male;NO;757.24;450.53;914.41;132.83;607.94;589.53;491.64;347.48;883.06;608.80;1669051751813;1669051751820;1669051747722
A;3i24s-240-trial2;22;male;NO;749.46;459.38;914.41;132.83;607.94;589.53;491.64;347.48;883.06;608.80;1669051751820;1669051751820;1669051747726
A;3i24s-240-trial2;22;male;NO;753.68;461.25;924.05;139.56;597.99;582.48;492.11;334.97;872.52;614.16;1669051751826;1669051751827;1669051747730
A;3i24s-240-trial2;22;male;NO;749.19;458.08;924.05;139.56;597.99;582.48;492.11;334.97;872.52;614.16;1669051751827;1669051751827;1669051747734
A;3i24s-240-trial2;22;male;NO;760.86;470.32;924.05;139.56;597.99;582.48;492.11;334.97;872.52;614.16;1669051751833;1669051751837;1669051747742
A;3i24s-240-trial2;22;male;NO;763.23;467.55;924.05;139.56;597.99;582.48;492.11;334.97;872.52;614.16;1669051751837;1669051751837;1669051747746
A;3i24s-240-trial2;22;male;NO;766.07;468.02;933.39;146.72;588.42;575.08;493.13;322.58;861.83;619.06;1669051751844;1669051751847;1669051747750
A;3i24s-240-trial2;22;male;NO;762.35;463.34;933.39;146.72;588.42;575.08;493.13;322.58;861.83;619.06;1669051751847;1669051751847;1669051747754
A;3i24s-240-trial2;22;male;NO;758.27;476.61;933.39;146.72;588.42;575.08;493.13;322.58;861.83;619.06;1669051751854;1669051751857;1669051747762
A;3i24s-240-trial2;22;male;NO;762.97;474.06;942.49;154.37;579.15;567.27;494.71;310.23;850.94;623.54;1669051751860;1669051751857;1669051747766
A;3i24s-240-trial2;22;male;NO;767.55;475.44;942.49;154.37;579.15;567.27;494.71;310.23;850.94;623.54;1669051751862;1669051751870;1669051747770
A;3i24s-240-trial2;22;male;NO;762.38;479.95;942.49;154.37;579.15;567.27;494.71;310.23;850.94;623.54;1669051751870;1669051751870;1669051747774
A;3i24s-240-trial2;22;male;NO;769.54;484.65;942.49;154.37;579.15;567.27;494.71;310.23;850.94;623.54;1669051751874;1669051751877;1669051747782
A;3i24s-240-trial2;22;male;NO;769.47;486.80;951.30;162.47;570.26;559.09;496.84;297.99;839.89;627.56;1669051751879;1669051751877;1669051747786
A;3i24s-240-trial2;22;male;NO;773.53;491.69;951.30;162.47;570.26;559.09;496.84;297.99;839.89;627.56;1669051751883;1669051751890;1669051747790
A;3i24s-240-trial2;22;male;NO;778.76;489.33;959.75;170.95;561.82;550.62;499.49;285.99;828.80;631.10;1669051751892;1669051751897;1669051747794
A;3i24s-240-trial2;22;male;NO;775.93;487.59;959.75;170.95;561.82;550.62;499.49;285.99;828.80;631.10;1669051751898;1669051751897;1669051747802
A;3i24s-240-trial2;22;male;NO;775.80;485.54;959.75;170.95;561.82;550.62;499.49;285.99;828.80;631.10;1669051751899;1669051751897;1669051747806
A;3i24s-240-trial2;22;male;NO;779.03;485.34;959.75;170.95;561.82;550.62;499.49;285.99;828.80;631.10;1669051751904;1669051751907;1669051747810
A;3i24s-240-trial2;22;male;NO;780.14;487.31;967.91;179.88;553.74;541.77;502.70;274.08;817.54;634.19;1669051751911;1669051751907;1669051747814
