order;cond;age;gender;musicexperience;eyex;eyey;orb-0deg-x;orb-0deg-y;orb-180deg-x;orb-180deg-y;orb-120deg-x;orb-120deg-y;orb-240deg-x;orb-240deg-y;jstimestamp;pythontimestamp;eyetrackertimestamp
A;2i36s-180-trial2;22;male;NO;629.38;827.47;774.14;91.69;759.03;641.48;519.81;492.56;995.65;505.35;1669050755612;1669050755611;1669050751521
A;2i36s-180-trial2;22;male;NO;620.21;829.95;781.66;91.61;750.68;640.73;516.32;485.71;991.26;511.92;1669050755626;1669050755620;1669050751533
A;2i36s-180-trial2;22;male;NO;618.60;831.02;781.66;91.61;750.68;640.73;516.32;485.71;991.26;511.92;1669050755628;1669050755625;1669050751537
A;2i36s-180-trial2;22;male;NO;617.98;831.62;789.28;91.77;742.24;639.76;513.00;478.67;986.63;518.47;1669050755645;1669050755641;1669050751541
A;2i36s-180-trial2;22;male;NO;624.97;832.61;789.28;91.77;742.24;639.76;513.00;478.67;986.63;518.47;1669050755646;1669050755645;1669050751549
A;2i36s-180-trial2;22;male;NO;623.68;832.96;789.28;91.77;742.24;639.76;513.00;478.67;986.63;518.47;1669050755647;1669050755645;1669050751553
A;2i36s-180-trial2;22;male;NO;622.36;833.26;789.28;91.77;742.24;639.76;513.00;478.67;986.63;518.47;1669050755650;1669050755647;1669050751557
A;2i36s-180-trial2;22;male;NO;625.31;846.73;789.28;91.77;742.24;639.76;513.00;478.67;986.63;518.47;1669050755654;1669050755650;1669050751569
A;2i36s-180-trial2;22;male;NO;595.61;846.74;796.81;92.18;733.95;638.57;509.95;471.64;981.89;524.83;1669050755664;1669050755661;1669050751573
A;2i36s-180-trial2;22;male;NO;600.14;849.46;796.81;92.18;733.95;638.57;509.95;471.64;981.89;524.83;1669050755665;1669050755661;1669050751577
A;2i36s-180-trial2;22;male;NO;605.31;849.15;804.35;92.83;725.65;637.17;507.12;464.50;976.96;531.09;1669050755675;1669050755673;1669050751581
A;2i36s-180-trial2;22;male;NO;610.73;852.38;804.35;92.83;725.65;637.17;507.12;464.50;976.96;531.09;1669050755686;1669050755681;1669050751589
A;2i36s-180-trial2;22;male;NO;602.08;856.06;804.35;92.83;725.65;637.17;507.12;464.50;976.96;531.09;1669050755686;1669050755686;1669050751593
A;2i36s-180-trial2;22;male;NO;601.04;856.92;811.90;93.73;717.38;635.55;504.51;457.28;971.85;537.25;1669050755690;1669050755686;1669050751597
A;2i36s-180-trial2;22;male;NO;601.58;856.38;826.89;96.26;701.02;631.66;500.00;442.65;961.16;549.14;1669050755728;1669050755721;1669050751601
A;2i36s-180-trial2;22;male;NO;588.57;862.36;826.89;96.26;701.02;631.66;500.00;442.65;961.16;549.14;1669050755728;1669050755727;1669050751609
A;2i36s-180-trial2;22;male;NO;554.23;863.88;826.89;96.26;701.02;631.66;500.00;442.65;961.16;549.14;1669050755732;1669050755731;1669050751621
A;2i36s-180-trial2;22;male;NO;564.89;851.12;826.89;96.26;701.02;631.66;500.00;442.65;961.16;549.14;1669050755733;1669050755732;1669050751637
A;2i36s-180-trial2;22;male;NO;568.76;846.96;826.89;96.26;701.02;631.66;500.00;442.65;961.16;549.14;1669050755734;1669050755733;1669050751641
A;2i36s-180-trial2;22;male;NO;554.29;847.00;834.38;97.89;692.90;629.38;498.09;435.22;955.55;554.91;1669050755747;1669050755741;1669050751649
A;2i36s-180-trial2;22;male;NO;562.26;844.46;834.38;97.89;692.90;629.38;498.09;435.22;955.55;554.91;1669050755752;1669050755751;1669050751657
A;2i36s-180-trial2;22;male;NO;568.07;848.16;834.38;97.89;692.90;629.38;498.09;435.22;955.55;554.91;1669050755755;1669050755751;1669050751669
A;2i36s-180-trial2;22;male;NO;569.10;848.29;841.72;99.75;684.95;626.93;496.45;427.83;949.87;560.47;1669050755765;1669050755761;1669050751673
A;2i36s-180-trial2;22;male;NO;557.57;848.38;841.72;99.75;684.95;626.93;496.45;427.83;949.87;560.47;1669050755766;1669050755765;1669050751677
A;2i36s-180-trial2;22;male;NO;544.18;841.24;841.72;99.75;684.95;626.93;496.45;427.83;949.87;560.47;1669050755772;1669050755771;1669050751681
A;2i36s-180-trial2;22;male;NO;519.84;835.31;863.69;106.81;661.37;618.24;492.92;405.21;931.80;576.38;1669050755810;1669050755801;1669050751689
A;2i36s-180-trial2;22;male;NO;527.29;831.36;863.69;106.81;661.37;618.24;492.92;405.21;931.80;576.38;1669050755811;1669050755801;1669050751693
