order;cond;age;gender;musicexperience;eyex;eyey;orb-0deg-x;orb-0deg-y;orb-180deg-x;orb-180deg-y;orb-120deg-x;orb-120deg-y;orb-240deg-x;orb-240deg-y;jstimestamp;pythontimestamp;eyetrackertimestamp
B;3i36s-240-trial1;23;female;NO;520.92;521.06;773.11;91.72;760.18;641.57;520.31;493.50;996.24;504.44;1668632029006;1668632029006;1668621230651
B;3i36s-240-trial1;23;female;NO;520.84;519.00;773.11;91.72;760.18;641.57;520.31;493.50;996.24;504.44;1668632029011;1668632029015;1668621230656
B;3i36s-240-trial1;23;female;NO;516.93;513.63;773.11;91.72;760.18;641.57;520.31;493.50;996.24;504.44;1668632029013;1668632029015;1668621230667
B;3i36s-240-trial1;23;female;NO;516.57;514.13;780.69;91.60;751.75;640.84;516.76;486.60;991.83;511.08;1668632029020;1668632029015;1668621230671
B;3i36s-240-trial1;23;female;NO;516.11;517.56;780.69;91.60;751.75;640.84;516.76;486.60;991.83;511.08;1668632029027;1668632029025;1668621230675
B;3i36s-240-trial1;23;female;NO;515.81;518.49;788.27;91.74;743.37;639.90;513.43;479.62;987.26;517.61;1668632029039;1668632029035;1668621230679
B;3i36s-240-trial1;23;female;NO;519.65;518.22;788.27;91.74;743.37;639.90;513.43;479.62;987.26;517.61;1668632029040;1668632029035;1668621230688
B;3i36s-240-trial1;23;female;NO;518.41;519.19;788.27;91.74;743.37;639.90;513.43;479.62;987.26;517.61;1668632029043;1668632029045;1668621230691
B;3i36s-240-trial1;23;female;NO;524.61;515.09;795.77;92.11;735.09;638.75;510.36;472.62;982.55;523.96;1668632029050;1668632029045;1668621230699
B;3i36s-240-trial1;23;female;NO;530.33;514.78;795.77;92.11;735.09;638.75;510.36;472.62;982.55;523.96;1668632029056;1668632029055;1668621230707
B;3i36s-240-trial1;23;female;NO;529.45;517.16;795.77;92.11;735.09;638.75;510.36;472.62;982.55;523.96;1668632029063;1668632029065;1668621230711
B;3i36s-240-trial1;23;female;NO;529.88;516.26;803.36;92.73;726.74;637.37;507.48;465.45;977.62;530.27;1668632029068;1668632029065;1668621230715
B;3i36s-240-trial1;23;female;NO;531.08;518.02;803.36;92.73;726.74;637.37;507.48;465.45;977.62;530.27;1668632029073;1668632029075;1668621230727
B;3i36s-240-trial1;23;female;NO;530.99;516.38;803.36;92.73;726.74;637.37;507.48;465.45;977.62;530.27;1668632029082;1668632029085;1668621230731
B;3i36s-240-trial1;23;female;NO;530.11;519.13;810.89;93.59;718.48;635.78;504.84;458.25;972.54;536.43;1668632029086;1668632029085;1668621230735
B;3i36s-240-trial1;23;female;NO;531.76;518.36;810.89;93.59;718.48;635.78;504.84;458.25;972.54;536.43;1668632029093;1668632029095;1668621230739
B;3i36s-240-trial1;23;female;NO;530.74;518.91;818.42;94.71;710.25;633.97;502.44;450.96;967.29;542.47;1668632029103;1668632029105;1668621230747
B;3i36s-240-trial1;23;female;NO;529.43;518.89;818.42;94.71;710.25;633.97;502.44;450.96;967.29;542.47;1668632029108;1668632029105;1668621230751
B;3i36s-240-trial1;23;female;NO;528.78;518.10;818.42;94.71;710.25;633.97;502.44;450.96;967.29;542.47;1668632029113;1668632029115;1668621230756
B;3i36s-240-trial1;23;female;NO;530.28;516.98;825.97;96.07;702.02;631.92;500.25;443.56;961.84;548.42;1668632029120;1668632029115;1668621230768
B;3i36s-240-trial1;23;female;NO;530.22;516.28;825.97;96.07;702.02;631.92;500.25;443.56;961.84;548.42;1668632029126;1668632029125;1668621230771
B;3i36s-240-trial1;23;female;NO;529.58;516.27;833.29;97.64;694.08;629.73;498.35;436.30;956.38;554.08;1668632029134;1668632029135;1668621230776
B;3i36s-240-trial1;23;female;NO;528.86;518.10;833.29;97.64;694.08;629.73;498.35;436.30;956.38;554.08;1668632029138;1668632029135;1668621230780
B;3i36s-240-trial1;23;female;NO;529.43;517.87;833.29;97.64;694.08;629.73;498.35;436.30;956.38;554.08;1668632029144;1668632029145;1668621230787
B;3i36s-240-trial1;23;female;NO;529.03;517.40;840.75;99.49;686.00;627.27;496.65;428.81;950.63;559.74;1668632029151;1668632029145;1668621230795
B;3i36s-240-trial1;23;female;NO;529.10;517.54;840.75;99.49;686.00;627.27;496.65;428.81;950.63;559.74;1668632029155;1668632029156;1668621230799
B;3i36s-240-trial1;23;female;NO;527.52;517.74;840.75;99.49;686.00;627.27;496.65;428.81;950.63;559.74;1668632029163;1668632029165;1668621230808
B;3i36s-240-trial1;23;female;NO;527.09;518.75;848.05;101.54;678.13;624.64;495.21;421.40;944.83;565.16;1668632029168;1668632029165;1668621230815
B;3i36s-240-trial1;23;female;NO;526.30;519.03;848.05;101.54;678.13;624.64;495.21;421.40;944.83;565.16;1668632029173;1668632029175;1668621230820
B;3i36s-240-trial1;23;female;NO;525.92;518.82;848.05;101.54;678.13;624.64;495.21;421.40;944.83;565.16;1668632029181;1668632029185;1668621230827
B;3i36s-240-trial1;23;female;NO;526.47;518.06;855.41;103.88;670.22;621.76;494.00;413.83;938.80;570.51;1668632029185;1668632029185;1668621230832
B;3i36s-240-trial1;23;female;NO;525.39;519.66;855.41;103.88;670.22;621.76;494.00;413.83;938.80;570.51;1668632029190;1668632029185;1668621230839
B;3i36s-240-trial1;23;female;NO;526.44;521.13;855.41;103.88;670.22;621.76;494.00;413.83;938.80;570.51;1668632029196;1668632029195;1668621230847
B;3i36s-240-trial1;23;female;NO;526.17;521.04;862.65;106.42;662.47;618.70;493.04;406.30;932.69;575.66;1668632029201;1668632029205;1668621230851
B;3i36s-240-trial1;23;female;NO;525.68;521.23;862.65;106.42;662.47;618.70;493.04;406.30;932.69;575.66;1668632029210;1668632029205;1668621230855
B;3i36s-240-trial1;23;female;NO;524.63;522.04;862.65;106.42;662.47;618.70;493.04;406.30;932.69;575.66;1668632029213;1668632029215;1668621230867
B;3i36s-240-trial1;23;female;NO;524.29;524.03;869.80;109.19;654.85;615.45;492.32;398.76;926.46;580.63;1668632029218;1668632029215;1668621230871
B;3i36s-240-trial1;23;female;NO;523.97;523.73;869.80;109.19;654.85;615.45;492.32;398.76;926.46;580.63;1668632029225;1668632029225;1668621230875
B;3i36s-240-trial1;23;female;NO;523.74;523.77;869.80;109.19;654.85;615.45;492.32;398.76;926.46;580.63;1668632029232;1668632029235;1668621230879
B;3i36s-240-trial1;23;female;NO;523.61;523.48;876.87;112.19;647.33;612.01;491.85;391.22;920.12;585.43;1668632029237;1668632029235;1668621230887
B;3i36s-240-trial1;23;female;NO;523.73;524.70;876.87;112.19;647.33;612.01;491.85;391.22;920.12;585.43;1668632029244;1668632029245;1668621230891
B;3i36s-240-trial1;23;female;NO;522.32;525.66;876.87;112.19;647.33;612.01;491.85;391.22;920.12;585.43;1668632029249;1668632029245;1668621230895
B;3i36s-240-trial1;23;female;NO;522.34;525.60;883.91;115.44;639.88;608.34;491.63;383.62;913.62;590.09;1668632029255;1668632029255;1668621230907
B;3i36s-240-trial1;23;female;NO;522.89;525.92;883.91;115.44;639.88;608.34;491.63;383.62;913.62;590.09;1668632029259;1668632029255;1668621230911
B;3i36s-240-trial1;23;female;NO;523.64;525.62;883.91;115.44;639.88;608.34;491.63;383.62;913.62;590.09;1668632029266;1668632029265;1668621230915
B;3i36s-240-trial1;23;female;NO;525.76;524.22;890.81;118.90;632.60;604.52;491.65;376.07;907.05;594.54;1668632029272;1668632029275;1668621230919
B;3i36s-240-trial1;23;female;NO;527.87;522.01;890.81;118.90;632.60;604.52;491.65;376.07;907.05;594.54;1668632029279;1668632029275;1668621230927
B;3i36s-240-trial1;23;female;NO;530.82;521.09;897.64;122.58;625.43;600.49;491.91;368.51;900.36;598.82;1668632029284;1668632029285;1668621230932
B;3i36s-240-trial1;23;female;NO;530.71;520.09;897.64;122.58;625.43;600.49;491.91;368.51;900.36;598.82;1668632029289;1668632029285;1668621230939
B;3i36s-240-trial1;23;female;NO;529.79;518.92;897.64;122.58;625.43;600.49;491.91;368.51;900.36;598.82;1668632029297;1668632029295;1668621230947
B;3i36s-240-trial1;23;female;NO;531.14;518.44;904.42;126.51;618.34;596.25;491.72;360.21;893.52;602.95;1668632029304;1668632029305;1668621230951
B;3i36s-240-trial1;23;female;NO;534.99;517.96;904.42;126.51;618.34;596.25;491.72;360.21;893.52;602.95;1668632029310;1668632029305;1668621230955
B;3i36s-240-trial1;23;female;NO;535.84;516.77;904.42;126.51;618.34;596.25;491.72;360.21;893.52;602.95;1668632029313;1668632029315;1668621230967
B;3i36s-240-trial1;23;female;NO;537.48;516.49;911.11;130.66;611.38;591.82;491.60;351.72;886.57;606.89;1668632029320;1668632029315;1668621230971
B;3i36s-240-trial1;23;female;NO;537.03;517.58;917.58;134.97;604.66;587.28;491.73;343.40;879.64;610.59;1668632029337;1668632029335;1668621230975
B;3i36s-240-trial1;23;female;NO;537.40;517.49;917.58;134.97;604.66;587.28;491.73;343.40;879.64;610.59;1668632029339;1668632029335;1668621230979
B;3i36s-240-trial1;23;female;NO;535.94;517.03;917.58;134.97;604.66;587.28;491.73;343.40;879.64;610.59;1668632029341;1668632029345;1668621230987
B;3i36s-240-trial1;23;female;NO;535.36;516.95;917.58;134.97;604.66;587.28;491.73;343.40;879.64;610.59;1668632029342;1668632029345;1668621230991
B;3i36s-240-trial1;23;female;NO;536.34;517.04;924.03;139.54;598.01;582.50;492.11;334.99;872.53;614.15;1668632029352;1668632029355;1668621230995
B;3i36s-240-trial1;23;female;NO;535.10;517.32;924.03;139.54;598.01;582.50;492.11;334.99;872.53;614.15;1668632029354;1668632029355;1668621231007
B;3i36s-240-trial1;23;female;NO;534.60;518.02;924.03;139.54;598.01;582.50;492.11;334.99;872.53;614.15;1668632029363;1668632029365;1668621231011
B;3i36s-240-trial1;23;female;NO;534.33;518.65;924.03;139.54;598.01;582.50;492.11;334.99;872.53;614.15;1668632029365;1668632029365;1668621231015
B;3i36s-240-trial1;23;female;NO;534.19;519.40;930.27;144.26;591.60;577.62;492.73;326.74;865.45;617.46;1668632029371;1668632029375;1668621231019
B;3i36s-240-trial1;23;female;NO;534.56;519.95;930.27;144.26;591.60;577.62;492.73;326.74;865.45;617.46;1668632029378;1668632029375;1668621231027
B;3i36s-240-trial1;23;female;NO;534.21;520.58;936.41;149.19;585.33;572.55;493.59;318.50;858.27;620.58;1668632029384;1668632029385;1668621231031
B;3i36s-240-trial1;23;female;NO;533.57;525.01;936.41;149.19;585.33;572.55;493.59;318.50;858.27;620.58;1668632029388;1668632029385;1668621231039
B;3i36s-240-trial1;23;female;NO;533.02;525.42;936.41;149.19;585.33;572.55;493.59;318.50;858.27;620.58;1668632029398;1668632029395;1668621231047
B;3i36s-240-trial1;23;female;NO;534.13;525.21;942.45;154.34;579.19;567.31;494.70;310.28;850.99;623.52;1668632029402;1668632029405;1668621231051
B;3i36s-240-trial1;23;female;NO;533.82;525.14;942.45;154.34;579.19;567.31;494.70;310.28;850.99;623.52;1668632029406;1668632029405;1668621231055
B;3i36s-240-trial1;23;female;NO;533.29;525.72;942.45;154.34;579.19;567.31;494.70;310.28;850.99;623.52;1668632029415;1668632029415;1668621231067
B;3i36s-240-trial1;23;female;NO;533.07;526.36;948.35;159.68;573.23;561.90;496.05;302.13;843.65;626.25;1668632029420;1668632029415;1668621231071
B;3i36s-240-trial1;23;female;NO;532.84;527.21;948.35;159.68;573.23;561.90;496.05;302.13;843.65;626.25;1668632029425;1668632029425;1668621231075
B;3i36s-240-trial1;23;female;NO;532.64;526.59;948.35;159.68;573.23;561.90;496.05;302.13;843.65;626.25;1668632029431;1668632029435;1668621231079
B;3i36s-240-trial1;23;female;NO;532.26;526.10;954.13;165.23;567.42;556.33;497.65;294.00;836.23;628.79;1668632029436;1668632029435;1668621231087
B;3i36s-240-trial1;23;female;NO;532.22;525.63;954.13;165.23;567.42;556.33;497.65;294.00;836.23;628.79;1668632029442;1668632029445;1668621231091
B;3i36s-240-trial1;23;female;NO;532.06;525.34;954.13;165.23;567.42;556.33;497.65;294.00;836.23;628.79;1668632029448;1668632029445;1668621231096
B;3i36s-240-trial1;23;female;NO;532.46;524.58;959.72;170.92;561.85;550.65;499.48;286.03;828.83;631.09;1668632029454;1668632029455;1668621231107
B;3i36s-240-trial1;23;female;NO;532.61;524.41;959.72;170.92;561.85;550.65;499.48;286.03;828.83;631.09;1668632029460;1668632029455;1668621231111
B;3i36s-240-trial1;23;female;NO;533.32;524.13;959.72;170.92;561.85;550.65;499.48;286.03;828.83;631.09;1668632029466;1668632029465;1668621231115
B;3i36s-240-trial1;23;female;NO;533.16;523.88;965.17;176.79;556.45;544.82;501.55;278.12;821.38;633.19;1668632029475;1668632029479;1668621231119
B;3i36s-240-trial1;23;female;NO;533.50;523.40;965.17;176.79;556.45;544.82;501.55;278.12;821.38;633.19;1668632029477;1668632029480;1668621231127
B;3i36s-240-trial1;23;female;NO;533.42;523.50;970.49;182.87;551.21;538.83;503.86;270.26;813.86;635.09;1668632029484;1668632029485;1668621231131
B;3i36s-240-trial1;23;female;NO;533.46;523.18;970.49;182.87;551.21;538.83;503.86;270.26;813.86;635.09;1668632029490;1668632029485;1668621231139
B;3i36s-240-trial1;23;female;NO;533.18;522.82;970.49;182.87;551.21;538.83;503.86;270.26;813.86;635.09;1668632029495;1668632029495;1668621231147
B;3i36s-240-trial1;23;female;NO;533.19;522.69;975.66;189.13;546.16;532.69;506.42;262.48;806.30;636.77;1668632029502;1668632029505;1668621231151
B;3i36s-240-trial1;23;female;NO;533.06;522.56;975.66;189.13;546.16;532.69;506.42;262.48;806.30;636.77;1668632029506;1668632029505;1668621231155
B;3i36s-240-trial1;23;female;NO;532.89;521.67;975.66;189.13;546.16;532.69;506.42;262.48;806.30;636.77;1668632029514;1668632029515;1668621231159
B;3i36s-240-trial1;23;female;NO;532.95;521.38;980.66;195.55;541.31;526.42;509.21;254.80;798.72;638.24;1668632029518;1668632029515;1668621231167
B;3i36s-240-trial1;23;female;NO;532.88;521.27;980.66;195.55;541.31;526.42;509.21;254.80;798.72;638.24;1668632029526;1668632029525;1668621231171
B;3i36s-240-trial1;23;female;NO;530.13;520.99;980.66;195.55;541.31;526.42;509.21;254.80;798.72;638.24;1668632029532;1668632029535;1668621231179
B;3i36s-240-trial1;23;female;NO;530.33;520.02;985.44;202.05;536.72;520.11;512.20;247.32;791.21;639.47;1668632029537;1668632029535;1668621231187
B;3i36s-240-trial1;23;female;NO;530.19;519.95;985.44;202.05;536.72;520.11;512.20;247.32;791.21;639.47;1668632029544;1668632029545;1668621231191
B;3i36s-240-trial1;23;female;NO;530.27;519.62;990.10;208.79;532.29;513.60;515.45;239.86;783.60;640.51;1668632029552;1668632029555;1668621231195
B;3i36s-240-trial1;23;female;NO;530.19;519.06;990.10;208.79;532.29;513.60;515.45;239.86;783.60;640.51;1668632029555;1668632029555;1668621231207
B;3i36s-240-trial1;23;female;NO;530.12;518.55;990.10;208.79;532.29;513.60;515.45;239.86;783.60;640.51;1668632029564;1668632029565;1668621231211
B;3i36s-240-trial1;23;female;NO;530.38;517.42;994.58;215.66;528.07;506.99;518.93;232.53;776.00;641.32;1668632029568;1668632029565;1668621231215
B;3i36s-240-trial1;23;female;NO;530.21;516.80;994.58;215.66;528.07;506.99;518.93;232.53;776.00;641.32;1668632029575;1668632029575;1668621231223
B;3i36s-240-trial1;23;female;NO;529.73;516.80;994.58;215.66;528.07;506.99;518.93;232.53;776.00;641.32;1668632029580;1668632029575;1668621231227
B;3i36s-240-trial1;23;female;NO;529.82;516.11;998.84;222.61;524.11;500.33;522.59;225.40;768.48;641.90;1668632029587;1668632029585;1668621231231
B;3i36s-240-trial1;23;female;NO;529.78;515.75;998.84;222.61;524.11;500.33;522.59;225.40;768.48;641.90;1668632029593;1668632029595;1668621231243
B;3i36s-240-trial1;23;female;NO;530.05;515.12;998.84;222.61;524.11;500.33;522.59;225.40;768.48;641.90;1668632029598;1668632029595;1668621231247
B;3i36s-240-trial1;23;female;NO;530.05;514.70;1002.93;229.72;520.34;493.55;526.49;218.37;760.25;641.57;1668632029605;1668632029605;1668621231251
B;3i36s-240-trial1;23;female;NO;530.40;514.51;1002.93;229.72;520.34;493.55;526.49;218.37;760.25;641.57;1668632029612;1668632029615;1668621231255
B;3i36s-240-trial1;23;female;NO;531.52;514.40;1006.83;236.95;516.80;486.68;530.60;211.48;751.86;640.85;1668632029622;1668632029625;1668621231263
B;3i36s-240-trial1;23;female;NO;531.52;514.44;1006.83;236.95;516.80;486.68;530.60;211.48;751.86;640.85;1668632029624;1668632029625;1668621231267
B;3i36s-240-trial1;23;female;NO;531.63;513.59;1006.83;236.95;516.80;486.68;530.60;211.48;751.86;640.85;1668632029632;1668632029635;1668621231275
B;3i36s-240-trial1;23;female;NO;531.54;513.63;1010.57;244.34;513.47;479.69;534.94;204.71;743.46;639.91;1668632029635;1668632029635;1668621231283
B;3i36s-240-trial1;23;female;NO;531.46;513.61;1010.57;244.34;513.47;479.69;534.94;204.71;743.46;639.91;1668632029644;1668632029645;1668621231287
B;3i36s-240-trial1;23;female;NO;531.58;511.83;1010.57;244.34;513.47;479.69;534.94;204.71;743.46;639.91;1668632029646;1668632029645;1668621231295
B;3i36s-240-trial1;23;female;NO;531.50;510.86;1014.14;251.92;510.33;472.55;539.53;198.03;735.01;638.74;1668632029653;1668632029655;1668621231303
B;3i36s-240-trial1;23;female;NO;531.58;509.95;1014.14;251.92;510.33;472.55;539.53;198.03;735.01;638.74;1668632029660;1668632029655;1668621231307
B;3i36s-240-trial1;23;female;NO;531.80;510.08;1014.14;251.92;510.33;472.55;539.53;198.03;735.01;638.74;1668632029665;1668632029665;1668621231311
B;3i36s-240-trial1;23;female;NO;531.61;510.31;1017.43;259.43;507.50;465.50;544.22;191.64;726.79;637.38;1668632029670;1668632029675;1668621231323
B;3i36s-240-trial1;23;female;NO;532.08;509.28;1017.43;259.43;507.50;465.50;544.22;191.64;726.79;637.38;1668632029678;1668632029675;1668621231327
B;3i36s-240-trial1;23;female;NO;531.94;509.26;1020.57;267.14;504.85;458.28;549.18;185.34;718.52;635.78;1668632029684;1668632029685;1668621231331
B;3i36s-240-trial1;23;female;NO;532.24;508.96;1020.57;267.14;504.85;458.28;549.18;185.34;718.52;635.78;1668632029689;1668632029685;1668621231335
B;3i36s-240-trial1;23;female;NO;532.15;509.15;1020.57;267.14;504.85;458.28;549.18;185.34;718.52;635.78;1668632029693;1668632029695;1668621231343
B;3i36s-240-trial1;23;female;NO;533.35;508.85;1023.51;274.96;502.45;451.00;554.33;179.20;710.30;633.97;1668632029701;1668632029705;1668621231347
