order;cond;age;gender;musicexperience;eyex;eyey;orb-0deg-x;orb-0deg-y;orb-180deg-x;orb-180deg-y;orb-120deg-x;orb-120deg-y;orb-240deg-x;orb-240deg-y;jstimestamp;pythontimestamp;eyetrackertimestamp
B;3i36s-240-trial3;23;female;NO;527.97;505.03;772.65;91.73;760.69;641.60;520.53;493.91;996.50;504.04;1668632075816;1668632075815;1668621277448
B;3i36s-240-trial3;23;female;NO;527.86;466.84;780.12;91.60;752.39;640.90;517.02;487.12;992.17;510.59;1668632075831;1668632075825;1668621277451
B;3i36s-240-trial3;23;female;NO;497.85;470.86;787.67;91.72;744.02;639.98;513.68;480.17;987.62;517.10;1668632075836;1668632075835;1668621277455
B;3i36s-240-trial3;23;female;NO;433.85;302.56;787.67;91.72;744.02;639.98;513.68;480.17;987.62;517.10;1668632075840;1668632075835;1668621277467
B;3i36s-240-trial3;23;female;NO;362.06;127.32;787.67;91.72;744.02;639.98;513.68;480.17;987.62;517.10;1668632075841;1668632075835;1668621277475
B;3i36s-240-trial3;23;female;NO;408.39;132.21;787.67;91.72;744.02;639.98;513.68;480.17;987.62;517.10;1668632075849;1668632075845;1668621277487
B;3i36s-240-trial3;23;female;NO;387.60;127.34;787.67;91.72;744.02;639.98;513.68;480.17;987.62;517.10;1668632075850;1668632075853;1668621277491
B;3i36s-240-trial3;23;female;NO;398.99;110.57;795.24;92.07;735.67;638.84;510.57;473.11;982.89;523.52;1668632075854;1668632075855;1668621277503
B;3i36s-240-trial3;23;female;NO;363.59;91.47;795.24;92.07;735.67;638.84;510.57;473.11;982.89;523.52;1668632075858;1668632075855;1668621277507
B;3i36s-240-trial3;23;female;NO;412.43;134.28;802.90;92.69;727.24;637.46;507.64;465.88;977.92;529.89;1668632075871;1668632075865;1668621277515
B;3i36s-240-trial3;23;female;NO;384.92;130.36;802.90;92.69;727.24;637.46;507.64;465.88;977.92;529.89;1668632075877;1668632075875;1668621277523
B;3i36s-240-trial3;23;female;NO;347.21;113.50;802.90;92.69;727.24;637.46;507.64;465.88;977.92;529.89;1668632075883;1668632075885;1668621277528
B;3i36s-240-trial3;23;female;NO;290.49;155.84;810.35;93.52;719.08;635.90;505.02;458.77;972.91;535.99;1668632075895;1668632075895;1668621277543
B;3i36s-240-trial3;23;female;NO;278.29;170.44;810.35;93.52;719.08;635.90;505.02;458.77;972.91;535.99;1668632075899;1668632075895;1668621277547
B;3i36s-240-trial3;23;female;NO;314.01;204.27;817.88;94.62;710.83;634.10;502.60;451.48;967.66;542.05;1668632075912;1668632075905;1668621277555
B;3i36s-240-trial3;23;female;NO;368.18;235.25;817.88;94.62;710.83;634.10;502.60;451.48;967.66;542.05;1668632075915;1668632075915;1668621277563
B;3i36s-240-trial3;23;female;NO;385.17;249.40;825.39;95.96;702.65;632.09;500.41;444.13;962.26;547.97;1668632075922;1668632075925;1668621277567
B;3i36s-240-trial3;23;female;NO;426.33;271.47;825.39;95.96;702.65;632.09;500.41;444.13;962.26;547.97;1668632075929;1668632075925;1668621277575
B;3i36s-240-trial3;23;female;NO;468.34;286.38;832.85;97.54;694.56;629.87;498.46;436.74;956.71;553.74;1668632075935;1668632075935;1668621277583
