order;cond;age;gender;musicexperience;eyex;eyey;orb-0deg-x;orb-0deg-y;orb-180deg-x;orb-180deg-y;orb-120deg-x;orb-120deg-y;orb-240deg-x;orb-240deg-y;jstimestamp;pythontimestamp;eyetrackertimestamp
A;2i36s-180-trial3;24;female;NO;472.03;406.87;772.75;91.73;760.57;641.60;520.49;493.82;996.44;504.13;1668626028538;1668626028538;1668615230279
A;2i36s-180-trial3;24;female;NO;470.76;407.11;772.75;91.73;760.57;641.60;520.49;493.82;996.44;504.13;1668626028546;1668626028546;1668615230287
A;2i36s-180-trial3;24;female;NO;471.73;407.05;772.75;91.73;760.57;641.60;520.49;493.82;996.44;504.13;1668626028548;1668626028546;1668615230291
A;2i36s-180-trial3;24;female;NO;471.93;406.90;780.33;91.60;752.15;640.88;516.92;486.93;992.05;510.77;1668626028556;1668626028550;1668615230295
A;2i36s-180-trial3;24;female;NO;471.66;406.77;787.85;91.72;743.82;639.96;513.61;480.00;987.51;517.25;1668626028567;1668626028567;1668615230303
A;2i36s-180-trial3;24;female;NO;470.90;407.15;787.85;91.72;743.82;639.96;513.61;480.00;987.51;517.25;1668626028567;1668626028569;1668615230307
A;2i36s-180-trial3;24;female;NO;471.11;407.24;787.85;91.72;743.82;639.96;513.61;480.00;987.51;517.25;1668626028574;1668626028569;1668615230315
A;2i36s-180-trial3;24;female;NO;471.59;408.24;795.54;92.09;735.34;638.79;510.45;472.83;982.70;523.77;1668626028585;1668626028586;1668615230327
A;2i36s-180-trial3;24;female;NO;471.56;408.73;795.54;92.09;735.34;638.79;510.45;472.83;982.70;523.77;1668626028592;1668626028586;1668615230331
A;2i36s-180-trial3;24;female;NO;472.50;408.45;803.12;92.71;727.00;637.41;507.56;465.68;977.78;530.07;1668626028605;1668626028606;1668615230347
A;2i36s-180-trial3;24;female;NO;472.63;408.64;803.12;92.71;727.00;637.41;507.56;465.68;977.78;530.07;1668626028614;1668626028615;1668615230351
A;2i36s-180-trial3;24;female;NO;473.15;408.91;803.12;92.71;727.00;637.41;507.56;465.68;977.78;530.07;1668626028615;1668626028616;1668615230355
A;2i36s-180-trial3;24;female;NO;473.92;408.95;810.58;93.55;718.82;635.85;504.95;458.55;972.75;536.18;1668626028625;1668626028625;1668615230363
A;2i36s-180-trial3;24;female;NO;473.32;408.87;810.58;93.55;718.82;635.85;504.95;458.55;972.75;536.18;1668626028626;1668626028627;1668615230367
A;2i36s-180-trial3;24;female;NO;473.09;408.85;810.58;93.55;718.82;635.85;504.95;458.55;972.75;536.18;1668626028633;1668626028628;1668615230371
A;2i36s-180-trial3;24;female;NO;470.12;410.44;818.05;94.65;710.65;634.06;502.55;451.32;967.55;542.18;1668626028646;1668626028644;1668615230387
A;2i36s-180-trial3;24;female;NO;470.29;411.62;825.65;96.01;702.37;632.01;500.34;443.87;962.07;548.18;1668626028653;1668626028652;1668615230391
A;2i36s-180-trial3;24;female;NO;470.71;410.66;833.12;97.60;694.27;629.78;498.40;436.47;956.51;553.95;1668626028670;1668626028671;1668615230403
A;2i36s-180-trial3;24;female;NO;470.94;408.97;833.12;97.60;694.27;629.78;498.40;436.47;956.51;553.95;1668626028675;1668626028671;1668615230411
A;2i36s-180-trial3;24;female;NO;471.25;409.72;840.58;99.44;686.19;627.33;496.69;428.99;950.77;559.61;1668626028686;1668626028679;1668615230423
A;2i36s-180-trial3;24;female;NO;470.93;410.05;840.58;99.44;686.19;627.33;496.69;428.99;950.77;559.61;1668626028687;1668626028687;1668615230427
A;2i36s-180-trial3;24;female;NO;470.82;411.01;840.58;99.44;686.19;627.33;496.69;428.99;950.77;559.61;1668626028693;1668626028692;1668615230431
A;2i36s-180-trial3;24;female;NO;470.79;413.02;847.75;101.45;678.46;624.75;495.27;421.71;945.08;564.93;1668626028703;1668626028700;1668615230443
A;2i36s-180-trial3;24;female;NO;470.88;413.82;847.75;101.45;678.46;624.75;495.27;421.71;945.08;564.93;1668626028705;1668626028700;1668615230447
A;2i36s-180-trial3;24;female;NO;470.87;413.62;847.75;101.45;678.46;624.75;495.27;421.71;945.08;564.93;1668626028710;1668626028709;1668615230451
A;2i36s-180-trial3;24;female;NO;469.61;413.53;855.06;103.76;670.60;621.90;494.05;414.20;939.10;570.25;1668626028723;1668626028721;1668615230455
A;2i36s-180-trial3;24;female;NO;469.87;413.91;855.06;103.76;670.60;621.90;494.05;414.20;939.10;570.25;1668626028724;1668626028721;1668615230463
A;2i36s-180-trial3;24;female;NO;470.51;413.78;855.06;103.76;670.60;621.90;494.05;414.20;939.10;570.25;1668626028728;1668626028725;1668615230467
A;2i36s-180-trial3;24;female;NO;470.00;413.51;862.34;106.31;662.80;618.84;493.07;406.62;932.95;575.44;1668626028738;1668626028734;1668615230475
A;2i36s-180-trial3;24;female;NO;473.22;414.22;862.34;106.31;662.80;618.84;493.07;406.62;932.95;575.44;1668626028744;1668626028742;1668615230483
A;2i36s-180-trial3;24;female;NO;473.49;414.05;862.34;106.31;662.80;618.84;493.07;406.62;932.95;575.44;1668626028748;1668626028742;1668615230487
A;2i36s-180-trial3;24;female;NO;473.53;413.98;869.44;109.05;655.23;615.62;492.35;399.14;926.78;580.38;1668626028752;1668626028753;1668615230491
