order;cond;age;gender;musicexperience;eyex;eyey;orb-0deg-x;orb-0deg-y;orb-180deg-x;orb-180deg-y;orb-120deg-x;orb-120deg-y;orb-240deg-x;orb-240deg-y;jstimestamp;pythontimestamp;eyetrackertimestamp
B;video-false-positive;23;female;no;507.78;289.19;878.05;611.41;646.08;112.72;919.04;135.98;491.80;341.50;1670854722064;1670854722063;1670854707422
B;video-false-positive;23;female;no;462.80;301.14;869.70;615.50;654.95;109.15;926.55;141.41;492.33;331.67;1670854722067;1670854722064;1670854707426
B;video-false-positive;23;female;no;418.51;322.11;869.70;615.50;654.95;109.15;926.55;141.41;492.33;331.67;1670854722067;1670854722064;1670854707430
B;video-false-positive;23;female;no;466.73;389.52;861.09;619.38;664.14;105.85;934.02;147.23;493.23;321.73;1670854722083;1670854722080;1670854707442
B;video-false-positive;23;female;no;470.81;414.60;861.09;619.38;664.14;105.85;934.02;147.23;493.23;321.73;1670854722083;1670854722084;1670854707446
B;video-false-positive;23;female;no;362.49;422.26;861.09;619.38;664.14;105.85;934.02;147.23;493.23;321.73;1670854722084;1670854722086;1670854707450
B;video-false-positive;23;female;no;378.85;445.64;861.09;619.38;664.14;105.85;934.02;147.23;493.23;321.73;1670854722090;1670854722086;1670854707458
B;video-false-positive;23;female;no;386.16;450.99;861.09;619.38;664.14;105.85;934.02;147.23;493.23;321.73;1670854722094;1670854722094;1670854707462
B;video-false-positive;23;female;no;416.46;442.32;852.25;623.02;673.61;102.84;941.41;153.43;494.49;311.70;1670854722100;1670854722094;1670854707466
B;video-false-positive;23;female;no;397.91;437.59;843.58;626.28;682.95;100.26;948.41;159.73;496.07;302.05;1670854722114;1670854722111;1670854707470
B;video-false-positive;23;female;no;431.49;451.44;843.58;626.28;682.95;100.26;948.41;159.73;496.07;302.05;1670854722115;1670854722111;1670854707478
B;video-false-positive;23;female;no;368.98;464.97;843.58;626.28;682.95;100.26;948.41;159.73;496.07;302.05;1670854722116;1670854722111;1670854707482
B;video-false-positive;23;female;no;352.35;479.22;843.58;626.28;682.95;100.26;948.41;159.73;496.07;302.05;1670854722121;1670854722119;1670854707486
B;video-false-positive;23;female;no;363.40;480.50;843.58;626.28;682.95;100.26;948.41;159.73;496.07;302.05;1670854722123;1670854722119;1670854707490
B;video-false-positive;23;female;no;339.68;466.60;843.58;626.28;682.95;100.26;948.41;159.73;496.07;302.05;1670854722128;1670854722127;1670854707498
B;video-false-positive;23;female;no;349.36;474.20;834.67;629.29;692.58;97.96;955.33;166.42;498.02;292.31;1670854722133;1670854722135;1670854707502
B;video-false-positive;23;female;no;342.06;480.55;825.68;632.01;702.34;96.01;962.05;173.39;500.33;282.66;1670854722152;1670854722151;1670854707506
B;video-false-positive;23;female;no;366.08;504.67;825.68;632.01;702.34;96.01;962.05;173.39;500.33;282.66;1670854722154;1670854722151;1670854707510
B;video-false-positive;23;female;no;394.02;493.83;825.68;632.01;702.34;96.01;962.05;173.39;500.33;282.66;1670854722159;1670854722159;1670854707518
B;video-false-positive;23;female;no;384.29;503.92;825.68;632.01;702.34;96.01;962.05;173.39;500.33;282.66;1670854722159;1670854722159;1670854707522
B;video-false-positive;23;female;no;369.08;506.95;825.68;632.01;702.34;96.01;962.05;173.39;500.33;282.66;1670854722161;1670854722159;1670854707526
B;video-false-positive;23;female;no;370.80;505.13;816.82;634.37;712.00;94.45;968.42;180.47;502.93;273.33;1670854722165;1670854722167;1670854707530
B;video-false-positive;23;female;no;399.36;502.80;807.73;636.47;721.94;93.20;974.69;187.93;505.92;263.94;1670854722181;1670854722183;1670854707538
B;video-false-positive;23;female;no;391.96;510.99;807.73;636.47;721.94;93.20;974.69;187.93;505.92;263.94;1670854722182;1670854722183;1670854707542
B;video-false-positive;23;female;no;394.15;518.12;807.73;636.47;721.94;93.20;974.69;187.93;505.92;263.94;1670854722183;1670854722183;1670854707546
B;video-false-positive;23;female;no;404.29;525.25;807.73;636.47;721.94;93.20;974.69;187.93;505.92;263.94;1670854722187;1670854722186;1670854707550
B;video-false-positive;23;female;no;417.13;515.86;807.73;636.47;721.94;93.20;974.69;187.93;505.92;263.94;1670854722188;1670854722191;1670854707558
B;video-false-positive;23;female;no;422.02;514.30;807.73;636.47;721.94;93.20;974.69;187.93;505.92;263.94;1670854722194;1670854722191;1670854707562
B;video-false-positive;23;female;no;418.74;512.17;807.73;636.47;721.94;93.20;974.69;187.93;505.92;263.94;1670854722196;1670854722191;1670854707566
B;video-false-positive;23;female;no;418.99;511.11;798.69;638.24;731.87;92.32;980.67;195.57;509.22;254.78;1670854722201;1670854722199;1670854707570
B;video-false-positive;23;female;no;418.25;512.92;789.59;639.71;741.90;91.78;986.44;203.47;512.87;245.72;1670854722222;1670854722224;1670854707578
B;video-false-positive;23;female;no;421.56;508.89;789.59;639.71;741.90;91.78;986.44;203.47;512.87;245.72;1670854722223;1670854722224;1670854707582
B;video-false-positive;23;female;no;417.60;501.03;789.59;639.71;741.90;91.78;986.44;203.47;512.87;245.72;1670854722225;1670854722224;1670854707590
B;video-false-positive;23;female;no;421.44;506.15;789.59;639.71;741.90;91.78;986.44;203.47;512.87;245.72;1670854722225;1670854722224;1670854707598
B;video-false-positive;23;female;no;422.93;507.19;780.53;640.86;751.93;91.60;991.93;211.55;516.83;236.88;1670854722230;1670854722232;1670854707602
B;video-false-positive;23;female;no;421.52;502.44;780.53;640.86;751.93;91.60;991.93;211.55;516.83;236.88;1670854722233;1670854722232;1670854707606
B;video-false-positive;23;female;no;423.57;498.82;780.53;640.86;751.93;91.60;991.93;211.55;516.83;236.88;1670854722240;1670854722240;1670854707610
B;video-false-positive;23;female;no;424.82;500.65;771.46;641.70;762.02;91.78;997.17;219.84;521.12;228.21;1670854722258;1670854722254;1670854707622
B;video-false-positive;23;female;no;423.35;498.44;771.46;641.70;762.02;91.78;997.17;219.84;521.12;228.21;1670854722259;1670854722262;1670854707626
B;video-false-positive;23;female;no;424.85;504.34;771.46;641.70;762.02;91.78;997.17;219.84;521.12;228.21;1670854722263;1670854722262;1670854707630
B;video-false-positive;23;female;no;426.65;496.94;761.87;641.69;771.59;91.77;1002.15;228.33;525.72;219.72;1670854722266;1670854722269;1670854707638
B;video-false-positive;23;female;no;427.46;498.37;761.87;641.69;771.59;91.77;1002.15;228.33;525.72;219.72;1670854722271;1670854722272;1670854707642
B;video-false-positive;23;female;no;428.72;495.68;751.69;640.84;780.75;91.60;1006.91;237.09;530.68;211.35;1670854722292;1670854722288;1670854707646
B;video-false-positive;23;female;no;422.31;496.64;751.69;640.84;780.75;91.60;1006.91;237.09;530.68;211.35;1670854722292;1670854722288;1670854707650
B;video-false-positive;23;female;no;432.36;498.71;751.69;640.84;780.75;91.60;1006.91;237.09;530.68;211.35;1670854722293;1670854722288;1670854707662
B;video-false-positive;23;female;no;433.35;494.85;741.62;639.67;789.85;91.79;1011.36;245.98;535.92;203.24;1670854722299;1670854722296;1670854707666
B;video-false-positive;23;female;no;456.07;492.22;741.62;639.67;789.85;91.79;1011.36;245.98;535.92;203.24;1670854722300;1670854722296;1670854707670
B;video-false-positive;23;female;no;516.73;498.31;731.47;638.18;799.05;92.35;1015.58;255.14;541.53;195.26;1670854722322;1670854722320;1670854707682
