order;cond;age;gender;musicexperience;eyex;eyey;orb-0deg-x;orb-0deg-y;orb-180deg-x;orb-180deg-y;orb-120deg-x;orb-120deg-y;orb-240deg-x;orb-240deg-y;jstimestamp;pythontimestamp;eyetrackertimestamp
A;2i36s-0-trial4;23;female;no;667.41;385.92;772.81;91.73;760.51;641.59;520.46;493.77;996.41;504.17;1670855188903;1670855188907;1670855174258
A;2i36s-0-trial4;23;female;no;748.59;373.05;772.81;91.73;760.51;641.59;520.46;493.77;996.41;504.17;1670855188903;1670855188909;1670855174266
A;2i36s-0-trial4;23;female;no;740.84;369.75;772.81;91.73;760.51;641.59;520.46;493.77;996.41;504.17;1670855188905;1670855188910;1670855174270
A;2i36s-0-trial4;23;female;no;736.27;370.05;772.81;91.73;760.51;641.59;520.46;493.77;996.41;504.17;1670855188912;1670855188917;1670855174278
A;2i36s-0-trial4;23;female;no;746.98;371.53;780.33;91.60;752.15;640.88;516.92;486.93;992.05;510.77;1670855188917;1670855188923;1670855174282
A;2i36s-0-trial4;23;female;no;763.18;373.77;780.33;91.60;752.15;640.88;516.92;486.93;992.05;510.77;1670855188920;1670855188924;1670855174286
A;2i36s-0-trial4;23;female;no;775.49;374.34;780.33;91.60;752.15;640.88;516.92;486.93;992.05;510.77;1670855188927;1670855188927;1670855174290
A;2i36s-0-trial4;23;female;no;749.96;381.52;787.91;91.72;743.77;639.95;513.58;479.95;987.48;517.30;1670855188933;1670855188937;1670855174298
A;2i36s-0-trial4;23;female;no;757.94;383.30;787.91;91.72;743.77;639.95;513.58;479.95;987.48;517.30;1670855188938;1670855188937;1670855174302
A;2i36s-0-trial4;23;female;no;762.85;383.28;787.91;91.72;743.77;639.95;513.58;479.95;987.48;517.30;1670855188945;1670855188947;1670855174306
A;2i36s-0-trial4;23;female;no;774.70;383.79;787.91;91.72;743.77;639.95;513.58;479.95;987.48;517.30;1670855188947;1670855188947;1670855174310
A;2i36s-0-trial4;23;female;no;787.02;386.32;795.51;92.09;735.37;638.79;510.46;472.86;982.72;523.74;1670855188956;1670855188957;1670855174318
A;2i36s-0-trial4;23;female;no;785.38;389.51;795.51;92.09;735.37;638.79;510.46;472.86;982.72;523.74;1670855188959;1670855188957;1670855174322
A;2i36s-0-trial4;23;female;no;802.23;390.44;795.51;92.09;735.37;638.79;510.46;472.86;982.72;523.74;1670855188963;1670855188967;1670855174326
A;2i36s-0-trial4;23;female;no;780.04;390.14;803.07;92.70;727.05;637.42;507.58;465.72;977.80;530.04;1670855188974;1670855188977;1670855174330
A;2i36s-0-trial4;23;female;no;782.41;396.08;803.07;92.70;727.05;637.42;507.58;465.72;977.80;530.04;1670855188974;1670855188977;1670855174338
A;2i36s-0-trial4;23;female;no;813.58;398.43;803.07;92.70;727.05;637.42;507.58;465.72;977.80;530.04;1670855188980;1670855188977;1670855174342
A;2i36s-0-trial4;23;female;no;812.47;397.19;810.57;93.55;718.83;635.85;504.95;458.55;972.76;536.17;1670855188984;1670855188987;1670855174346
A;2i36s-0-trial4;23;female;no;823.00;396.20;810.57;93.55;718.83;635.85;504.95;458.55;972.76;536.17;1670855188989;1670855188987;1670855174350
A;2i36s-0-trial4;23;female;no;810.85;394.91;810.57;93.55;718.83;635.85;504.95;458.55;972.76;536.17;1670855188997;1670855188997;1670855174358
A;2i36s-0-trial4;23;female;no;830.77;399.24;818.14;94.66;710.55;634.03;502.52;451.23;967.48;542.26;1670855189001;1670855189007;1670855174362
A;2i36s-0-trial4;23;female;no;816.41;399.53;818.14;94.66;710.55;634.03;502.52;451.23;967.48;542.26;1670855189006;1670855189008;1670855174366
A;2i36s-0-trial4;23;female;no;826.29;398.54;818.14;94.66;710.55;634.03;502.52;451.23;967.48;542.26;1670855189009;1670855189008;1670855174370
A;2i36s-0-trial4;23;female;no;819.58;397.03;825.64;96.01;702.39;632.02;500.34;443.89;962.08;548.16;1670855189017;1670855189017;1670855174378
