order;cond;age;gender;musicexperience;eyex;eyey;orb-0deg-x;orb-0deg-y;orb-180deg-x;orb-180deg-y;orb-120deg-x;orb-120deg-y;orb-240deg-x;orb-240deg-y;jstimestamp;pythontimestamp;eyetrackertimestamp
A;2i36s-180-trial2;23;male;flauta "medio";359.96;818.47;774.12;91.69;759.05;641.48;519.82;492.58;995.66;505.34;1668701704161;1668701704166;1668701703340
A;2i36s-180-trial2;23;male;flauta "medio";363.74;826.52;774.12;91.69;759.05;641.48;519.82;492.58;995.66;505.34;1668701704162;1668701704166;1668701703344
A;2i36s-180-trial2;23;male;flauta "medio";369.97;824.85;774.12;91.69;759.05;641.48;519.82;492.58;995.66;505.34;1668701704168;1668701704166;1668701703348
A;2i36s-180-trial2;23;male;flauta "medio";393.57;829.22;781.80;91.61;750.53;640.72;516.26;485.58;991.18;512.04;1668701704174;1668701704176;1668701703356
A;2i36s-180-trial2;23;male;flauta "medio";410.30;826.91;781.80;91.61;750.53;640.72;516.26;485.58;991.18;512.04;1668701704179;1668701704176;1668701703360
A;2i36s-180-trial2;23;male;flauta "medio";413.16;826.01;781.80;91.61;750.53;640.72;516.26;485.58;991.18;512.04;1668701704186;1668701704186;1668701703364
A;2i36s-180-trial2;23;male;flauta "medio";414.70;824.87;789.25;91.77;742.29;639.76;513.02;478.71;986.65;518.44;1668701704191;1668701704196;1668701703367
A;2i36s-180-trial2;23;male;flauta "medio";417.01;801.98;789.25;91.77;742.29;639.76;513.02;478.71;986.65;518.44;1668701704194;1668701704196;1668701703375
A;2i36s-180-trial2;23;male;flauta "medio";430.50;747.79;789.25;91.77;742.29;639.76;513.02;478.71;986.65;518.44;1668701704199;1668701704196;1668701703379
A;2i36s-180-trial2;23;male;flauta "medio";426.83;693.43;789.25;91.77;742.29;639.76;513.02;478.71;986.65;518.44;1668701704205;1668701704206;1668701703383
A;2i36s-180-trial2;23;male;flauta "medio";349.14;684.56;796.84;92.18;733.91;638.57;509.94;471.61;981.87;524.86;1668701704210;1668701704217;1668701703387
A;2i36s-180-trial2;23;male;flauta "medio";271.20;658.31;796.84;92.18;733.91;638.57;509.94;471.61;981.87;524.86;1668701704217;1668701704217;1668701703395
A;2i36s-180-trial2;23;male;flauta "medio";236.44;651.16;796.84;92.18;733.91;638.57;509.94;471.61;981.87;524.86;1668701704221;1668701704227;1668701703399
A;2i36s-180-trial2;23;male;flauta "medio";265.60;629.67;804.37;92.83;725.63;637.17;507.11;464.49;976.95;531.11;1668701704225;1668701704231;1668701703403
A;2i36s-180-trial2;23;male;flauta "medio";273.52;624.73;812.00;93.74;717.27;635.52;504.47;457.18;971.78;537.33;1668701704242;1668701704247;1668701703407
A;2i36s-180-trial2;23;male;flauta "medio";512.11;674.93;812.00;93.74;717.27;635.52;504.47;457.18;971.78;537.33;1668701704244;1668701704247;1668701703415
A;2i36s-180-trial2;23;male;flauta "medio";530.46;655.55;812.00;93.74;717.27;635.52;504.47;457.18;971.78;537.33;1668701704250;1668701704247;1668701703419
A;2i36s-180-trial2;23;male;flauta "medio";515.14;635.31;819.43;94.87;709.15;633.70;502.13;449.97;966.57;543.28;1668701704258;1668701704256;1668701703423
A;2i36s-180-trial2;23;male;flauta "medio";480.46;550.48;819.43;94.87;709.15;633.70;502.13;449.97;966.57;543.28;1668701704262;1668701704267;1668701703427
A;2i36s-180-trial2;23;male;flauta "medio";369.05;514.36;819.43;94.87;709.15;633.70;502.13;449.97;966.57;543.28;1668701704266;1668701704267;1668701703435
A;2i36s-180-trial2;23;male;flauta "medio";369.34;479.57;819.43;94.87;709.15;633.70;502.13;449.97;966.57;543.28;1668701704271;1668701704276;1668701703439
A;2i36s-180-trial2;23;male;flauta "medio";365.63;454.63;819.43;94.87;709.15;633.70;502.13;449.97;966.57;543.28;1668701704272;1668701704276;1668701703443
A;2i36s-180-trial2;23;male;flauta "medio";357.96;473.41;826.91;96.26;701.01;631.66;499.99;442.64;961.15;549.15;1668701704277;1668701704276;1668701703447
A;2i36s-180-trial2;23;male;flauta "medio";308.24;425.94;826.91;96.26;701.01;631.66;499.99;442.64;961.15;549.15;1668701704278;1668701704284;1668701703455
A;2i36s-180-trial2;23;male;flauta "medio";319.59;431.11;826.91;96.26;701.01;631.66;499.99;442.64;961.15;549.15;1668701704278;1668701704284;1668701703459
A;2i36s-180-trial2;23;male;flauta "medio";344.00;414.42;826.91;96.26;701.01;631.66;499.99;442.64;961.15;549.15;1668701704284;1668701704287;1668701703463
A;2i36s-180-trial2;23;male;flauta "medio";345.73;404.86;826.91;96.26;701.01;631.66;499.99;442.64;961.15;549.15;1668701704288;1668701704287;1668701703467
A;2i36s-180-trial2;23;male;flauta "medio";298.83;372.62;834.36;97.89;692.92;629.39;498.10;435.24;955.57;554.90;1668701704297;1668701704297;1668701703475
A;2i36s-180-trial2;23;male;flauta "medio";254.98;367.11;834.36;97.89;692.92;629.39;498.10;435.24;955.57;554.90;1668701704304;1668701704306;1668701703479
