order;cond;age;gender;musicexperience;eyex;eyey;orb-0deg-x;orb-0deg-y;orb-180deg-x;orb-180deg-y;orb-120deg-x;orb-120deg-y;orb-240deg-x;orb-240deg-y;jstimestamp;pythontimestamp;eyetrackertimestamp
B;3i24s-120-trial3;23;male;guitarra canto;390.72;654.72;777.21;91.63;755.61;641.20;518.36;489.77;993.88;508.05;1671548522549;1671548522550;1671548522503
B;3i24s-120-trial3;23;male;guitarra canto;391.21;654.14;777.21;91.63;755.61;641.20;518.36;489.77;993.88;508.05;1671548522555;1671548522555;1671548522507
B;3i24s-120-trial3;23;male;guitarra canto;391.84;650.92;777.21;91.63;755.61;641.20;518.36;489.77;993.88;508.05;1671548522560;1671548522555;1671548522515
B;3i24s-120-trial3;23;male;guitarra canto;392.99;651.38;788.50;91.74;743.11;639.87;513.33;479.40;987.11;517.81;1671548522566;1671548522566;1671548522519
B;3i24s-120-trial3;23;male;guitarra canto;392.56;651.44;788.50;91.74;743.11;639.87;513.33;479.40;987.11;517.81;1671548522571;1671548522566;1671548522523
B;3i24s-120-trial3;23;male;guitarra canto;392.68;652.23;788.50;91.74;743.11;639.87;513.33;479.40;987.11;517.81;1671548522576;1671548522575;1671548522527
B;3i24s-120-trial3;23;male;guitarra canto;393.95;650.73;799.85;92.41;730.59;638.03;508.78;468.77;979.92;527.37;1671548522581;1671548522575;1671548522535
B;3i24s-120-trial3;23;male;guitarra canto;394.34;650.58;822.57;95.43;705.72;632.87;501.20;446.90;964.31;545.76;1671548522618;1671548522617;1671548522539
B;3i24s-120-trial3;23;male;guitarra canto;394.99;650.36;822.57;95.43;705.72;632.87;501.20;446.90;964.31;545.76;1671548522618;1671548522617;1671548522543
B;3i24s-120-trial3;23;male;guitarra canto;397.79;650.47;822.57;95.43;705.72;632.87;501.20;446.90;964.31;545.76;1671548522619;1671548522620;1671548522563
B;3i24s-120-trial3;23;male;guitarra canto;398.24;651.06;822.57;95.43;705.72;632.87;501.20;446.90;964.31;545.76;1671548522620;1671548522620;1671548522575
B;3i24s-120-trial3;23;male;guitarra canto;398.43;651.94;822.57;95.43;705.72;632.87;501.20;446.90;964.31;545.76;1671548522623;1671548522625;1671548522579
B;3i24s-120-trial3;23;male;guitarra canto;399.09;650.78;822.57;95.43;705.72;632.87;501.20;446.90;964.31;545.76;1671548522625;1671548522625;1671548522583
B;3i24s-120-trial3;23;male;guitarra canto;399.79;651.88;822.57;95.43;705.72;632.87;501.20;446.90;964.31;545.76;1671548522630;1671548522625;1671548522587
B;3i24s-120-trial3;23;male;guitarra canto;400.02;654.12;833.63;97.72;693.71;629.62;498.27;435.96;956.12;554.34;1671548522635;1671548522635;1671548522595
B;3i24s-120-trial3;23;male;guitarra canto;400.01;653.85;833.63;97.72;693.71;629.62;498.27;435.96;956.12;554.34;1671548522642;1671548522635;1671548522599
B;3i24s-120-trial3;23;male;guitarra canto;400.51;653.05;833.63;97.72;693.71;629.62;498.27;435.96;956.12;554.34;1671548522644;1671548522645;1671548522603
B;3i24s-120-trial3;23;male;guitarra canto;401.12;653.16;844.74;100.58;681.70;625.86;495.84;424.77;947.49;562.71;1671548522649;1671548522649;1671548522611
B;3i24s-120-trial3;23;male;guitarra canto;401.80;653.17;844.74;100.58;681.70;625.86;495.84;424.77;947.49;562.71;1671548522656;1671548522655;1671548522615
B;3i24s-120-trial3;23;male;guitarra canto;401.99;652.32;844.74;100.58;681.70;625.86;495.84;424.77;947.49;562.71;1671548522661;1671548522655;1671548522619
B;3i24s-120-trial3;23;male;guitarra canto;401.04;651.96;855.72;103.98;669.89;621.63;493.95;413.51;938.55;570.73;1671548522669;1671548522666;1671548522623
B;3i24s-120-trial3;23;male;guitarra canto;401.65;650.93;855.72;103.98;669.89;621.63;493.95;413.51;938.55;570.73;1671548522672;1671548522666;1671548522631
B;3i24s-120-trial3;23;male;guitarra canto;402.83;650.72;866.56;107.91;658.30;616.95;492.62;402.19;929.31;578.39;1671548522682;1671548522683;1671548522635
B;3i24s-120-trial3;23;male;guitarra canto;402.81;649.59;866.56;107.91;658.30;616.95;492.62;402.19;929.31;578.39;1671548522683;1671548522683;1671548522639
B;3i24s-120-trial3;23;male;guitarra canto;404.13;649.54;866.56;107.91;658.30;616.95;492.62;402.19;929.31;578.39;1671548522688;1671548522685;1671548522643
B;3i24s-120-trial3;23;male;guitarra canto;402.80;649.33;866.56;107.91;658.30;616.95;492.62;402.19;929.31;578.39;1671548522695;1671548522695;1671548522651
B;3i24s-120-trial3;23;male;guitarra canto;404.13;649.40;877.24;112.36;646.94;611.82;491.84;390.83;919.78;585.67;1671548522699;1671548522700;1671548522655
B;3i24s-120-trial3;23;male;guitarra canto;403.72;648.97;877.24;112.36;646.94;611.82;491.84;390.83;919.78;585.67;1671548522703;1671548522705;1671548522659
B;3i24s-120-trial3;23;male;guitarra canto;403.78;648.57;877.24;112.36;646.94;611.82;491.84;390.83;919.78;585.67;1671548522712;1671548522705;1671548522663
B;3i24s-120-trial3;23;male;guitarra canto;404.48;648.03;887.70;117.30;635.88;606.27;491.61;379.49;910.04;592.54;1671548522716;1671548522716;1671548522671
B;3i24s-120-trial3;23;male;guitarra canto;404.03;647.28;887.70;117.30;635.88;606.27;491.61;379.49;910.04;592.54;1671548522722;1671548522720;1671548522675
B;3i24s-120-trial3;23;male;guitarra canto;404.32;647.12;887.70;117.30;635.88;606.27;491.61;379.49;910.04;592.54;1671548522726;1671548522725;1671548522679
B;3i24s-120-trial3;23;male;guitarra canto;403.23;645.42;897.95;122.75;625.10;600.30;491.93;368.17;900.05;599.01;1671548522731;1671548522732;1671548522683
B;3i24s-120-trial3;23;male;guitarra canto;401.65;644.70;897.95;122.75;625.10;600.30;491.93;368.17;900.05;599.01;1671548522738;1671548522739;1671548522691
B;3i24s-120-trial3;23;male;guitarra canto;400.88;644.58;897.95;122.75;625.10;600.30;491.93;368.17;900.05;599.01;1671548522741;1671548522742;1671548522695
B;3i24s-120-trial3;23;male;guitarra canto;401.39;644.80;897.95;122.75;625.10;600.30;491.93;368.17;900.05;599.01;1671548522746;1671548522747;1671548522699
B;3i24s-120-trial3;23;male;guitarra canto;401.01;643.93;908.03;128.71;614.58;593.89;491.63;355.64;889.80;605.09;1671548522750;1671548522750;1671548522703
