cond;age;gender;dotx;doty;fingerx;fingery;;distance;;;;;;;;;;;
3d;23;m;994;506;1020;242;;265,2772135;;;;;;;;;;;
3d;23;m;990;512;1021;244;;269,786953;;;;;;;;;;;
3d;23;m;986;518;1023;248;;272,5233935;;;;;;;;;;;
3d;23;m;982;524;1025;252;;275,3779221;;;;;;;;;;;
3d;23;m;977;530;1026;257;;277,3625786;;;;;;;;;;;
3d;23;m;973;535;1028;260;;280,4460732;;;;;;;;;;;
3d;23;m;968;541;1029;265;;282,6605738;;;;;;;;;;;
3d;23;m;963;546;1030;271;;283,0441662;;;;;;;;;;;
3d;23;m;958;551;1032;279;;281,886502;;;;;;;;;;;
3d;23;m;953;556;1034;282;;285,7218928;;;;;;;;;;;
3d;23;m;948;561;1036;289;;285,8810942;;;;;;;;;;;
3d;23;m;943;566;1038;295;;287,1689398;;;;;;;;;;;
3d;23;m;937;571;1040;299;;290,8487579;;;;;;;;;;;
3d;23;m;932;576;1042;307;;290,6217473;;;;;;;;;;;
3d;23;m;926;580;1043;315;;289,6791328;;;;;;;;;;;
3d;23;m;920;584;1045;323;;289,3890115;;;;;;;;;;;
3d;23;m;915;589;1045;327;;292,4790591;;;;;;;;;;;
3d;23;m;909;593;1046;337;;290,3532331;;;;;;;;;;;
3d;23;m;903;597;1046;348;;287,1410803;;;;;;;;;;;
3d;23;m;897;600;1046;356;;285,8968345;;;;;;;;;;;
3d;23;m;890;604;1046;361;;288,76461;;;;;;;;;;;
3d;23;m;884;607;1045;371;;285,6868915;;;;;;;;;;;
3d;23;m;878;611;1044;380;;284,4591359;;;;;;;;;;;
3d;23;m;872;614;1043;387;;284,2006334;;;;;;;;;;;
3d;23;m;865;617;1042;391;;287,0627109;;;;;;;;;;;
3d;23;m;859;620;1041;398;;287,0679362;;;;;;;;;;;
3d;23;m;852;622;1040;406;;286,3564213;;;;;;;;;;;
3d;23;m;846;625;1039;412;;287,4334706;;;;;;;;;;;
3d;23;m;839;627;1039;414;;292,1797392;;;;;;;;;;;
3d;23;m;832;629;1037;418;;294,1870153;;;;;;;;;;;
3d;23;m;826;631;1036;423;;295,5740178;;;;;;;;;;;
3d;23;m;819;633;1034;429;;296,3798239;;;;;;;;;;;
3d;23;m;812;635;1033;432;;300,0833218;;;;;;;;;;;
3d;23;m;805;636;1031;437;;301,1262194;;;;;;;;;;;
3d;23;m;798;638;1029;442;;302,9471901;;;;;;;;;;;
3d;23;m;792;639;1028;448;;303,6066534;;;;;;;;;;;
3d;23;m;785;640;1026;451;;306,2711217;;;;;;;;;;;
3d;23;m;778;641;1024;457;;307,2002604;;;;;;;;;;;
3d;23;m;771;641;1022;464;;307,1318935;;;;;;;;;;;
3d;23;m;764;641;1019;471;;306,4718584;;;;;;;;;;;
3d;23;m;757;641;1017;474;;309,0129447;;;;;;;;;;;
3d;23;m;749;640;1014;479;;310,0741847;;;;;;;;;;;
3d;23;m;741;639;1010;486;;309,4672842;;;;;;;;;;;
3d;23;m;734;638;1007;490;;310,5366323;;;;;;;;;;;
3d;23;m;726;637;1001;499;;307,6832787;;;;;;;;;;;
3d;23;m;719;635;993;507;;302,4235441;;;;;;;;;;;
3d;23;m;712;634;986;515;;298,7256266;;;;;;;;;;;
3d;23;m;704;632;981;520;;298,7858765;;;;;;;;;;;
3d;23;m;697;630;971;531;;291,3365751;;;;;;;;;;;
3d;23;m;690;628;963;539;;287,1410803;;;;;;;;;;;
3d;23;m;683;626;951;549;;278,8422493;;;;;;;;;;;
3d;23;m;675;623;946;554;;279,6462051;;;;;;;;;;;
3d;23;m;668;621;935;563;;273,2270118;;;;;;;;;;;
3d;23;m;661;618;924;572;;266,9925093;;;;;;;;;;;
3d;23;m;655;615;913;581;;260,2306669;;;;;;;;;;;
3d;23;m;648;612;907;585;;260,403533;;;;;;;;;;;
3d;23;m;641;609;896;594;;255,4407955;;;;;;;;;;;
3d;23;m;634;605;884;602;;250,0179994;;;;;;;;;;;
3d;23;m;628;602;873;609;;245,0999796;;;;;;;;;;;
3d;23;m;622;598;868;613;;246,4568928;;;;;;;;;;;
3d;23;m;615;594;856;619;;242,2932108;;;;;;;;;;;
3d;23;m;609;590;845;625;;238,5812231;;;;;;;;;;;
3d;23;m;603;586;833;631;;234,3608329;;;;;;;;;;;
3d;23;m;597;582;827;634;;235,8050042;;;;;;;;;;;
3d;23;m;591;577;816;637;;232,8626204;;;;;;;;;;;
3d;23;m;586;573;806;640;;229,9760857;;;;;;;;;;;
3d;23;m;580;568;795;642;;227,378539;;;;;;;;;;;
3d;23;m;575;563;791;643;;230,3388808;;;;;;;;;;;
3d;23;m;569;558;784;644;;231,5620867;;;;;;;;;;;
3d;23;m;564;553;775;644;;229,7868578;;;;;;;;;;;
3d;23;m;559;548;766;644;;228,1775624;;;;;;;;;;;
3d;23;m;554;543;762;644;;231,2249986;;;;;;;;;;;
3d;23;m;550;537;753;643;;229,0087335;;;;;;;;;;;
3d;23;m;545;532;745;643;;228,7378412;;;;;;;;;;;
3d;23;m;541;526;736;642;;226,8942485;;;;;;;;;;;
3d;23;m;537;520;732;642;;230,0195644;;;;;;;;;;;
3d;23;m;533;515;725;640;;229,1047795;;;;;;;;;;;
3d;23;m;529;509;717;638;;228,002193;;;;;;;;;;;
3d;23;m;525;503;709;636;;227,0352396;;;;;;;;;;;
3d;23;m;522;497;705;634;;228,6000875;;;;;;;;;;;
3d;23;m;518;490;697;631;;227,8639945;;;;;;;;;;;
3d;23;m;515;484;688;627;;224,45044;;;;;;;;;;;
3d;23;m;512;478;684;625;;226,2587015;;;;;;;;;;;
3d;23;m;510;472;672;619;;218,7532857;;;;;;;;;;;
3d;23;m;507;465;662;613;;214,3105224;;;;;;;;;;;
3d;23;m;505;459;651;607;;207,8942039;;;;;;;;;;;
3d;23;m;502;452;645;604;;208,6935552;;;;;;;;;;;
3d;23;m;500;446;634;596;;201,1367694;;;;;;;;;;;
3d;23;m;499;439;623;588;;193,8478785;;;;;;;;;;;
3d;23;m;497;432;611;580;;186,8154169;;;;;;;;;;;
3d;23;m;496;426;605;577;;186,2310393;;;;;;;;;;;
3d;23;m;494;419;595;569;;180,8341782;;;;;;;;;;;
3d;23;m;493;412;583;559;;172,3629891;;;;;;;;;;;
3d;23;m;492;405;572;548;;163,8566447;;;;;;;;;;;
3d;23;m;492;399;567;541;;160,5895389;;;;;;;;;;;
3d;23;m;491;392;557;530;;152,9705854;;;;;;;;;;;
3d;23;m;491;385;549;519;;146,013698;;;;;;;;;;;
3d;23;m;491;378;539;504;;134,8332303;;;;;;;;;;;
3d;23;m;491;371;535;497;;133,461605;;;;;;;;;;;
3d;23;m;491;364;527;476;;117,6435294;;;;;;;;;;;
3d;23;m;491;357;521;459;;106,3202709;;;;;;;;;;;
3d;23;m;491;349;516;446;;100,1698557;;;;;;;;;;;
3d;23;m;491;342;514;440;;100,6628035;;;;;;;;;;;
3d;23;m;492;334;510;428;;95,70788891;;;;;;;;;;;
3d;23;m;492;327;506;412;;86,14522622;;;;;;;;;;;
3d;23;m;493;319;503;392;;73,68174808;;;;;;;;;;;
3d;23;m;494;312;502;384;;72,44308111;;;;;;;;;;;
3d;23;m;495;304;500;372;;68,18357573;;;;;;;;;;;
3d;23;m;496;297;500;362;;65,12296062;;;;;;;;;;;
3d;23;m;498;290;500;353;;63,03173804;;;;;;;;;;;
3d;23;m;500;283;500;347;;64;;;;;;;;;;;
3d;23;m;502;275;500;336;;61,03277808;;;;;;;;;;;
3d;23;m;504;268;500;325;;57,14017851;;;;;;;;;;;
3d;23;m;506;262;500;317;;55,32630477;;;;;;;;;;;
3d;23;m;509;255;500;313;;58,69412236;;;;;;;;;;;
3d;23;m;511;248;501;305;;57,87054518;;;;;;;;;;;
3d;23;m;514;241;503;298;;58,05170109;;;;;;;;;;;
3d;23;m;517;235;505;290;;56,29387178;;;;;;;;;;;
3d;23;m;520;228;506;286;;59,66573556;;;;;;;;;;;
3d;23;m;524;222;508;279;;59,20304046;;;;;;;;;;;
3d;23;m;527;215;510;273;;60,44005295;;;;;;;;;;;
3d;23;m;531;209;511;269;;63,2455532;;;;;;;;;;;
3d;23;m;535;203;516;260;;60,08327554;;;;;;;;;;;
3d;23;m;539;197;521;250;;55,97320788;;;;;;;;;;;
3d;23;m;544;191;526;241;;53,14132102;;;;;;;;;;;
3d;23;m;548;186;528;237;;54,7813837;;;;;;;;;;;
3d;23;m;553;180;535;226;;49,39635614;;;;;;;;;;;
3d;23;m;557;175;546;214;;40,52159918;;;;;;;;;;;
3d;23;m;562;169;559;200;;31,144823;;;;;;;;;;;
3d;23;m;567;164;564;194;;30,14962686;;;;;;;;;;;
3d;23;m;573;159;577;182;;23,34523506;;;;;;;;;;;
3d;23;m;578;155;588;171;;18,86796226;;;;;;;;;;;
3d;23;m;583;150;600;159;;19,23538406;;;;;;;;;;;
3d;23;m;589;145;606;155;;19,72308292;;;;;;;;;;;
3d;23;m;595;141;616;147;;21,84032967;;;;;;;;;;;
3d;23;m;601;137;625;139;;24,08318916;;;;;;;;;;;
3d;23;m;607;133;635;132;;28,01785145;;;;;;;;;;;
3d;23;m;613;129;639;129;;26;;;;;;;;;;;
3d;23;m;619;125;646;124;;27,01851217;;;;;;;;;;;
3d;23;m;625;122;652;120;;27,07397274;;;;;;;;;;;
3d;23;m;632;119;659;116;;27,16615541;;;;;;;;;;;
3d;23;m;638;115;662;114;;24,0208243;;;;;;;;;;;
3d;23;m;645;112;669;111;;24,0208243;;;;;;;;;;;
3d;23;m;652;110;674;108;;22,09072203;;;;;;;;;;;
3d;23;m;659;107;680;105;;21,09502311;;;;;;;;;;;
3d;23;m;666;105;682;104;;16,03121954;;;;;;;;;;;
3d;23;m;673;103;687;101;;14,14213562;;;;;;;;;;;
3d;23;m;680;100;691;99;;11,04536102;;;;;;;;;;;
3d;23;m;687;99;696;97;;9,219544457;;;;;;;;;;;
3d;23;m;694;97;699;96;;5,099019514;;;;;;;;;;;
3d;23;m;701;96;703;95;;2,236067977;;;;;;;;;;;
3d;23;m;709;94;706;93;;3,16227766;;;;;;;;;;;
3d;23;m;716;93;708;92;;8,062257748;;;;;;;;;;;
3d;23;m;723;92;710;92;;13;;;;;;;;;;;
3d;23;m;731;92;713;91;;18,02775638;;;;;;;;;;;
3d;23;m;738;91;716;90;;22,02271555;;;;;;;;;;;
3d;23;m;746;91;718;89;;28,0713377;;;;;;;;;;;
3d;23;m;754;91;719;88;;35,12833614;;;;;;;;;;;
3d;23;m;761;91;722;88;;39,11521443;;;;;;;;;;;
3d;23;m;768;91;725;88;;43,10452412;;;;;;;;;;;
3d;23;m;775;91;727;87;;48,16637832;;;;;;;;;;;
3d;23;m;782;91;730;86;;52,23983155;;;;;;;;;;;
3d;23;m;789;91;733;86;;56,22277119;;;;;;;;;;;
3d;23;m;796;92;735;86;;61,29437168;;;;;;;;;;;
3d;23;m;803;92;736;86;;67,26812024;;;;;;;;;;;
3d;23;m;809;93;739;85;;70,45565982;;;;;;;;;;;
3d;23;m;816;94;742;85;;74,54528825;;;;;;;;;;;
3d;23;m;823;95;745;84;;78,77182237;;;;;;;;;;;
3d;23;m;830;96;747;84;;83,86298349;;;;;;;;;;;
3d;23;m;836;98;750;83;;87,29833904;;;;;;;;;;;
3d;23;m;843;100;755;83;;89,62700486;;;;;;;;;;;
3d;23;m;849;102;760;83;;91,00549434;;;;;;;;;;;
3d;23;m;856;104;762;83;;96,31718434;;;;;;;;;;;
3d;23;m;862;106;767;83;;97,74456507;;;;;;;;;;;
3d;23;m;869;109;773;83;;99,45853407;;;;;;;;;;;
3d;23;m;875;111;779;83;;100;;;;;;;;;;;
3d;23;m;882;114;783;83;;103,7400598;;;;;;;;;;;
3d;23;m;888;117;791;84;;102,4597482;;;;;;;;;;;
3d;23;m;894;120;797;85;;103,1212878;;;;;;;;;;;
3d;23;m;900;124;803;86;;104,1777327;;;;;;;;;;;
3d;23;m;906;127;807;86;;107,1540946;;;;;;;;;;;
3d;23;m;912;131;814;88;;107,01869;;;;;;;;;;;
3d;23;m;918;135;823;91;;104,6947945;;;;;;;;;;;
3d;23;m;924;139;829;93;;105,5509356;;;;;;;;;;;
3d;23;m;929;144;833;95;;107,7821878;;;;;;;;;;;
3d;23;m;935;148;840;98;;107,3545528;;;;;;;;;;;
3d;23;m;940;153;850;103;;102,9563014;;;;;;;;;;;
3d;23;m;946;157;857;107;;102,0832993;;;;;;;;;;;
3d;23;m;951;162;861;109;;104,4461584;;;;;;;;;;;
3d;23;m;956;167;870;113;;101,5480182;;;;;;;;;;;
3d;23;m;961;172;880;119;;96,79876032;;;;;;;;;;;
3d;23;m;966;178;889;123;;94,62557794;;;;;;;;;;;
3d;23;m;971;183;893;126;;96,60745313;;;;;;;;;;;
3d;23;m;975;189;901;132;;93,40770846;;;;;;;;;;;
3d;23;m;980;195;910;139;;89,64373932;;;;;;;;;;;
3d;23;m;984;201;917;146;;86,68333173;;;;;;;;;;;
3d;23;m;988;207;921;149;;88,6171541;;;;;;;;;;;
3d;23;m;993;213;929;157;;85,0411665;;;;;;;;;;;
3d;23;m;996;219;939;165;;78,51751397;;;;;;;;;;;
3d;23;m;1000;225;943;169;;79,906195;;;;;;;;;;;
3d;23;m;1004;232;952;176;;76,4198927;;;;;;;;;;;
3d;23;m;1007;238;961;183;;71,70076708;;;;;;;;;;;
3d;23;m;1011;245;970;190;;68,60029154;;;;;;;;;;;
3d;23;m;1014;252;975;193;;70,72481884;;;;;;;;;;;
3d;23;m;1017;259;983;200;;68,09552114;;;;;;;;;;;
3d;23;m;1020;266;990;205;;67,9779376;;;;;;;;;;;
3d;23;m;1022;273;997;211;;66,85057965;;;;;;;;;;;
3d;23;m;1025;280;1000;214;;70,57619995;;;;;;;;;;;
3d;23;m;1027;287;1006;221;;69,26037828;;;;;;;;;;;
3d;23;m;1029;294;1011;229;;67,44627492;;;;;;;;;;;
3d;23;m;1031;301;1015;234;;68,8839604;;;;;;;;;;;
3d;23;m;1033;309;1018;237;;73,54590403;;;;;;;;;;;
3d;23;m;1035;316;1021;245;;72,36711961;;;;;;;;;;;
3d;23;m;1036;323;1026;252;;71,70076708;;;;;;;;;;;
3d;23;m;1038;331;1029;260;;71,56814934;;;;;;;;;;;
3d;23;m;1039;338;1030;263;;75,53806987;;;;;;;;;;;
3d;23;m;1040;346;1034;273;;73,24616031;;;;;;;;;;;
3d;23;m;1041;353;1036;284;;69,18092223;;;;;;;;;;;
3d;23;m;1041;361;1039;292;;69,02897942;;;;;;;;;;;
3d;23;m;1041;368;1040;297;;71,0070419;;;;;;;;;;;
3d;23;m;1041;375;1042;306;;69,007246;;;;;;;;;;;
3d;23;m;1040;382;1043;317;;65,06919394;;;;;;;;;;;
3d;23;m;1039;389;1044;327;;62,20128616;;;;;;;;;;;
3d;23;m;1038;396;1045;331;;65,37583651;;;;;;;;;;;
3d;23;m;1037;402;1045;343;;59,53990259;;;;;;;;;;;
3d;23;m;1036;409;1045;353;;56,71860365;;;;;;;;;;;
3d;23;m;1034;416;1045;363;;54,12947441;;;;;;;;;;;
3d;23;m;1032;423;1045;368;;56,5154846;;;;;;;;;;;
3d;23;m;1030;429;1043;380;;50,69516742;;;;;;;;;;;
3d;23;m;1028;436;1041;391;;46,84015371;;;;;;;;;;;
3d;23;m;1026;443;1040;397;;48,08326112;;;;;;;;;;;
3d;23;m;1023;449;1037;411;;40,49691346;;;;;;;;;;;
3d;23;m;1021;456;1033;424;;34,17601498;;;;;;;;;;;
3d;23;m;1018;462;1030;439;;25,94224354;;;;;;;;;;;
3d;23;m;1015;469;1028;446;;26,41968963;;;;;;;;;;;
3d;23;m;1012;475;1023;460;;18,60107524;;;;;;;;;;;
3d;23;m;1009;482;1018;473;;12,72792206;;;;;;;;;;;
3d;23;m;1005;488;1013;485;;8,544003745;;;;;;;;;;;
3d;23;m;1002;494;1011;492;;9,219544457;;;;;;;;;;;
3d;23;m;998;500;1006;504;;8,94427191;;;;;;;;;;;
3d;23;m;994;506;1000;515;;10,81665383;;;;;;;;;;;
3d;23;m;990;512;995;527;;15,8113883;;;;;;;;;;;
3d;23;m;986;518;992;532;;15,23154621;;;;;;;;;;;
3d;23;m;982;524;986;540;;16,4924225;;;;;;;;;;;
3d;23;m;977;529;981;549;;20,39607805;;;;;;;;;;;
3d;23;m;973;535;975;558;;23,08679276;;;;;;;;;;;
3d;23;m;968;540;972;562;;22,36067977;;;;;;;;;;;
3d;23;m;963;546;965;569;;23,08679276;;;;;;;;;;;
3d;23;m;958;551;958;575;;24;;;;;;;;;;;
3d;23;m;953;556;949;583;;27,29468813;;;;;;;;;;;
3d;23;m;948;561;944;588;;27,29468813;;;;;;;;;;;
3d;23;m;943;566;936;595;;29,83286778;;;;;;;;;;;
3d;23;m;937;571;927;601;;31,6227766;;;;;;;;;;;
3d;23;m;932;575;917;607;;35,34119409;;;;;;;;;;;
3d;23;m;926;580;913;609;;31,78049716;;;;;;;;;;;
3d;23;m;921;584;905;613;;33,12099032;;;;;;;;;;;
3d;23;m;915;588;896;618;;35,51056181;;;;;;;;;;;
3d;23;m;909;592;886;622;;37,80211634;;;;;;;;;;;
3d;23;m;903;596;882;624;;35;;;;;;;;;;;
3d;23;m;897;600;872;628;;37,53664876;;;;;;;;;;;
3d;23;m;891;604;863;632;;39,59797975;;;;;;;;;;;
3d;23;m;884;607;853;635;;41,77319715;;;;;;;;;;;
3d;23;m;878;611;850;636;;37,53664876;;;;;;;;;;;
3d;23;m;872;614;841;640;;40,45985665;;;;;;;;;;;
3d;23;m;865;617;831;643;;42,80186912;;;;;;;;;;;
3d;23;m;859;620;822;646;;45,22167622;;;;;;;;;;;
3d;23;m;852;622;818;648;;42,80186912;;;;;;;;;;;
3d;23;m;846;625;811;651;;43,60045871;;;;;;;;;;;
3d;23;m;839;627;803;653;;44,40720662;;;;;;;;;;;
3d;23;m;833;629;799;654;;42,20189569;;;;;;;;;;;
3d;23;m;826;631;792;655;;41,61730409;;;;;;;;;;;
3d;23;m;819;633;785;656;;41,0487515;;;;;;;;;;;
3d;23;m;812;635;776;657;;42,19004622;;;;;;;;;;;
3d;23;m;806;636;771;657;;40,81666326;;;;;;;;;;;
3d;23;m;799;638;761;657;;42,48529157;;;;;;;;;;;
3d;23;m;792;639;751;657;;44,77722635;;;;;;;;;;;
3d;23;m;785;640;740;657;;48,10405388;;;;;;;;;;;
3d;23;m;778;641;734;657;;46,81879964;;;;;;;;;;;
3d;23;m;771;641;724;656;;49,33558553;;;;;;;;;;;
3d;23;m;764;641;716;654;;49,72926704;;;;;;;;;;;
3d;23;m;757;641;705;651;;52,95280918;;;;;;;;;;;
3d;23;m;749;640;701;650;;49,03060269;;;;;;;;;;;
3d;23;m;742;639;693;647;;49,64876635;;;;;;;;;;;
3d;23;m;734;638;685;643;;49,25444142;;;;;;;;;;;
3d;23;m;727;637;678;638;;49,01020302;;;;;;;;;;;
3d;23;m;719;636;674;636;;45;;;;;;;;;;;
3d;23;m;712;634;667;632;;45,04442252;;;;;;;;;;;
3d;23;m;705;632;660;628;;45,17742799;;;;;;;;;;;
3d;23;m;697;630;654;623;;43,56604182;;;;;;;;;;;
3d;23;m;690;628;650;620;;40,79215611;;;;;;;;;;;
3d;23;m;683;626;643;615;;41,48493703;;;;;;;;;;;
3d;23;m;676;623;636;611;;41,76122604;;;;;;;;;;;
3d;23;m;669;621;629;606;;42,72001873;;;;;;;;;;;
3d;23;m;662;618;626;604;;38,62641583;;;;;;;;;;;
3d;23;m;655;615;618;599;;40,31128874;;;;;;;;;;;
3d;23;m;648;612;610;593;;42,48529157;;;;;;;;;;;
3d;23;m;641;609;603;587;;43,9089968;;;;;;;;;;;
3d;23;m;635;605;600;584;;40,81666326;;;;;;;;;;;
3d;23;m;628;602;594;579;;41,0487515;;;;;;;;;;;
3d;23;m;622;598;587;571;;44,20407221;;;;;;;;;;;
3d;23;m;616;594;583;567;;42,63801121;;;;;;;;;;;
3d;23;m;609;590;576;558;;45,96737974;;;;;;;;;;;
3d;23;m;603;586;570;549;;49,57822102;;;;;;;;;;;
3d;23;m;597;582;564;539;;54,20332093;;;;;;;;;;;
3d;23;m;592;577;561;534;;53,00943312;;;;;;;;;;;
3d;23;m;586;573;556;524;;57,45432969;;;;;;;;;;;
3d;23;m;580;568;550;514;;61,77378085;;;;;;;;;;;
3d;23;m;575;563;544;502;;68,42514158;;;;;;;;;;;
3d;23;m;570;558;541;496;;68,44705983;;;;;;;;;;;
3d;23;m;565;553;536;486;;73,00684899;;;;;;;;;;;
3d;23;m;560;548;532;475;;78,18567644;;;;;;;;;;;
3d;23;m;555;543;527;464;;83,81527307;;;;;;;;;;;
3d;23;m;550;538;525;459;;82,86132994;;;;;;;;;;;
3d;23;m;546;532;520;447;;88,88756943;;;;;;;;;;;
3d;23;m;541;526;516;435;;94,3716059;;;;;;;;;;;
3d;23;m;537;521;514;426;;97,74456507;;;;;;;;;;;
3d;23;m;533;515;512;420;;97,29337079;;;;;;;;;;;
3d;23;m;529;509;510;409;;101,7889974;;;;;;;;;;;
3d;23;m;525;503;507;399;;105,5461984;;;;;;;;;;;
3d;23;m;522;497;505;389;;109,3297764;;;;;;;;;;;
3d;23;m;519;491;504;383;;109,0366911;;;;;;;;;;;
3d;23;m;516;485;503;373;;112,7519401;;;;;;;;;;;
3d;23;m;513;478;501;363;;115,6243919;;;;;;;;;;;
3d;23;m;510;472;500;353;;119,4194289;;;;;;;;;;;
3d;23;m;507;465;499;347;;118,2708755;;;;;;;;;;;
3d;23;m;505;459;499;337;;122,1474519;;;;;;;;;;;
3d;23;m;503;452;499;328;;124,0644994;;;;;;;;;;;
3d;23;m;501;446;499;318;;128,015624;;;;;;;;;;;
3d;23;m;499;439;499;313;;126;;;;;;;;;;;
3d;23;m;497;433;500;305;;128,0351514;;;;;;;;;;;
3d;23;m;496;426;501;295;;131,0953851;;;;;;;;;;;
3d;23;m;494;419;503;284;;135,2996674;;;;;;;;;;;
3d;23;m;493;412;504;281;;131,4610208;;;;;;;;;;;
3d;23;m;493;406;505;274;;132,5443322;;;;;;;;;;;
3d;23;m;492;399;506;267;;132,740348;;;;;;;;;;;
3d;23;m;491;392;508;261;;132,0984481;;;;;;;;;;;
3d;23;m;491;385;509;258;;128,2692481;;;;;;;;;;;
3d;23;m;491;378;511;252;;127,5774275;;;;;;;;;;;
3d;23;m;491;372;514;247;;127,0983871;;;;;;;;;;;
3d;23;m;491;365;515;245;;122,3764683;;;;;;;;;;;
3d;23;m;491;357;517;240;;119,8540779;;;;;;;;;;;
3d;23;m;491;349;520;236;;116,6619047;;;;;;;;;;;
3d;23;m;491;342;522;232;;114,2847321;;;;;;;;;;;
3d;23;m;492;334;524;230;;108,8117641;;;;;;;;;;;
3d;23;m;492;327;527;225;;107,8378412;;;;;;;;;;;
3d;23;m;493;319;531;221;;105,1094667;;;;;;;;;;;
3d;23;m;494;312;534;215;;104,9237819;;;;;;;;;;;
3d;23;m;495;305;536;213;;100,7223908;;;;;;;;;;;
3d;23;m;496;297;540;208;;99,28242543;;;;;;;;;;;
3d;23;m;498;290;546;202;;100,2397127;;;;;;;;;;;
3d;23;m;500;283;552;196;;101,3558089;;;;;;;;;;;
3d;23;m;502;276;555;193;;98,47842403;;;;;;;;;;;
3d;23;m;504;269;561;187;;99,86490875;;;;;;;;;;;
3d;23;m;506;262;568;180;;102,8007782;;;;;;;;;;;
3d;23;m;508;255;577;172;;107,9351657;;;;;;;;;;;
3d;23;m;511;248;580;169;;104,890419;;;;;;;;;;;
3d;23;m;514;241;588;162;;108,2450923;;;;;;;;;;;
3d;23;m;517;235;594;156;;110,317723;;;;;;;;;;;
3d;23;m;520;228;603;149;;114,5862121;;;;;;;;;;;
3d;23;m;524;222;607;147;;111,8659913;;;;;;;;;;;
3d;23;m;527;216;615;141;;115,6243919;;;;;;;;;;;
3d;23;m;531;209;622;136;;116,6619047;;;;;;;;;;;
3d;23;m;535;203;630;131;;119,2015101;;;;;;;;;;;
3d;23;m;539;197;635;129;;117,6435294;;;;;;;;;;;
3d;23;m;543;192;643;125;;120,3702621;;;;;;;;;;;
3d;23;m;548;186;649;120;;120,6523933;;;;;;;;;;;
3d;23;m;552;180;652;118;;117,6605286;;;;;;;;;;;
3d;23;m;557;175;659;115;;118,3384975;;;;;;;;;;;
3d;23;m;562;170;666;111;;119,5700631;;;;;;;;;;;
3d;23;m;567;165;672;109;;119;;;;;;;;;;;
3d;23;m;572;160;674;108;;114,4901743;;;;;;;;;;;
3d;23;m;578;155;679;105;;112,6987134;;;;;;;;;;;
3d;23;m;583;150;684;103;;111,4001795;;;;;;;;;;;
3d;23;m;589;146;688;102;;108,3374358;;;;;;;;;;;
3d;23;m;594;141;690;102;;103,6194962;;;;;;;;;;;
3d;23;m;600;137;695;101;;101,5923225;;;;;;;;;;;
3d;23;m;606;133;700;99;;99,959992;;;;;;;;;;;
3d;23;m;612;129;704;97;;97,4063653;;;;;;;;;;;
