cond;age;gender;dotx;doty;fingerx;fingery;;distance;;;;;;
3d;24;m;491;385;501;398;;16,40121947;;;;;;
3d;24;m;491;378;501;387;;13,45362405;;;;;;
3d;24;m;491;371;501;377;;11,66190379;;;;;;
3d;24;m;491;364;500;366;;9,219544457;;;;;;
3d;24;m;491;356;500;361;;10,29563014;;;;;;
3d;24;m;491;349;500;349;;9;;;;;;
3d;24;m;491;341;500;338;;9,486832981;;;;;;
3d;24;m;492;334;501;328;;10,81665383;;;;;;
3d;24;m;492;326;503;322;;11,70469991;;;;;;
3d;24;m;493;319;505;311;;14,4222051;;;;;;
3d;24;m;494;311;507;301;;16,40121947;;;;;;
3d;24;m;495;304;510;291;;19,84943324;;;;;;
3d;24;m;496;297;512;286;;19,41648784;;;;;;
3d;24;m;498;290;516;275;;23,43074903;;;;;;
3d;24;m;500;282;521;266;;26,40075756;;;;;;
3d;24;m;502;275;526;254;;31,89043744;;;;;;
3d;24;m;504;268;528;248;;31,2409987;;;;;;
3d;24;m;506;261;534;237;;36,87817783;;;;;;
3d;24;m;509;254;542;223;;45,27692569;;;;;;
3d;24;m;511;248;552;209;;56,5862174;;;;;;
3d;24;m;514;241;558;200;;60,14149982;;;;;;
3d;24;m;517;234;569;184;;72,13875519;;;;;;
3d;24;m;521;228;582;169;;84,86459804;;;;;;
3d;24;m;524;221;593;154;;96,17692031;;;;;;
3d;24;m;528;215;598;148;;96,89685237;;;;;;
3d;24;m;531;209;612;134;;110,390217;;;;;;
3d;24;m;535;203;626;123;;121,1651765;;;;;;
3d;24;m;539;197;634;117;;124,1974235;;;;;;
3d;24;m;544;191;648;108;;133,0601368;;;;;;
3d;24;m;548;185;660;99;;141,2090649;;;;;;
3d;24;m;553;180;672;92;;148,0033783;;;;;;
3d;24;m;558;175;678;89;;147,6346843;;;;;;
3d;24;m;562;169;689;84;;152,8201557;;;;;;
3d;24;m;568;164;700;80;;156,4608577;;;;;;
3d;24;m;573;159;709;77;;158,8080602;;;;;;
3d;24;m;578;154;713;76;;155,9134375;;;;;;
3d;24;m;584;150;723;73;;158,9024858;;;;;;
3d;24;m;589;145;732;73;;160,1030918;;;;;;
3d;24;m;595;141;740;72;;160,580198;;;;;;
3d;24;m;601;137;744;72;;157,0795977;;;;;;
3d;24;m;607;133;752;71;;157,6990805;;;;;;
3d;24;m;613;129;760;71;;158,0284784;;;;;;
3d;24;m;619;125;765;71;;155,6663098;;;;;;
3d;24;m;626;122;767;71;;149,939988;;;;;;
3d;24;m;632;118;772;71;;147,6787053;;;;;;
3d;24;m;639;115;776;71;;143,8923209;;;;;;
3d;24;m;645;112;779;71;;140,1320806;;;;;;
3d;24;m;652;110;782;71;;135,7239846;;;;;;
3d;24;m;659;107;787;71;;132,9661611;;;;;;
3d;24;m;666;105;792;71;;130,5067048;;;;;;
3d;24;m;673;102;797;71;;127,8162744;;;;;;
3d;24;m;680;100;800;72;;123,2233744;;;;;;
3d;24;m;687;99;807;73;;122,7843638;;;;;;
3d;24;m;694;97;814;73;;122,3764683;;;;;;
3d;24;m;702;96;822;74;;122;;;;;;
3d;24;m;709;94;825;74;;117,7115118;;;;;;
3d;24;m;716;93;834;76;;119,2182872;;;;;;
3d;24;m;724;92;842;77;;118,9495691;;;;;;
3d;24;m;731;92;847;78;;116,8417734;;;;;;
3d;24;m;739;91;855;80;;116,5203845;;;;;;
3d;24;m;746;91;862;83;;116,2755348;;;;;;
3d;24;m;754;91;869;85;;115,1564154;;;;;;
3d;24;m;761;91;873;87;;112,0714058;;;;;;
3d;24;m;769;91;880;90;;111,0045044;;;;;;
3d;24;m;776;91;887;95;;111,0720487;;;;;;
3d;24;m;782;91;894;99;;112,2853508;;;;;;
3d;24;m;789;91;897;102;;108,5587399;;;;;;
3d;24;m;796;92;904;107;;109,0366911;;;;;;
3d;24;m;803;92;909;110;;107,5174404;;;;;;
3d;24;m;810;93;914;114;;106,0990104;;;;;;
3d;24;m;816;94;917;115;;103,1600698;;;;;;
3d;24;m;823;95;923;119;;102,8396811;;;;;;
3d;24;m;830;96;929;123;;102,6157883;;;;;;
3d;24;m;836;98;935;127;;103,1600698;;;;;;
3d;24;m;843;100;937;129;;98,37174391;;;;;;
3d;24;m;850;102;942;134;;97,4063653;;;;;;
3d;24;m;856;104;947;139;;97,49871794;;;;;;
3d;24;m;863;106;953;144;;97,69339793;;;;;;
3d;24;m;869;109;956;147;;94,9368211;;;;;;
3d;24;m;876;111;963;152;;96,17692031;;;;;;
3d;24;m;882;114;968;157;;96,15092303;;;;;;
3d;24;m;888;117;974;164;;98,00510191;;;;;;
3d;24;m;894;121;976;166;;93,53608929;;;;;;
3d;24;m;900;124;981;172;;94,15412896;;;;;;
3d;24;m;907;128;987;178;;94,33981132;;;;;;
3d;24;m;912;131;993;186;;97,90812019;;;;;;
3d;24;m;918;135;995;190;;94,62557794;;;;;;
3d;24;m;924;139;999;196;;94,20191081;;;;;;
3d;24;m;930;144;1002;203;;93,08598176;;;;;;
3d;24;m;935;148;1004;205;;89,49860334;;;;;;
3d;24;m;941;153;1007;212;;88,52683209;;;;;;
3d;24;m;946;158;1011;219;;89,14033879;;;;;;
3d;24;m;951;162;1014;226;;89,80534505;;;;;;
3d;24;m;956;167;1015;229;;85,58621384;;;;;;
3d;24;m;961;173;1017;234;;82,80700453;;;;;;
3d;24;m;966;178;1020;239;;81,46778504;;;;;;
3d;24;m;971;184;1023;244;;79,39773297;;;;;;
3d;24;m;976;189;1024;248;;76,05918748;;;;;;
3d;24;m;980;195;1026;254;;74,81310046;;;;;;
3d;24;m;984;201;1029;259;;73,40980861;;;;;;
3d;24;m;989;207;1030;264;;70,21395873;;;;;;
3d;24;m;993;213;1031;267;;66,03029608;;;;;;
3d;24;m;997;219;1032;272;;63,51377803;;;;;;
3d;24;m;1000;226;1033;278;;61,58733636;;;;;;
3d;24;m;1004;232;1034;283;;59,16924877;;;;;;
3d;24;m;1007;239;1035;285;;53,85164807;;;;;;
3d;24;m;1011;245;1036;291;;52,35456045;;;;;;
3d;24;m;1014;252;1037;296;;49,64876635;;;;;;
3d;24;m;1017;259;1038;300;;46,06517123;;;;;;
3d;24;m;1020;266;1039;303;;41,59326869;;;;;;
3d;24;m;1022;273;1040;310;;41,14608122;;;;;;
3d;24;m;1025;280;1041;316;;39,39543121;;;;;;
3d;24;m;1027;287;1042;320;;36,24913792;;;;;;
3d;24;m;1029;294;1042;323;;31,78049716;;;;;;
3d;24;m;1031;302;1043;326;;26,83281573;;;;;;
3d;24;m;1033;309;1045;330;;24,18677324;;;;;;
3d;24;m;1035;316;1046;337;;23,70653918;;;;;;
3d;24;m;1036;324;1046;341;;19,72308292;;;;;;
3d;24;m;1038;331;1046;347;;17,88854382;;;;;;
3d;24;m;1039;339;1047;354;;17;;;;;;
3d;24;m;1040;346;1047;356;;12,20655562;;;;;;
3d;24;m;1041;354;1047;362;;10;;;;;;
3d;24;m;1041;361;1047;372;;12,52996409;;;;;;
3d;24;m;1041;369;1047;381;;13,41640786;;;;;;
3d;24;m;1041;375;1046;384;;10,29563014;;;;;;
3d;24;m;1040;382;1045;392;;11,18033989;;;;;;
3d;24;m;1039;389;1044;402;;13,92838828;;;;;;
3d;24;m;1038;396;1043;410;;14,86606875;;;;;;
3d;24;m;1037;403;1042;413;;11,18033989;;;;;;
3d;24;m;1035;410;1041;418;;10;;;;;;
3d;24;m;1034;416;1039;425;;10,29563014;;;;;;
3d;24;m;1032;423;1038;430;;9,219544457;;;;;;
3d;24;m;1030;430;1037;435;;8,602325267;;;;;;
3d;24;m;1028;436;1036;441;;9,433981132;;;;;;
3d;24;m;1026;443;1034;446;;8,544003745;;;;;;
3d;24;m;1023;450;1032;451;;9,055385138;;;;;;
3d;24;m;1021;456;1031;453;;10,44030651;;;;;;
3d;24;m;1018;463;1029;458;;12,08304597;;;;;;
3d;24;m;1015;469;1026;465;;11,70469991;;;;;;
3d;24;m;1012;476;1024;471;;13;;;;;;
3d;24;m;1009;482;1023;473;;16,64331698;;;;;;
3d;24;m;1005;488;1020;478;;18,02775638;;;;;;
3d;24;m;1002;494;1017;482;;19,20937271;;;;;;
3d;24;m;998;500;1014;487;;20,61552813;;;;;;
3d;24;m;994;506;1012;490;;24,08318916;;;;;;
3d;24;m;990;512;1009;497;;24,20743687;;;;;;
3d;24;m;986;518;1006;501;;26,2488095;;;;;;
3d;24;m;982;524;1003;506;;27,65863337;;;;;;
3d;24;m;977;530;1001;509;;31,89043744;;;;;;
3d;24;m;973;535;998;514;;32,64965543;;;;;;
3d;24;m;968;541;994;520;;33,42154993;;;;;;
3d;24;m;963;546;992;523;;37,01351105;;;;;;
3d;24;m;958;551;987;530;;35,80502758;;;;;;
3d;24;m;953;556;983;534;;37,20215048;;;;;;
3d;24;m;948;561;979;539;;38,01315562;;;;;;
3d;24;m;943;566;978;541;;43,01162634;;;;;;
3d;24;m;937;571;973;545;;44,40720662;;;;;;
3d;24;m;932;576;969;550;;45,22167622;;;;;;
3d;24;m;926;580;963;555;;44,65422712;;;;;;
3d;24;m;920;584;961;557;;49,09175083;;;;;;
3d;24;m;915;589;957;561;;50,47771786;;;;;;
3d;24;m;909;593;952;565;;51,31276644;;;;;;
3d;24;m;903;597;948;569;;53;;;;;;
3d;24;m;897;600;946;570;;57,45432969;;;;;;
3d;24;m;890;604;942;573;;60,53924347;;;;;;
3d;24;m;884;607;938;576;;62,2655603;;;;;;
3d;24;m;878;611;933;580;;63,13477647;;;;;;
3d;24;m;872;614;930;582;;66,24198065;;;;;;
3d;24;m;865;617;925;586;;67,53517602;;;;;;
3d;24;m;859;620;919;590;;67,08203932;;;;;;
3d;24;m;852;622;914;594;;68,02940541;;;;;;
3d;24;m;846;625;910;596;;70,26378868;;;;;;
3d;24;m;839;627;902;600;;68,54195795;;;;;;
3d;24;m;832;629;894;605;;66,48308055;;;;;;
3d;24;m;826;631;885;609;;62,96824597;;;;;;
3d;24;m;819;633;881;611;;65,78753681;;;;;;
3d;24;m;812;635;873;617;;63,60031446;;;;;;
3d;24;m;805;636;864;622;;60,63827174;;;;;;
3d;24;m;798;638;856;626;;59,22837158;;;;;;
3d;24;m;792;639;852;629;;60,8276253;;;;;;
3d;24;m;785;640;842;633;;57,42821606;;;;;;
3d;24;m;778;641;833;636;;55,22680509;;;;;;
3d;24;m;771;641;823;640;;52,0096145;;;;;;
3d;24;m;764;641;818;641;;54;;;;;;
3d;24;m;757;641;810;642;;53,00943312;;;;;;
3d;24;m;749;640;801;643;;52,08646657;;;;;;
3d;24;m;741;639;797;643;;56,14267539;;;;;;
3d;24;m;734;638;790;644;;56,32051136;;;;;;
3d;24;m;727;637;782;645;;55,57877293;;;;;;
3d;24;m;719;635;772;645;;53,93514624;;;;;;
3d;24;m;712;634;768;645;;57,07013229;;;;;;
3d;24;m;704;632;758;645;;55,54277631;;;;;;
3d;24;m;697;630;749;645;;54,12023651;;;;;;
3d;24;m;690;628;739;644;;51,54609588;;;;;;
3d;24;m;683;626;734;643;;53,75872022;;;;;;
3d;24;m;675;623;725;641;;53,14132102;;;;;;
3d;24;m;668;621;716;638;;50,92150823;;;;;;
3d;24;m;661;618;706;635;;48,10405388;;;;;;
3d;24;m;655;615;701;632;;49,04079934;;;;;;
3d;24;m;648;612;691;629;;46,23851209;;;;;;
3d;24;m;641;609;681;625;;43,08131846;;;;;;
3d;24;m;634;605;671;620;;39,92492956;;;;;;
3d;24;m;628;602;666;618;;41,23105626;;;;;;
3d;24;m;622;598;655;613;;36,24913792;;;;;;
3d;24;m;615;594;645;608;;33,10589071;;;;;;
3d;24;m;609;590;635;603;;29,06888371;;;;;;
3d;24;m;603;586;631;600;;31,30495168;;;;;;
3d;24;m;597;582;622;593;;27,31300057;;;;;;
3d;24;m;591;577;612;586;;22,84731932;;;;;;
3d;24;m;586;573;605;579;;19,92485885;;;;;;
3d;24;m;580;568;601;576;;22,47220505;;;;;;
3d;24;m;575;563;594;569;;19,92485885;;;;;;
3d;24;m;569;558;585;562;;16,4924225;;;;;;
3d;24;m;564;553;582;559;;18,97366596;;;;;;
3d;24;m;559;548;575;551;;16,2788206;;;;;;
3d;24;m;555;543;568;544;;13,03840481;;;;;;
3d;24;m;550;537;562;536;;12,04159458;;;;;;
3d;24;m;545;532;560;532;;15;;;;;;
3d;24;m;541;526;554;525;;13,03840481;;;;;;
3d;24;m;537;520;549;519;;12,04159458;;;;;;
3d;24;m;533;515;544;512;;11,40175425;;;;;;
3d;24;m;529;509;542;508;;13,03840481;;;;;;
3d;24;m;525;503;538;500;;13,34166406;;;;;;
3d;24;m;522;497;534;493;;12,64911064;;;;;;
3d;24;m;519;491;531;487;;12,64911064;;;;;;
3d;24;m;515;484;528;482;;13,15294644;;;;;;
3d;24;m;512;478;526;476;;14,14213562;;;;;;
3d;24;m;510;472;522;468;;12,64911064;;;;;;
3d;24;m;507;465;519;462;;12,36931688;;;;;;
3d;24;m;505;459;518;459;;13;;;;;;
3d;24;m;502;452;515;454;;13,15294644;;;;;;
3d;24;m;500;446;513;449;;13,34166406;;;;;;
3d;24;m;499;439;511;445;;13,41640786;;;;;;
3d;24;m;497;432;510;442;;16,40121947;;;;;;
3d;24;m;496;426;509;436;;16,40121947;;;;;;
3d;24;m;494;419;508;432;;19,10497317;;;;;;
3d;24;m;493;412;507;427;;20,51828453;;;;;;
3d;24;m;492;405;506;425;;24,41311123;;;;;;
3d;24;m;492;399;505;420;;24,69817807;;;;;;
3d;24;m;491;392;505;414;;26,07680962;;;;;;
3d;24;m;491;385;504;408;;26,41968963;;;;;;
3d;24;m;491;378;504;405;;29,96664813;;;;;;
3d;24;m;491;371;504;399;;30,87069808;;;;;;
3d;24;m;491;364;504;394;;32,69556545;;;;;;
3d;24;m;491;357;504;391;;36,40054945;;;;;;
3d;24;m;491;349;503;385;;37,94733192;;;;;;
3d;24;m;491;342;503;378;;37,94733192;;;;;;
3d;24;m;492;334;503;371;;38,60051813;;;;;;
3d;24;m;492;327;503;366;;40,52159918;;;;;;
3d;24;m;493;319;503;358;;40,26164428;;;;;;
3d;24;m;494;312;503;348;;37,10795063;;;;;;
3d;24;m;495;304;503;338;;34,92849839;;;;;;
3d;24;m;496;297;504;333;;36,87817783;;;;;;
3d;24;m;498;290;505;324;;34,71310992;;;;;;
3d;24;m;500;283;506;315;;32,55764119;;;;;;
3d;24;m;502;276;507;306;;30,41381265;;;;;;
3d;24;m;504;269;508;302;;33,24154028;;;;;;
3d;24;m;506;262;510;293;;31,25699922;;;;;;
3d;24;m;509;255;512;284;;29,15475947;;;;;;
3d;24;m;511;248;515;276;;28,28427125;;;;;;
3d;24;m;514;241;516;273;;32,06243908;;;;;;
3d;24;m;517;235;519;264;;29,06888371;;;;;;
3d;24;m;520;228;522;257;;29,06888371;;;;;;
3d;24;m;524;222;526;248;;26,07680962;;;;;;
3d;24;m;527;215;527;245;;30;;;;;;
3d;24;m;531;209;531;238;;29;;;;;;
3d;24;m;535;203;535;231;;28;;;;;;
3d;24;m;539;197;538;224;;27,01851217;;;;;;
3d;24;m;544;191;540;220;;29,27456234;;;;;;
3d;24;m;548;186;545;214;;28,16025568;;;;;;
3d;24;m;553;180;550;208;;28,16025568;;;;;;
3d;24;m;557;175;555;202;;27,07397274;;;;;;
3d;24;m;562;169;557;199;;30,41381265;;;;;;
3d;24;m;567;164;563;192;;28,28427125;;;;;;
3d;24;m;573;159;568;184;;25,49509757;;;;;;
3d;24;m;578;155;573;179;;24,51530134;;;;;;
3d;24;m;583;150;577;176;;26,68332813;;;;;;
3d;24;m;589;145;583;171;;26,68332813;;;;;;
3d;24;m;595;141;589;165;;24,73863375;;;;;;
3d;24;m;601;137;593;163;;27,20294102;;;;;;
3d;24;m;607;133;600;157;;25;;;;;;
3d;24;m;613;129;607;152;;23,76972865;;;;;;
3d;24;m;619;125;614;147;;22,56102835;;;;;;
3d;24;m;625;122;617;145;;24,35159132;;;;;;
3d;24;m;632;119;624;140;;22,47220505;;;;;;
3d;24;m;638;115;632;136;;21,84032967;;;;;;
3d;24;m;645;112;640;132;;20,61552813;;;;;;
3d;24;m;652;110;643;129;;21,02379604;;;;;;
3d;24;m;659;107;650;126;;21,02379604;;;;;;
3d;24;m;666;105;656;123;;20,59126028;;;;;;
3d;24;m;673;103;662;120;;20,24845673;;;;;;
3d;24;m;680;101;666;119;;22,8035085;;;;;;
3d;24;m;687;99;672;116;;22,6715681;;;;;;
3d;24;m;694;97;679;114;;22,6715681;;;;;;
3d;24;m;701;96;685;111;;21,9317122;;;;;;
3d;24;m;709;94;688;110;;26,40075756;;;;;;
3d;24;m;716;93;695;108;;25,8069758;;;;;;
3d;24;m;723;93;702;107;;25,23885893;;;;;;
3d;24;m;731;92;708;105;;26,41968963;;;;;;
3d;24;m;738;91;711;104;;29,96664813;;;;;;
3d;24;m;746;91;717;102;;31,01612484;;;;;;
3d;24;m;753;91;724;101;;30,6757233;;;;;;
3d;24;m;761;91;731;100;;31,32091953;;;;;;
3d;24;m;768;91;734;100;;35,17101079;;;;;;
3d;24;m;775;91;740;100;;36,138622;;;;;;
3d;24;m;782;91;745;99;;37,85498646;;;;;;
3d;24;m;789;91;749;99;;40,79215611;;;;;;
3d;24;m;796;92;756;99;;40,60788101;;;;;;
3d;24;m;802;92;764;98;;38,47076812;;;;;;
3d;24;m;809;93;771;98;;38,32753579;;;;;;
3d;24;m;816;94;774;98;;42,19004622;;;;;;
3d;24;m;823;95;781;98;;42,10700654;;;;;;
3d;24;m;829;96;789;98;;40,04996879;;;;;;
3d;24;m;836;98;795;99;;41,01219331;;;;;;
3d;24;m;843;100;799;100;;44;;;;;;
3d;24;m;849;102;805;101;;44,01136217;;;;;;
3d;24;m;856;104;811;102;;45,04442252;;;;;;
3d;24;m;862;106;818;104;;44,04543109;;;;;;
3d;24;m;869;109;822;104;;47,26520919;;;;;;
3d;24;m;875;111;827;106;;48,25971405;;;;;;
3d;24;m;882;114;833;108;;49,36598019;;;;;;
3d;24;m;888;117;839;110;;49,49747468;;;;;;
3d;24;m;894;120;842;111;;52,77309921;;;;;;
3d;24;m;900;124;848;113;;53,15072906;;;;;;
3d;24;m;906;127;855;115;;52,39274759;;;;;;
3d;24;m;912;131;861;118;;52,63078947;;;;;;
3d;24;m;918;135;864;120;;56,04462508;;;;;;
3d;24;m;924;139;870;123;;56,32051136;;;;;;
3d;24;m;929;143;877;127;;54,40588203;;;;;;
3d;24;m;935;148;884;132;;53,45091206;;;;;;
3d;24;m;940;153;888;134;;55,36244214;;;;;;
3d;24;m;946;157;895;139;;54,08326913;;;;;;
3d;24;m;951;162;901;143;;53,48831648;;;;;;
3d;24;m;956;167;903;145;;57,38466694;;;;;;
3d;24;m;961;172;908;150;;57,38466694;;;;;;
3d;24;m;966;178;914;155;;56,8594759;;;;;;
3d;24;m;971;183;919;161;;56,46237685;;;;;;
3d;24;m;975;189;922;164;;58,6003413;;;;;;
3d;24;m;980;195;928;169;;58,13776741;;;;;;
3d;24;m;984;201;933;174;;57,70615219;;;;;;
3d;24;m;988;207;938;178;;57,80138407;;;;;;
3d;24;m;992;213;940;181;;61,05735009;;;;;;
3d;24;m;996;219;945;187;;60,20797289;;;;;;
3d;24;m;1000;225;950;193;;59,36328832;;;;;;
3d;24;m;1004;232;954;198;;60,46486583;;;;;;
3d;24;m;1007;238;956;201;;63,00793601;;;;;;
3d;24;m;1011;245;961;205;;64,03124237;;;;;;
3d;24;m;1014;252;965;211;;63,89053138;;;;;;
3d;24;m;1017;259;969;217;;63,78087488;;;;;;
3d;24;m;1020;265;972;220;;65,7951366;;;;;;
3d;24;m;1022;272;976;227;;64,35060217;;;;;;
3d;24;m;1025;280;979;233;;65,76473219;;;;;;
3d;24;m;1027;287;983;240;;64,38167441;;;;;;
3d;24;m;1029;294;985;243;;67,35725648;;;;;;
3d;24;m;1031;301;990;251;;64,66065264;;;;;;
3d;24;m;1033;309;993;261;;62,48199741;;;;;;
3d;24;m;1035;316;996;268;;61,84658438;;;;;;
3d;24;m;1036;323;998;273;;62,80127387;;;;;;
3d;24;m;1038;331;1000;282;;62,00806399;;;;;;
3d;24;m;1039;338;1002;290;;60,6052803;;;;;;
3d;24;m;1040;346;1003;296;;62,20128616;;;;;;
3d;24;m;1041;353;1004;299;;65,4599114;;;;;;
3d;24;m;1041;361;1005;305;;66,57326791;;;;;;
3d;24;m;1041;368;1007;313;;64,66065264;;;;;;
3d;24;m;1041;375;1008;316;;67,60177512;;;;;;
3d;24;m;1040;382;1009;321;;68,42514158;;;;;;
3d;24;m;1039;389;1010;326;;69,35416354;;;;;;
3d;24;m;1038;396;1011;330;;71,30918594;;;;;;
3d;24;m;1037;402;1011;334;;72,80109889;;;;;;
3d;24;m;1036;409;1013;343;;69,89277502;;;;;;
3d;24;m;1034;416;1013;348;;71,16881339;;;;;;
3d;24;m;1032;423;1013;354;;71,56814934;;;;;;
3d;24;m;1030;429;1013;357;;73,97972695;;;;;;
3d;24;m;1028;436;1013;367;;70,61161378;;;;;;
3d;24;m;1026;443;1013;379;;65,30696747;;;;;;
3d;24;m;1023;449;1012;388;;61,98386887;;;;;;
3d;24;m;1021;456;1012;392;;64,62971453;;;;;;
3d;24;m;1018;462;1011;404;;58,42088668;;;;;;
3d;24;m;1015;469;1009;411;;58,30951895;;;;;;
3d;24;m;1012;475;1008;419;;56,14267539;;;;;;
3d;24;m;1009;482;1007;422;;60,03332408;;;;;;
3d;24;m;1005;488;1006;432;;56,00892786;;;;;;
3d;24;m;1002;494;1005;439;;55,08175742;;;;;;
3d;24;m;998;500;1003;446;;54,23098745;;;;;;
3d;24;m;994;506;1002;448;;58,54912467;;;;;;
3d;24;m;990;512;1000;454;;58,85575588;;;;;;
3d;24;m;986;518;998;463;;56,29387178;;;;;;
3d;24;m;982;524;997;471;;55,08175742;;;;;;
3d;24;m;977;529;996;475;;57,24508713;;;;;;
3d;24;m;973;535;993;482;;56,64803615;;;;;;
3d;24;m;968;540;990;490;;54,62600113;;;;;;
3d;24;m;963;546;987;498;;53,66563146;;;;;;
3d;24;m;958;551;986;501;;57,30619513;;;;;;
3d;24;m;953;556;983;507;;57,45432969;;;;;;
3d;24;m;948;561;979;513;;57,14017851;;;;;;
3d;24;m;943;566;978;518;;59,40538696;;;;;;
3d;24;m;938;571;974;526;;57,62811814;;;;;;
3d;24;m;932;575;971;533;;57,31491952;;;;;;
3d;24;m;926;580;968;538;;59,39696962;;;;;;
3d;24;m;921;584;965;540;;62,22539674;;;;;;
3d;24;m;915;588;961;545;;62,96824597;;;;;;
3d;24;m;909;592;957;551;;63,12685641;;;;;;
3d;24;m;903;596;952;557;;62,62587325;;;;;;
3d;24;m;897;600;950;559;;67,00746227;;;;;;
3d;24;m;891;604;946;564;;68,00735254;;;;;;
3d;24;m;885;607;941;568;;68,24221567;;;;;;
3d;24;m;878;611;936;571;;70,45565982;;;;;;
3d;24;m;872;614;934;573;;74,33034374;;;;;;
3d;24;m;865;617;928;577;;74,62573283;;;;;;
3d;24;m;859;620;922;581;;74,09453421;;;;;;
3d;24;m;852;622;917;586;;74,30343195;;;;;;
3d;24;m;846;625;914;588;;77,41446893;;;;;;
3d;24;m;839;627;907;592;;76,47875522;;;;;;
3d;24;m;833;629;899;597;;73,34848328;;;;;;
3d;24;m;826;631;891;601;;71,58910532;;;;;;
3d;24;m;819;633;888;603;;75,23961722;;;;;;
3d;24;m;812;635;879;607;;72,61542536;;;;;;
3d;24;m;806;636;869;612;;67,41661516;;;;;;
3d;24;m;799;638;860;617;;64,51356447;;;;;;
3d;24;m;792;639;855;619;;66,09841148;;;;;;
3d;24;m;785;640;844;624;;61,13100686;;;;;;
3d;24;m;778;641;834;629;;57,27128425;;;;;;
3d;24;m;772;641;824;632;;52,77309921;;;;;;
3d;24;m;764;641;819;634;;55,4436651;;;;;;
3d;24;m;757;641;809;636;;52,23983155;;;;;;
3d;24;m;749;640;799;638;;50,03998401;;;;;;
3d;24;m;742;639;794;640;;52,0096145;;;;;;
3d;24;m;734;638;784;642;;50,15974482;;;;;;
3d;24;m;727;637;773;644;;46,5295605;;;;;;
3d;24;m;719;636;763;645;;44,91102315;;;;;;
3d;24;m;712;634;759;645;;48,27007354;;;;;;
3d;24;m;705;632;750;646;;47,12748667;;;;;;
3d;24;m;697;630;739;647;;45,31004304;;;;;;
3d;24;m;690;628;730;647;;44,28317965;;;;;;
3d;24;m;683;626;725;647;;46,95742753;;;;;;
3d;24;m;676;623;716;645;;45,65084884;;;;;;
3d;24;m;669;621;707;644;;44,41846463;;;;;;
3d;24;m;662;618;699;642;;44,10215414;;;;;;
3d;24;m;655;615;695;641;;47,70744177;;;;;;
3d;24;m;648;612;686;638;;46,04345773;;;;;;
3d;24;m;641;609;678;635;;45,22167622;;;;;;
3d;24;m;635;605;670;631;;43,60045871;;;;;;
3d;24;m;628;602;666;630;;47,20169488;;;;;;
3d;24;m;622;598;659;625;;45,80392996;;;;;;
3d;24;m;616;594;652;620;;44,40720662;;;;;;
3d;24;m;609;590;645;616;;44,40720662;;;;;;
3d;24;m;603;586;641;613;;46,61544808;;;;;;
