cond;age;gender;dotx;doty;fingerx;fingery;;distance;;;;;;;
mono;19;m;794;92;774;93;;20,02498439;;;;;;;
mono;19;m;801;92;784;93;;17,02938637;;;;;;;
mono;19;m;808;93;788;93;;20;;;;no esperienza;;;circolare
mono;19;m;814;94;796;94;;18;;;;;;;
mono;19;m;821;95;802;95;;19;;;;;;;
mono;19;m;828;96;809;97;;19,02629759;;;;;;;
mono;19;m;835;98;815;98;;20;;;;;;;
mono;19;m;841;99;825;102;;16,2788206;;;;;;;
mono;19;m;848;101;834;106;;14,86606875;;;;;;;
mono;19;m;854;103;846;110;;10,63014581;;;;mean distance;;;
mono;19;m;861;105;852;113;;12,04159458;;;3d;327,1704453;;;
mono;19;m;867;108;861;116;;10;;;mono;83,24818443;;;
mono;19;m;874;111;868;121;;11,66190379;;;;;;;
mono;19;m;880;113;879;125;;12,04159458;;;;;;;
mono;19;m;886;116;883;127;;11,40175425;;;;;;;
mono;19;m;893;120;891;132;;12,16552506;;;;;;;
mono;19;m;899;123;898;137;;14,03566885;;;;;;;
mono;19;m;905;127;907;141;;14,14213562;;;;;;;
mono;19;m;911;130;911;144;;14;;;;;;;
mono;19;m;917;134;918;148;;14,03566885;;;;;;;
mono;19;m;922;138;925;153;;15,29705854;;;;;;;
mono;19;m;928;142;931;158;;16,2788206;;;;;;;
mono;19;m;934;147;935;160;;13,03840481;;;;;;;
mono;19;m;939;151;942;165;;14,31782106;;;;;;;
mono;19;m;945;156;948;169;;13,34166406;;;;;;;
mono;19;m;950;161;953;172;;11,40175425;;;;;;;
mono;19;m;955;166;956;174;;8,062257748;;;;;;;
mono;19;m;960;171;960;177;;6;;;;;;;
mono;19;m;965;177;965;181;;4;;;;;;;
mono;19;m;970;182;970;186;;4;;;;;;;
mono;19;m;974;188;973;187;;1,414213562;;;;;;;
mono;19;m;979;193;977;190;;3,605551275;;;;;;;
mono;19;m;983;199;981;194;;5,385164807;;;;;;;
mono;19;m;987;205;983;195;;10,77032961;;;;;;;
mono;19;m;992;211;986;199;;13,41640786;;;;;;;
mono;19;m;995;217;990;202;;15,8113883;;;;;;;
mono;19;m;999;224;993;205;;19,92485885;;;;;;;
mono;19;m;1003;230;996;209;;22,13594362;;;;;;;
mono;19;m;1006;237;998;212;;26,2488095;;;;;;;
mono;19;m;1010;243;1001;216;;28,46049894;;;;;;;
mono;19;m;1013;250;1004;220;;31,32091953;;;;;;;
mono;19;m;1016;257;1006;223;;35,44009029;;;;;;;
mono;19;m;1019;264;1009;227;;38,32753579;;;;;;;
mono;19;m;1022;271;1011;232;;40,52159918;;;;;;;
mono;19;m;1024;278;1013;237;;42,44997055;;;;;;;
mono;19;m;1027;285;1014;240;;46,84015371;;;;;;;
mono;19;m;1029;292;1017;245;;48,50773134;;;;;;;
mono;19;m;1031;299;1019;250;;50,44799302;;;;;;;
mono;19;m;1033;307;1020;256;;52,63078947;;;;;;;
mono;19;m;1034;314;1021;259;;56,5154846;;;;;;;
mono;19;m;1036;322;1022;265;;58,69412236;;;;;;;
mono;19;m;1037;329;1023;271;;59,66573556;;;;;;;
mono;19;m;1039;337;1024;278;;60,87692502;;;;;;;
