cond;age;gender;dotx;doty;fingerx;fingery;;distance;;;;;;;;;;;
mono;21;f;1037;329;1022;320;;17,49285568;;;;;;;;;;;
mono;21;f;1038;336;1023;326;;18,02775638;;;;;;;;;;;
mono;21;f;1040;344;1023;332;;20,80865205;;;;;;;;;;;
mono;21;f;1040;351;1024;341;;18,86796226;;;;;;;;;;;
mono;21;f;1041;359;1025;349;;18,86796226;;;;;;;;;;;
mono;21;f;1041;366;1026;356;;18,02775638;;;;;;;;;;;
mono;21;f;1041;373;1026;364;;17,49285568;;;;;;;;;;;
mono;21;f;1040;380;1026;372;;16,1245155;;;;;;;;;;;
mono;21;f;1040;387;1026;380;;15,65247584;;;;;;;;;;;
mono;21;f;1039;394;1026;386;;15,26433752;;;;;;;;;;;
mono;21;f;1037;401;1026;392;;14,2126704;;;;;;;;;;;
mono;21;f;1036;407;1025;400;;13,03840481;;;;;;;;;;;
mono;21;f;1034;414;1025;408;;10,81665383;;;;;;;;;;;
mono;21;f;1033;421;1025;416;;9,433981132;;;;;;;;;;;
mono;21;f;1031;428;1023;425;;8,544003745;;;;;;;;;;;
mono;21;f;1029;434;1022;430;;8,062257748;;;;;;;;;;;
mono;21;f;1027;441;1020;440;;7,071067812;;;;;;;;;;;
mono;21;f;1024;448;1018;448;;6;;;;;;;;;;;
mono;21;f;1022;454;1016;457;;6,708203932;;;;;;;;;;;
mono;21;f;1019;461;1013;468;;9,219544457;;;;;;;;;;;
mono;21;f;1016;467;1009;475;;10,63014581;;;;;;;;;;;
mono;21;f;1013;473;1006;483;;12,20655562;;;;;;;;;;;
mono;21;f;1010;480;1002;492;;14,4222051;;;;;;;;;;;
mono;21;f;1006;486;997;501;;17,49285568;;;;;;;;;;;
mono;21;f;1003;492;992;508;;19,41648784;;;;;;;;;;;
mono;21;f;999;498;988;514;;19,41648784;;;;;;;;;;;
mono;21;f;995;504;984;520;;19,41648784;;;;;;;;;;;
mono;21;f;991;510;980;525;;18,60107524;;;;;;;;;;;
mono;21;f;987;517;976;531;;17,80449381;;;;;;;;;;;
mono;21;f;983;522;975;533;;13,60147051;;;;;;;;;;;
mono;21;f;979;528;972;537;;11,40175425;;;;;;;;;;;
mono;21;f;974;533;967;543;;12,20655562;;;;;;;;;;;
mono;21;f;970;539;965;545;;7,810249676;;;;;;;;;;;
mono;21;f;965;544;961;549;;6,403124237;;;;;;;;;;;
mono;21;f;960;550;956;552;;4,472135955;;;;;;;;;;;
mono;21;f;955;555;952;557;;3,605551275;;;;;;;;;;;
mono;21;f;950;560;947;561;;3,16227766;;;;;;;;;;;
mono;21;f;944;565;943;565;;1;;;;;;;;;;;
mono;21;f;939;569;939;569;;0;;;;;;;;;;;
mono;21;f;934;574;933;572;;2,236067977;;;;;;;;;;;
mono;21;f;928;579;928;575;;4;;;;;;;;;;;
mono;21;f;922;583;922;579;;4;;;;;;;;;;;
mono;21;f;916;587;917;582;;5,099019514;;;;;;;;;;;
mono;21;f;911;591;911;585;;6;;;;;;;;;;;
mono;21;f;905;595;907;587;;8,246211251;;;;;;;;;;;
mono;21;f;899;599;897;592;;7,280109889;;;;;;;;;;;
mono;21;f;892;603;890;595;;8,246211251;;;;;;;;;;;
mono;21;f;886;606;879;600;;9,219544457;;;;;;;;;;;
mono;21;f;880;610;867;603;;14,76482306;;;;;;;;;;;
mono;21;f;874;613;858;605;;17,88854382;;;;;;;;;;;
mono;21;f;867;616;848;607;;21,02379604;;;;;;;;;;;
mono;21;f;861;619;838;609;;25,07987241;;;;;;;;;;;
mono;21;f;854;622;831;610;;25,94224354;;;;;;;;;;;
mono;21;f;848;624;823;611;;28,17800561;;;;;;;;;;;
mono;21;f;841;626;814;612;;30,41381265;;;;;;;;;;;
mono;21;f;834;629;807;612;;31,90611227;;;;;;;;;;;
mono;21;f;828;631;801;613;;32,44996148;;;;;;;;;;;
mono;21;f;821;633;795;613;;32,80243893;;;;;;;;;;;
mono;21;f;814;634;790;614;;31,2409987;;;;;;;;;;;
mono;21;f;807;636;787;614;;29,73213749;;;;;;;;;;;
mono;21;f;801;637;782;614;;29,83286778;;;;;;;;;;;
mono;21;f;794;638;776;614;;30;;;;;;;;;;;
mono;21;f;787;640;771;615;;29,68164416;;;;;;;;;;;
mono;21;f;780;640;766;615;;28,65309756;;;;;;;;;;;
mono;21;f;773;641;761;615;;28,63564213;;;;;;;;;;;
mono;21;f;767;641;756;615;;28,23118843;;;;;;;;;;;
mono;21;f;759;641;751;615;;27,20294102;;;;;;;;;;;
mono;21;f;752;640;745;615;;25,96150997;;;;;;;;;;;
mono;21;f;744;640;741;615;;25,17935662;;;;;;;;;;;
mono;21;f;736;639;738;614;;25,07987241;;;;;;;;;;;
mono;21;f;729;637;733;613;;24,33105012;;;;;;;;;;;
mono;21;f;721;636;732;613;;25,49509757;;;;;;;;;;;
mono;21;f;714;634;725;612;;24,59674775;;;;;;;;;;;
mono;21;f;707;633;723;612;;26,40075756;;;;;;;;;;;
mono;21;f;699;631;719;611;;28,28427125;;;;;;;;;;;
mono;21;f;692;629;715;610;;29,83286778;;;;;;;;;;;
mono;21;f;685;627;711;609;;31,6227766;;;;;;;;;;;
mono;21;f;678;624;707;608;;33,12099032;;;;;;;;;;;
mono;21;f;671;622;704;607;;36,24913792;;;;;;;;;;;
mono;21;f;664;619;700;606;;38,27531842;;;;;;;;;;;
mono;21;f;657;616;694;604;;38,89730068;;;;;;;;;;;
mono;21;f;650;613;689;602;;40,52159918;;;;;;;;;;;
mono;21;f;643;610;683;600;;41,23105626;;;;;;;;;;;
mono;21;f;637;606;677;597;;41;;;;;;;;;;;
mono;21;f;630;603;671;594;;41,97618372;;;;;;;;;;;
mono;21;f;624;599;665;589;;42,20189569;;;;;;;;;;;
mono;21;f;617;595;661;587;;44,72135955;;;;;;;;;;;
mono;21;f;611;591;654;583;;43,73785546;;;;;;;;;;;
mono;21;f;605;587;648;579;;43,73785546;;;;;;;;;;;
mono;21;f;599;583;642;575;;43,73785546;;;;;;;;;;;
mono;21;f;593;579;635;570;;42,95346319;;;;;;;;;;;
mono;21;f;587;574;628;566;;41,77319715;;;;;;;;;;;
mono;21;f;582;570;622;561;;41;;;;;;;;;;;
mono;21;f;576;565;616;556;;41;;;;;;;;;;;
mono;21;f;571;560;609;551;;39,05124838;;;;;;;;;;;
mono;21;f;566;555;601;545;;36,40054945;;;;;;;;;;;
mono;21;f;561;550;594;539;;34,78505426;;;;;;;;;;;
mono;21;f;556;544;587;534;;32,57299495;;;;;;;;;;;
mono;21;f;551;539;581;528;;31,95309062;;;;;;;;;;;
mono;21;f;547;533;576;523;;30,6757233;;;;;;;;;;;
mono;21;f;542;527;570;518;;29,41088234;;;;;;;;;;;
mono;21;f;538;522;567;515;;29,83286778;;;;;;;;;;;
mono;21;f;534;517;562;511;;28,63564213;;;;;;;;;;;
mono;21;f;530;511;558;506;;28,44292531;;;;;;;;;;;
mono;21;f;526;505;555;502;;29,15475947;;;;;;;;;;;
mono;21;f;523;499;551;498;;28,01785145;;;;;;;;;;;
mono;21;f;520;493;548;494;;28,01785145;;;;;;;;;;;
mono;21;f;516;486;545;490;;29,27456234;;;;;;;;;;;
mono;21;f;513;480;542;484;;29,27456234;;;;;;;;;;;
mono;21;f;511;474;538;480;;27,65863337;;;;;;;;;;;
mono;21;f;508;467;535;475;;28,16025568;;;;;;;;;;;
mono;21;f;505;461;532;470;;28,46049894;;;;;;;;;;;
mono;21;f;503;454;529;464;;27,85677655;;;;;;;;;;;
mono;21;f;501;448;526;459;;27,31300057;;;;;;;;;;;
mono;21;f;499;441;524;453;;27,73084925;;;;;;;;;;;
mono;21;f;498;435;521;446;;25,49509757;;;;;;;;;;;
mono;21;f;496;428;519;442;;26,92582404;;;;;;;;;;;
mono;21;f;495;421;516;434;;24,69817807;;;;;;;;;;;
mono;21;f;494;414;514;427;;23,85372088;;;;;;;;;;;
mono;21;f;493;408;511;419;;21,09502311;;;;;;;;;;;
mono;21;f;492;401;509;411;;19,72308292;;;;;;;;;;;
mono;21;f;492;394;506;405;;17,80449381;;;;;;;;;;;
mono;21;f;491;387;505;398;;17,80449381;;;;;;;;;;;
mono;21;f;491;380;504;393;;18,38477631;;;;;;;;;;;
mono;21;f;491;374;503;387;;17,69180601;;;;;;;;;;;
mono;21;f;491;367;501;382;;18,02775638;;;;;;;;;;;
mono;21;f;491;359;500;377;;20,1246118;;;;;;;;;;;
mono;21;f;491;352;500;371;;21,02379604;;;;;;;;;;;
mono;21;f;491;344;499;368;;25,29822128;;;;;;;;;;;
mono;21;f;492;336;499;364;;28,86173938;;;;;;;;;;;
mono;21;f;492;329;498;359;;30,59411708;;;;;;;;;;;
mono;21;f;493;322;498;354;;32,38826948;;;;;;;;;;;
mono;21;f;494;314;498;348;;34,23448554;;;;;;;;;;;
mono;21;f;495;307;498;343;;36,12478374;;;;;;;;;;;
mono;21;f;496;299;498;337;;38,05259518;;;;;;;;;;;
mono;21;f;497;292;498;332;;40,01249805;;;;;;;;;;;
mono;21;f;499;285;498;327;;42,01190308;;;;;;;;;;;
mono;21;f;501;278;498;322;;44,10215414;;;;;;;;;;;
mono;21;f;503;271;499;316;;45,17742799;;;;;;;;;;;
mono;21;f;505;264;500;309;;45,27692569;;;;;;;;;;;
mono;21;f;508;257;501;303;;46,5295605;;;;;;;;;;;
mono;21;f;510;250;503;295;;45,54119015;;;;;;;;;;;
mono;21;f;513;243;505;288;;45,70557953;;;;;;;;;;;
mono;21;f;516;237;506;285;;49,03060269;;;;;;;;;;;
mono;21;f;519;230;509;275;;46,09772229;;;;;;;;;;;
mono;21;f;523;224;510;273;;50,69516742;;;;;;;;;;;
mono;21;f;526;217;512;267;;51,92301994;;;;;;;;;;;
mono;21;f;530;211;515;260;;51,2445119;;;;;;;;;;;
mono;21;f;534;205;517;254;;51,86520992;;;;;;;;;;;
mono;21;f;538;199;520;248;;52,20153254;;;;;;;;;;;
mono;21;f;542;193;522;243;;53,85164807;;;;;;;;;;;
mono;21;f;547;188;526;237;;53,31041174;;;;;;;;;;;
mono;21;f;551;182;529;230;;52,80151513;;;;;;;;;;;
mono;21;f;556;176;532;224;;53,66563146;;;;;;;;;;;
mono;21;f;561;171;535;219;;54,58937626;;;;;;;;;;;
mono;21;f;566;166;539;214;;55,07267925;;;;;;;;;;;
mono;21;f;571;161;542;209;;56,08029957;;;;;;;;;;;
mono;21;f;576;156;546;205;;57,45432969;;;;;;;;;;;
mono;21;f;582;151;549;203;;61,58733636;;;;;;;;;;;
mono;21;f;587;147;554;196;;59,07622195;;;;;;;;;;;
mono;21;f;593;142;555;194;;64,40496875;;;;;;;;;;;
mono;21;f;599;138;560;190;;65;;;;;;;;;;;
mono;21;f;605;134;563;187;;67,62396025;;;;;;;;;;;
mono;21;f;611;130;567;184;;69,65629907;;;;;;;;;;;
mono;21;f;617;127;570;181;;71,58910532;;;;;;;;;;;
mono;21;f;623;123;574;178;;73,66138744;;;;;;;;;;;
mono;21;f;630;120;578;176;;76,4198927;;;;;;;;;;;
mono;21;f;636;116;582;173;;78,51751397;;;;;;;;;;;
mono;21;f;643;113;585;170;;81,32035416;;;;;;;;;;;
mono;21;f;650;111;590;166;;81,39410298;;;;;;;;;;;
mono;21;f;656;108;594;163;;82,8794305;;;;;;;;;;;
mono;21;f;663;105;598;160;;85,14693183;;;;;;;;;;;
mono;21;f;670;103;602;157;;86,83317338;;;;;;;;;;;
mono;21;f;677;101;604;155;;90,80198236;;;;;;;;;;;
mono;21;f;684;99;611;151;;89,62700486;;;;;;;;;;;
mono;21;f;692;98;613;150;;94,57801013;;;;;;;;;;;
mono;21;f;699;96;618;147;;95,7183368;;;;;;;;;;;
mono;21;f;706;95;624;144;;95,52486587;;;;;;;;;;;
mono;21;f;714;94;629;142;;97,61659695;;;;;;;;;;;
mono;21;f;721;93;636;139;;96,64884893;;;;;;;;;;;
mono;21;f;728;92;643;135;;95,25754563;;;;;;;;;;;
mono;21;f;736;92;651;132;;93,94147114;;;;;;;;;;;
mono;21;f;743;91;659;128;;91,78779875;;;;;;;;;;;
mono;21;f;751;91;668;125;;89,69392399;;;;;;;;;;;
mono;21;f;759;91;674;121;;90,13878189;;;;;;;;;;;
mono;21;f;766;91;681;119;;89,49301649;;;;;;;;;;;
mono;21;f;773;91;688;117;;88,88756943;;;;;;;;;;;
mono;21;f;780;91;693;116;;90,52071586;;;;;;;;;;;
mono;21;f;787;91;701;113;;88,76936408;;;;;;;;;;;
mono;21;f;793;92;711;109;;83,74365648;;;;;;;;;;;
mono;21;f;800;92;715;108;;86,49277426;;;;;;;;;;;
mono;21;f;807;93;723;107;;85,15867542;;;;;;;;;;;
mono;21;f;814;94;730;105;;84,71717653;;;;;;;;;;;
mono;21;f;821;95;737;105;;84,59314393;;;;;;;;;;;
mono;21;f;827;96;746;105;;81,49846624;;;;;;;;;;;
mono;21;f;834;97;756;104;;78,31347266;;;;;;;;;;;
mono;21;f;841;99;764;104;;77,1621669;;;;;;;;;;;
mono;21;f;847;101;772;104;;75,05997602;;;;;;;;;;;
mono;21;f;854;103;781;104;;73,00684899;;;;;;;;;;;
mono;21;f;860;105;790;104;;70,00714249;;;;;;;;;;;
mono;21;f;867;108;794;104;;73,10950691;;;;;;;;;;;
mono;21;f;873;110;806;104;;67,26812024;;;;;;;;;;;
mono;21;f;880;113;814;105;;66,48308055;;;;;;;;;;;
mono;21;f;886;116;819;105;;67,89698079;;;;;;;;;;;
mono;21;f;892;119;827;108;;65,9241989;;;;;;;;;;;
mono;21;f;898;123;835;110;;64,32728814;;;;;;;;;;;
mono;21;f;904;126;842;111;;63,78871374;;;;;;;;;;;
mono;21;f;910;130;849;113;;63,3245608;;;;;;;;;;;
mono;21;f;916;134;856;115;;62,93647591;;;;;;;;;;;
mono;21;f;922;138;863;117;;62,62587325;;;;;;;;;;;
mono;21;f;928;142;870;120;;62,03224968;;;;;;;;;;;
mono;21;f;933;146;876;122;;61,84658438;;;;;;;;;;;
mono;21;f;939;151;882;124;;63,07138812;;;;;;;;;;;
mono;21;f;944;156;888;127;;63,0634601;;;;;;;;;;;
mono;21;f;949;161;894;131;;62,64982043;;;;;;;;;;;
mono;21;f;954;166;897;132;;66,37017402;;;;;;;;;;;
mono;21;f;960;171;903;135;;67,41661516;;;;;;;;;;;
mono;21;f;964;176;908;138;;67,67569726;;;;;;;;;;;
mono;21;f;969;181;913;140;;69,4046108;;;;;;;;;;;
mono;21;f;974;187;919;144;;69,8140387;;;;;;;;;;;
mono;21;f;978;193;922;145;;73,75635566;;;;;;;;;;;
mono;21;f;983;199;927;148;;75,74298647;;;;;;;;;;;
mono;21;f;987;205;931;151;;77,79460136;;;;;;;;;;;
mono;21;f;991;211;936;153;;79,93122043;;;;;;;;;;;
mono;21;f;995;217;940;157;;81,39410298;;;;;;;;;;;
mono;21;f;999;223;945;160;;82,97590012;;;;;;;;;;;
mono;21;f;1003;230;950;164;;84,64632302;;;;;;;;;;;
mono;21;f;1006;236;955;168;;85;;;;;;;;;;;
mono;21;f;1010;243;961;172;;86,2670273;;;;;;;;;;;
mono;21;f;1013;249;965;175;;88,20430828;;;;;;;;;;;
mono;21;f;1016;256;968;177;;92,43916919;;;;;;;;;;;
mono;21;f;1019;263;972;180;;95,38343672;;;;;;;;;;;
mono;21;f;1021;270;975;184;;97,52948272;;;;;;;;;;;
mono;21;f;1024;277;980;188;;99,28242543;;;;;;;;;;;
mono;21;f;1026;284;984;193;;100,2247474;;;;;;;;;;;
mono;21;f;1029;292;988;198;;102,5524256;;;;;;;;;;;
mono;21;f;1031;299;991;202;;104,9237819;;;;;;;;;;;
mono;21;f;1033;306;995;207;;106,0424443;;;;;;;;;;;
mono;21;f;1034;313;998;212;;107,2240645;;;;;;;;;;;
mono;21;f;1036;321;1002;217;;109,4166349;;;;;;;;;;;
mono;21;f;1037;328;1006;224;;108,5218872;;;;;;;;;;;
mono;21;f;1038;336;1008;230;;110,1635148;;;;;;;;;;;
mono;21;f;1039;343;1010;232;;114,72576;;;;;;;;;;;
mono;21;f;1040;351;1014;240;;114,0043859;;;;;;;;;;;
mono;21;f;1041;358;1016;243;;117,686023;;;;;;;;;;;
mono;21;f;1041;366;1019;250;;118,0677771;;;;;;;;;;;
mono;21;f;1041;373;1023;256;;118,3765179;;;;;;;;;;;
mono;21;f;1040;380;1025;262;;118,9495691;;;;;;;;;;;
mono;21;f;1040;387;1028;267;;120,5985075;;;;;;;;;;;
mono;21;f;1039;393;1030;274;;119,3398508;;;;;;;;;;;
mono;21;f;1037;400;1034;282;;118,0381294;;;;;;;;;;;
mono;21;f;1036;407;1036;289;;118;;;;;;;;;;;
mono;21;f;1035;414;1037;295;;119,0168055;;;;;;;;;;;
mono;21;f;1033;420;1040;303;;117,2092147;;;;;;;;;;;
mono;21;f;1031;427;1041;312;;115,4339638;;;;;;;;;;;
mono;21;f;1029;434;1042;319;;115,7324501;;;;;;;;;;;
mono;21;f;1027;441;1042;322;;119,9416525;;;;;;;;;;;
mono;21;f;1024;447;1043;329;;119,5198728;;;;;;;;;;;
mono;21;f;1022;454;1043;341;;114,9347641;;;;;;;;;;;
mono;21;f;1019;460;1043;345;;117,4776575;;;;;;;;;;;
mono;21;f;1016;467;1043;352;;118,1270502;;;;;;;;;;;
mono;21;f;1013;473;1043;358;;118,8486432;;;;;;;;;;;
mono;21;f;1010;479;1043;365;;118,6802427;;;;;;;;;;;
mono;21;f;1007;486;1043;372;;119,5491531;;;;;;;;;;;
mono;21;f;1003;492;1043;378;;120,8139065;;;;;;;;;;;
mono;21;f;999;498;1043;383;;123,1300126;;;;;;;;;;;
mono;21;f;996;504;1043;387;;126,0872714;;;;;;;;;;;
mono;21;f;992;510;1042;392;;128,1561547;;;;;;;;;;;
mono;21;f;988;516;1041;398;;129,3560977;;;;;;;;;;;
mono;21;f;983;522;1040;405;;130,1460718;;;;;;;;;;;
mono;21;f;979;528;1037;411;;130,5871357;;;;;;;;;;;
mono;21;f;974;533;1036;416;;132,4122351;;;;;;;;;;;
mono;21;f;970;539;1035;419;;136,4734406;;;;;;;;;;;
mono;21;f;965;544;1032;426;;135,6945098;;;;;;;;;;;
mono;21;f;960;549;1030;435;;133,7759321;;;;;;;;;;;
mono;21;f;955;554;1028;441;;134,5288073;;;;;;;;;;;
mono;21;f;950;559;1025;448;;133,9626814;;;;;;;;;;;
mono;21;f;945;564;1022;456;;132,6386067;;;;;;;;;;;
mono;21;f;939;569;1018;464;;131,4001522;;;;;;;;;;;
mono;21;f;934;574;1015;472;;130,2497601;;;;;;;;;;;
mono;21;f;928;578;1012;478;;130,5986217;;;;;;;;;;;
mono;21;f;923;583;1008;483;;131,2440475;;;;;;;;;;;
mono;21;f;917;587;1005;489;;131,7118066;;;;;;;;;;;
mono;21;f;911;591;1002;495;;132,2762261;;;;;;;;;;;
mono;21;f;905;595;1000;500;;134,3502884;;;;;;;;;;;
mono;21;f;899;599;998;502;;138,6001443;;;;;;;;;;;
mono;21;f;893;603;995;507;;140,0714104;;;;;;;;;;;
mono;21;f;887;606;991;511;;140,8580846;;;;;;;;;;;
mono;21;f;880;609;988;515;;143,1782106;;;;;;;;;;;
mono;21;f;874;613;985;519;;145,4544602;;;;;;;;;;;
mono;21;f;868;616;981;523;;146,3488982;;;;;;;;;;;
mono;21;f;861;619;977;528;;147,4347313;;;;;;;;;;;
mono;21;f;855;621;974;532;;148,6001346;;;;;;;;;;;
mono;21;f;848;624;969;537;;149,0301983;;;;;;;;;;;
mono;21;f;841;626;965;541;;150,3362897;;;;;;;;;;;
mono;21;f;835;629;960;546;;150,0466594;;;;;;;;;;;
mono;21;f;828;631;955;552;;149,5660389;;;;;;;;;;;
mono;21;f;821;633;950;558;;149,2179614;;;;;;;;;;;
mono;21;f;814;634;944;564;;147,6482306;;;;;;;;;;;
mono;21;f;808;636;941;567;;149,8332406;;;;;;;;;;;
mono;21;f;801;637;931;576;;143,6001393;;;;;;;;;;;
mono;21;f;794;638;928;579;;146,4137972;;;;;;;;;;;
mono;21;f;787;639;922;583;;146,1540283;;;;;;;;;;;
mono;21;f;781;640;916;588;;144,6685868;;;;;;;;;;;
mono;21;f;774;641;911;591;;145,8389523;;;;;;;;;;;
mono;21;f;767;641;904;595;;144,5164351;;;;;;;;;;;
mono;21;f;759;641;897;598;;144,5441109;;;;;;;;;;;
mono;21;f;752;640;892;600;;145,6021978;;;;;;;;;;;
mono;21;f;744;640;887;602;;147,9628332;;;;;;;;;;;
mono;21;f;737;639;882;605;;148,9328708;;;;;;;;;;;
mono;21;f;729;637;877;607;;151,0099334;;;;;;;;;;;
mono;21;f;722;636;871;608;;151,6080473;;;;;;;;;;;
mono;21;f;714;635;866;610;;154,042202;;;;;;;;;;;
mono;21;f;707;633;863;610;;157,6863976;;;;;;;;;;;
mono;21;f;700;631;858;611;;159,2607924;;;;;;;;;;;
mono;21;f;692;629;854;612;;162,8895331;;;;;;;;;;;
mono;21;f;685;627;849;614;;164,5144371;;;;;;;;;;;
mono;21;f;678;624;844;616;;166,1926593;;;;;;;;;;;
mono;21;f;671;622;838;617;;167,0748335;;;;;;;;;;;
mono;21;f;664;619;833;618;;169,0029586;;;;;;;;;;;
mono;21;f;657;616;829;619;;172,0261608;;;;;;;;;;;
mono;21;f;650;613;824;620;;174,1407477;;;;;;;;;;;
mono;21;f;644;610;818;622;;174,4133022;;;;;;;;;;;
mono;21;f;637;607;811;624;;174,8284874;;;;;;;;;;;
mono;21;f;630;603;803;625;;174,3932338;;;;;;;;;;;
mono;21;f;624;599;797;626;;175,0942603;;;;;;;;;;;
mono;21;f;618;596;792;628;;176,9180601;;;;;;;;;;;
mono;21;f;611;592;774;629;;167,1466422;;;;;;;;;;;
mono;21;f;605;588;769;629;;169,0473307;;;;;;;;;;;
mono;21;f;599;583;758;629;;165,5203915;;;;;;;;;;;
mono;21;f;593;579;747;628;;161,6075493;;;;;;;;;;;
mono;21;f;588;574;739;626;;159,7028491;;;;;;;;;;;
mono;21;f;582;570;727;624;;154,728795;;;;;;;;;;;
mono;21;f;577;565;716;620;;149,4857853;;;;;;;;;;;
mono;21;f;571;560;707;618;;147,8512766;;;;;;;;;;;
mono;21;f;566;555;697;615;;144,0867794;;;;;;;;;;;
mono;21;f;561;550;687;612;;140,4279175;;;;;;;;;;;
mono;21;f;556;545;679;609;;138,6542462;;;;;;;;;;;
mono;21;f;552;539;676;607;;141,4213562;;;;;;;;;;;
mono;21;f;547;534;662;602;;133,6001497;;;;;;;;;;;
mono;21;f;542;528;654;598;;132,0757358;;;;;;;;;;;
mono;21;f;538;523;650;595;;133,1465358;;;;;;;;;;;
mono;21;f;534;517;643;590;;131,1868896;;;;;;;;;;;
mono;21;f;530;511;635;585;;128,4562182;;;;;;;;;;;
mono;21;f;527;505;627;579;;124,4025723;;;;;;;;;;;
mono;21;f;523;499;619;573;;121,2105606;;;;;;;;;;;
mono;21;f;520;493;611;566;;116,6619047;;;;;;;;;;;
mono;21;f;517;487;604;559;;112,9291813;;;;;;;;;;;
mono;21;f;514;480;596;552;;109,1237829;;;;;;;;;;;
mono;21;f;511;474;590;546;;106,8877916;;;;;;;;;;;
mono;21;f;508;468;584;540;;104,6900186;;;;;;;;;;;
mono;21;f;506;461;578;534;;102,5329215;;;;;;;;;;;
mono;21;f;503;455;573;527;;100,4191217;;;;;;;;;;;
mono;21;f;501;448;567;520;;97,67292358;;;;;;;;;;;
mono;21;f;499;441;561;515;;96,54014709;;;;;;;;;;;
mono;21;f;498;435;559;512;;98,23441352;;;;;;;;;;;
mono;21;f;496;428;553;506;;96,60745313;;;;;;;;;;;
mono;21;f;495;421;546;497;;91,5259526;;;;;;;;;;;
mono;21;f;494;415;544;495;;94,33981132;;;;;;;;;;;
mono;21;f;493;408;540;490;;94,51454914;;;;;;;;;;;
mono;21;f;492;401;537;485;;95,29428105;;;;;;;;;;;
mono;21;f;492;394;534;481;;96,60745313;;;;;;;;;;;
mono;21;f;491;388;531;476;;96,66436779;;;;;;;;;;;
mono;21;f;491;381;527;471;;96,93296653;;;;;;;;;;;
mono;21;f;491;374;523;465;;96,46242792;;;;;;;;;;;
mono;21;f;491;367;520;460;;97,41663102;;;;;;;;;;;
mono;21;f;491;360;517;454;;97,52948272;;;;;;;;;;;
mono;21;f;491;352;516;452;;103,0776406;;;;;;;;;;;
mono;21;f;491;344;512;445;;103,1600698;;;;;;;;;;;
mono;21;f;491;337;510;439;;103,754518;;;;;;;;;;;
mono;21;f;492;329;509;433;;105,3802638;;;;;;;;;;;
mono;21;f;493;322;507;427;;105,9292217;;;;;;;;;;;
mono;21;f;494;315;506;421;;106,6770828;;;;;;;;;;;
mono;21;f;495;307;505;416;;109,4577544;;;;;;;;;;;
mono;21;f;496;300;504;410;;110,2905254;;;;;;;;;;;
