cond;age;gender;dotx;doty;fingerx;fingery;;distance;;;;;;
3d;27;m;684;99;717;76;;40,22437072;;;;;;
3d;27;m;691;98;727;75;;42,72001873;;;;;;
3d;27;m;699;96;738;74;;44,77722635;;;;;;
3d;27;m;706;95;748;74;;46,95742753;;;;;;
3d;27;m;713;94;753;74;;44,72135955;;;;;;
3d;27;m;721;93;762;74;;45,18849411;;;;;;
3d;27;m;728;92;773;74;;48,46648326;;;;;;
3d;27;m;736;92;783;74;;50,32891813;;;;;;
3d;27;m;743;91;789;75;;48,70318265;;;;;;
3d;27;m;751;91;800;76;;51,2445119;;;;;;
3d;27;m;758;91;812;78;;55,54277631;;;;;;
3d;27;m;766;91;823;80;;58,05170109;;;;;;
3d;27;m;773;91;830;82;;57,70615219;;;;;;
3d;27;m;779;91;842;84;;63,38769597;;;;;;
3d;27;m;786;91;852;85;;66,2721661;;;;;;
3d;27;m;793;91;862;89;;69,02897942;;;;;;
3d;27;m;800;92;867;90;;67,0298441;;;;;;
3d;27;m;807;93;874;93;;67;;;;;;
3d;27;m;814;94;882;96;;68,02940541;;;;;;
3d;27;m;820;95;890;100;;70,17834424;;;;;;
3d;27;m;827;96;893;102;;66,2721661;;;;;;
3d;27;m;834;97;900;105;;66,48308055;;;;;;
3d;27;m;840;99;905;108;;65,62011887;;;;;;
3d;27;m;847;101;907;109;;60,5309838;;;;;;
3d;27;m;854;103;911;111;;57,55866572;;;;;;
3d;27;m;860;105;916;113;;56,56854249;;;;;;
3d;27;m;867;108;919;115;;52,46903849;;;;;;
3d;27;m;873;110;922;116;;49,36598019;;;;;;
3d;27;m;879;113;924;118;;45,27692569;;;;;;
3d;27;m;886;116;927;120;;41,19465985;;;;;;
3d;27;m;892;119;930;122;;38,11823711;;;;;;
3d;27;m;898;123;933;123;;35;;;;;;
3d;27;m;904;126;937;126;;33;;;;;;
3d;27;m;910;130;941;130;;31;;;;;;
3d;27;m;916;134;946;134;;30;;;;;;
3d;27;m;922;138;948;136;;26,07680962;;;;;;
3d;27;m;927;142;954;140;;27,07397274;;;;;;
3d;27;m;933;146;959;145;;26,01922366;;;;;;
3d;27;m;938;151;963;150;;25,01999201;;;;;;
3d;27;m;944;155;965;153;;21,09502311;;;;;;
3d;27;m;949;160;970;159;;21,02379604;;;;;;
3d;27;m;954;165;975;165;;21;;;;;;
3d;27;m;959;170;979;170;;20;;;;;;
3d;27;m;964;176;981;173;;17,2626765;;;;;;
3d;27;m;969;181;986;178;;17,2626765;;;;;;
3d;27;m;974;187;991;184;;17,2626765;;;;;;
3d;27;m;978;192;993;188;;15,5241747;;;;;;
3d;27;m;983;198;997;195;;14,31782106;;;;;;
3d;27;m;987;204;1001;201;;14,31782106;;;;;;
3d;27;m;991;210;1004;207;;13,34166406;;;;;;
3d;27;m;995;217;1006;211;;12,52996409;;;;;;
3d;27;m;999;223;1009;218;;11,18033989;;;;;;
3d;27;m;1002;229;1012;225;;10,77032961;;;;;;
3d;27;m;1006;236;1015;231;;10,29563014;;;;;;
3d;27;m;1009;242;1017;234;;11,3137085;;;;;;
3d;27;m;1013;249;1020;241;;10,63014581;;;;;;
3d;27;m;1016;256;1023;250;;9,219544457;;;;;;
3d;27;m;1019;263;1026;258;;8,602325267;;;;;;
3d;27;m;1021;270;1027;262;;10;;;;;;
3d;27;m;1024;277;1029;269;;9,433981132;;;;;;
3d;27;m;1026;284;1032;277;;9,219544457;;;;;;
3d;27;m;1029;291;1035;285;;8,485281374;;;;;;
3d;27;m;1031;298;1036;288;;11,18033989;;;;;;
3d;27;m;1033;306;1038;294;;13;;;;;;
3d;27;m;1034;313;1041;299;;15,65247584;;;;;;
3d;27;m;1036;321;1043;306;;16,55294536;;;;;;
3d;27;m;1037;328;1045;310;;19,6977156;;;;;;
3d;27;m;1038;335;1047;316;;21,02379604;;;;;;
3d;27;m;1039;343;1048;322;;22,84731932;;;;;;
3d;27;m;1040;351;1049;328;;24,69817807;;;;;;
3d;27;m;1041;358;1049;331;;28,16025568;;;;;;
3d;27;m;1041;366;1051;340;;27,85677655;;;;;;
3d;27;m;1041;373;1052;348;;27,31300057;;;;;;
3d;27;m;1040;379;1052;352;;29,54657341;;;;;;
3d;27;m;1040;386;1052;358;;30,46309242;;;;;;
3d;27;m;1039;393;1052;365;;30,87069808;;;;;;
3d;27;m;1037;400;1051;373;;30,41381265;;;;;;
3d;27;m;1036;407;1051;377;;33,54101966;;;;;;
3d;27;m;1035;413;1049;384;;32,20248438;;;;;;
3d;27;m;1033;420;1048;390;;33,54101966;;;;;;
3d;27;m;1031;427;1047;395;;35,77708764;;;;;;
3d;27;m;1029;434;1047;398;;40,24922359;;;;;;
3d;27;m;1027;440;1046;404;;40,70626487;;;;;;
3d;27;m;1024;447;1044;410;;42,05948169;;;;;;
3d;27;m;1022;453;1042;414;;43,829214;;;;;;
3d;27;m;1019;460;1041;416;;49,1934955;;;;;;
3d;27;m;1016;466;1039;421;;50,53711507;;;;;;
3d;27;m;1013;473;1036;426;;52,32590181;;;;;;
3d;27;m;1010;479;1034;430;;54,56189146;;;;;;
3d;27;m;1007;485;1033;435;;56,35601121;;;;;;
3d;27;m;1003;492;1031;442;;57,30619513;;;;;;
3d;27;m;1000;498;1028;447;;58,18075283;;;;;;
3d;27;m;996;504;1025;454;;57,80138407;;;;;;
3d;27;m;992;510;1023;458;;60,53924347;;;;;;
3d;27;m;988;516;1020;466;;59,36328832;;;;;;
3d;27;m;983;522;1017;473;;59,6405902;;;;;;
3d;27;m;979;527;1015;476;;62,42595614;;;;;;
3d;27;m;975;533;1013;481;;64,40496875;;;;;;
3d;27;m;970;538;1010;487;;64,81512169;;;;;;
3d;27;m;965;544;1007;493;;66,06814664;;;;;;
3d;27;m;960;549;1006;496;;70,17834424;;;;;;
3d;27;m;955;554;1003;502;;70,76722405;;;;;;
3d;27;m;950;559;1000;506;;72,86288493;;;;;;
3d;27;m;945;564;997;510;;74,96665926;;;;;;
3d;27;m;940;569;995;512;;79,20858539;;;;;;
3d;27;m;934;574;990;516;;80,62257748;;;;;;
3d;27;m;929;578;984;522;;78,49203781;;;;;;
3d;27;m;923;583;979;528;;78,49203781;;;;;;
3d;27;m;917;587;976;531;;81,34494453;;;;;;
3d;27;m;911;591;972;536;;82,13403679;;;;;;
3d;27;m;905;595;966;540;;82,13403679;;;;;;
3d;27;m;899;599;961;545;;82,21921916;;;;;;
3d;27;m;893;602;957;548;;83,73768566;;;;;;
3d;27;m;887;606;951;554;;82,46211251;;;;;;
3d;27;m;881;609;945;560;;80,60397013;;;;;;
3d;27;m;874;613;940;565;;81,60882305;;;;;;
3d;27;m;868;616;937;568;;84,05355436;;;;;;
3d;27;m;861;619;932;573;;84,59905437;;;;;;
3d;27;m;855;621;927;577;;84,38009244;;;;;;
3d;27;m;848;624;920;583;;82,85529555;;;;;;
3d;27;m;842;626;918;588;;84,97058314;;;;;;
3d;27;m;835;629;913;594;;85,49268975;;;;;;
3d;27;m;828;631;908;599;;86,16263691;;;;;;
3d;27;m;822;632;904;603;;86,97700846;;;;;;
3d;27;m;815;634;902;605;;91,70605214;;;;;;
3d;27;m;808;636;897;610;;92,72000863;;;;;;
3d;27;m;801;637;893;613;;95,07891459;;;;;;
3d;27;m;795;638;891;615;;98,71676656;;;;;;
3d;27;m;788;639;886;618;;100,2247474;;;;;;
3d;27;m;781;640;883;620;;103,9422917;;;;;;
3d;27;m;774;641;879;623;;106,5316854;;;;;;
3d;27;m;767;641;877;624;;111,3058848;;;;;;
3d;27;m;760;641;873;626;;113,9912277;;;;;;
3d;27;m;752;640;867;627;;115,7324501;;;;;;
3d;27;m;745;640;862;628;;117,6137747;;;;;;
3d;27;m;737;639;860;629;;123,4058345;;;;;;
3d;27;m;730;637;855;630;;125,1958466;;;;;;
3d;27;m;722;636;850;630;;128,1405478;;;;;;
3d;27;m;715;635;844;630;;129,0968629;;;;;;
3d;27;m;707;633;841;630;;134,0335779;;;;;;
3d;27;m;700;631;836;630;;136,0036764;;;;;;
3d;27;m;693;629;830;631;;137,0145978;;;;;;
3d;27;m;686;627;825;631;;139,057542;;;;;;
3d;27;m;679;624;822;631;;143,1712262;;;;;;
3d;27;m;671;622;816;631;;145,2790418;;;;;;
3d;27;m;664;619;809;631;;145,4957044;;;;;;
3d;27;m;657;616;803;631;;146,7685252;;;;;;
3d;27;m;651;613;800;631;;150,0833102;;;;;;
3d;27;m;644;610;795;631;;152,4532715;;;;;;
3d;27;m;637;607;787;631;;151,9078668;;;;;;
3d;27;m;631;603;783;631;;154,5574327;;;;;;
3d;27;m;624;600;776;631;;155,1289786;;;;;;
3d;27;m;618;596;769;631;;155,0032258;;;;;;
3d;27;m;612;592;763;631;;155,9551217;;;;;;
3d;27;m;606;588;760;630;;159,6245595;;;;;;
3d;27;m;600;584;752;630;;158,8080602;;;;;;
3d;27;m;594;579;745;629;;159,0628806;;;;;;
3d;27;m;588;575;739;629;;160,3652082;;;;;;
3d;27;m;582;570;735;629;;163,9817063;;;;;;
3d;27;m;577;565;728;628;;163,6154027;;;;;;
3d;27;m;572;560;720;626;;162,0493752;;;;;;
3d;27;m;566;555;712;625;;161,9135572;;;;;;
3d;27;m;561;550;708;625;;165,0272705;;;;;;
3d;27;m;557;545;700;624;;163,370744;;;;;;
3d;27;m;552;540;691;623;;161,8950277;;;;;;
3d;27;m;547;534;683;622;;161,9876539;;;;;;
3d;27;m;543;529;680;621;;165,0242406;;;;;;
3d;27;m;539;523;672;619;;164,0274367;;;;;;
3d;27;m;535;517;665;617;;164,0121947;;;;;;
3d;27;m;531;511;658;615;;164,1493223;;;;;;
3d;27;m;527;505;654;613;;166,7123271;;;;;;
3d;27;m;523;499;647;610;;166,4241569;;;;;;
3d;27;m;520;493;635;604;;159,8311609;;;;;;
3d;27;m;517;487;624;597;;153,4568343;;;;;;
3d;27;m;514;481;619;594;;154,2530389;;;;;;
3d;27;m;511;474;608;587;;148,9227988;;;;;;
3d;27;m;508;468;596;580;;142,4359505;;;;;;
3d;27;m;506;461;591;576;;143,0034965;;;;;;
3d;27;m;503;455;581;567;;136,4844313;;;;;;
3d;27;m;501;448;571;557;;129,5414991;;;;;;
3d;27;m;499;442;563;549;;124,6795893;;;;;;
3d;27;m;498;435;559;545;;125,7815567;;;;;;
3d;27;m;496;428;551;535;;120,3079382;;;;;;
3d;27;m;495;422;544;523;;112,25863;;;;;;
3d;27;m;494;415;537;509;;103,3682737;;;;;;
3d;27;m;493;408;534;503;;103,4698024;;;;;;
3d;27;m;492;401;528;491;;96,93296653;;;;;;
3d;27;m;492;395;523;478;;88,60022573;;;;;;
3d;27;m;491;388;517;464;;80,32434251;;;;;;
3d;27;m;491;381;515;457;;79,69943538;;;;;;
3d;27;m;491;374;510;443;;71,56814934;;;;;;
3d;27;m;491;367;506;430;;64,76109943;;;;;;
3d;27;m;491;360;503;416;;57,27128425;;;;;;
3d;27;m;491;352;501;408;;56,88585061;;;;;;
3d;27;m;491;345;499;392;;47,67598976;;;;;;
3d;27;m;491;337;499;375;;38,83297568;;;;;;
3d;27;m;492;330;499;360;;30,8058436;;;;;;
3d;27;m;493;322;500;351;;29,83286778;;;;;;
3d;27;m;493;315;502;335;;21,9317122;;;;;;
3d;27;m;495;307;505;318;;14,86606875;;;;;;
3d;27;m;496;300;508;302;;12,16552506;;;;;;
3d;27;m;497;293;510;293;;13;;;;;;
3d;27;m;499;286;513;278;;16,1245155;;;;;;
3d;27;m;501;279;518;262;;24,04163056;;;;;;
3d;27;m;503;271;520;255;;23,34523506;;;;;;
3d;27;m;505;264;525;242;;29,73213749;;;;;;
3d;27;m;508;258;531;229;;37,01351105;;;;;;
3d;27;m;510;251;537;218;;42,63801121;;;;;;
3d;27;m;513;244;539;214;;39,69886648;;;;;;
3d;27;m;516;237;546;204;;44,59820624;;;;;;
3d;27;m;519;231;552;196;;48,10405388;;;;;;
3d;27;m;522;224;559;189;;50,93132631;;;;;;
3d;27;m;526;218;563;186;;48,91829923;;;;;;
3d;27;m;530;212;573;179;;54,20332093;;;;;;
3d;27;m;533;206;582;173;;59,07622195;;;;;;
3d;27;m;538;200;590;166;;62,12889827;;;;;;
3d;27;m;542;194;595;163;;61,40032573;;;;;;
3d;27;m;546;188;604;156;;66,24198065;;;;;;
3d;27;m;551;182;613;150;;69,77105417;;;;;;
3d;27;m;555;177;621;144;;73,79024326;;;;;;
3d;27;m;560;172;625;141;;72,01388755;;;;;;
3d;27;m;565;167;633;137;;74,3236167;;;;;;
3d;27;m;570;161;640;132;;75,76938696;;;;;;
3d;27;m;576;157;646;128;;75,76938696;;;;;;
3d;27;m;581;152;650;127;;73,38937253;;;;;;
3d;27;m;587;147;657;123;;74;;;;;;
3d;27;m;592;143;666;120;;77,49193506;;;;;;
3d;27;m;598;139;675;116;;80,36168241;;;;;;
3d;27;m;604;135;680;114;;78,84795495;;;;;;
3d;27;m;610;131;691;110;;83,67795409;;;;;;
3d;27;m;616;127;702;108;;88,07383266;;;;;;
3d;27;m;623;123;714;106;;92,57429449;;;;;;
3d;27;m;629;120;721;104;;93,38094024;;;;;;
3d;27;m;636;117;735;102;;100,1299156;;;;;;
3d;27;m;642;114;751;101;;109,772492;;;;;;
3d;27;m;649;111;758;100;;109,5536398;;;;;;
3d;27;m;656;108;772;101;;116,211015;;;;;;
3d;27;m;663;106;785;102;;122,0655562;;;;;;
3d;27;m;670;103;797;104;;127,0039369;;;;;;
3d;27;m;677;101;803;105;;126,0634761;;;;;;
3d;27;m;684;99;814;108;;130,3111661;;;;;;
3d;27;m;691;98;824;111;;133,6338281;;;;;;
3d;27;m;698;96;835;114;;138,1774222;;;;;;
3d;27;m;705;95;839;115;;135,4843164;;;;;;
3d;27;m;713;94;847;119;;136,3121418;;;;;;
3d;27;m;720;93;855;123;;138,2931669;;;;;;
3d;27;m;728;92;863;129;;139,9785698;;;;;;
3d;27;m;735;92;867;132;;137,9275172;;;;;;
3d;27;m;743;91;875;136;;139,4596716;;;;;;
3d;27;m;750;91;881;139;;139,5170241;;;;;;
3d;27;m;758;91;888;142;;139,645981;;;;;;
3d;27;m;765;91;891;144;;136,6930869;;;;;;
3d;27;m;772;91;897;147;;136,9707998;;;;;;
3d;27;m;779;91;903;150;;137,3207923;;;;;;
3d;27;m;786;91;911;153;;139,5313585;;;;;;
3d;27;m;793;91;914;154;;136,4184738;;;;;;
3d;27;m;800;92;922;157;;138,2353066;;;;;;
3d;27;m;806;93;928;159;;138,7083271;;;;;;
3d;27;m;813;93;935;160;;139,1869247;;;;;;
3d;27;m;820;95;937;162;;134,8258136;;;;;;
3d;27;m;827;96;944;164;;135,3255334;;;;;;
3d;27;m;833;97;952;168;;138,5712813;;;;;;
3d;27;m;840;99;956;169;;135,4843164;;;;;;
3d;27;m;847;101;963;172;;136,0036764;;;;;;
3d;27;m;853;103;968;175;;135,67977;;;;;;
3d;27;m;860;105;973;179;;135,0740538;;;;;;
3d;27;m;866;107;976;181;;132,5745074;;;;;;
3d;27;m;873;110;982;187;;133,454112;;;;;;
3d;27;m;879;113;987;193;;134,4023809;;;;;;
3d;27;m;885;116;993;199;;136,2093976;;;;;;
3d;27;m;891;119;995;201;;132,438665;;;;;;
3d;27;m;898;122;1000;209;;134,0634178;;;;;;
3d;27;m;904;126;1004;218;;135,882302;;;;;;
3d;27;m;910;130;1008;226;;137,1860051;;;;;;
3d;27;m;916;133;1009;229;;133,6600165;;;;;;
3d;27;m;921;137;1012;235;;133,7348122;;;;;;
3d;27;m;927;142;1016;243;;134,617978;;;;;;
3d;27;m;933;146;1019;250;;134,9518433;;;;;;
3d;27;m;938;151;1021;254;;132,280006;;;;;;
3d;27;m;944;155;1024;260;;132,0037878;;;;;;
3d;27;m;949;160;1026;265;;130,2075267;;;;;;
3d;27;m;954;165;1027;268;;126,245792;;;;;;
3d;27;m;959;170;1030;276;;127,5813466;;;;;;
3d;27;m;964;176;1033;284;;128,1600562;;;;;;
3d;27;m;969;181;1035;290;;127,4244874;;;;;;
3d;27;m;973;187;1036;292;;122,4499898;;;;;;
3d;27;m;978;192;1038;298;;121,8031198;;;;;;
3d;27;m;982;198;1041;305;;122,1883792;;;;;;
3d;27;m;987;204;1043;313;;122,5438697;;;;;;
3d;27;m;991;210;1043;317;;118,9663818;;;;;;
3d;27;m;995;216;1044;324;;118,5959527;;;;;;
3d;27;m;999;223;1045;334;;120,1540678;;;;;;
3d;27;m;1002;229;1046;345;;124,0644994;;;;;;
3d;27;m;1006;235;1046;349;;120,8139065;;;;;;
3d;27;m;1009;242;1046;357;;120,805629;;;;;;
3d;27;m;1012;249;1047;367;;123,081274;;;;;;
3d;27;m;1016;256;1047;376;;123,9395014;;;;;;
3d;27;m;1018;262;1046;380;;121,2765435;;;;;;
3d;27;m;1021;270;1046;389;;121,5976973;;;;;;
3d;27;m;1024;277;1045;401;;125,7656551;;;;;;
3d;27;m;1026;284;1043;412;;129,1239714;;;;;;
3d;27;m;1028;291;1043;416;;125,8967831;;;;;;
3d;27;m;1031;298;1041;429;;131,381125;;;;;;
3d;27;m;1032;305;1038;440;;135,1332676;;;;;;
3d;27;m;1034;313;1035;452;;139,0035971;;;;;;
3d;27;m;1036;320;1032;459;;139,057542;;;;;;
3d;27;m;1037;328;1028;470;;142,2849254;;;;;;
3d;27;m;1038;335;1021;477;;143,0139853;;;;;;
3d;27;m;1039;343;1013;485;;144,3606595;;;;;;
3d;27;m;1040;350;1010;489;;142,2005626;;;;;;
3d;27;m;1041;358;1002;497;;144,3675864;;;;;;
3d;27;m;1041;365;995;504;;146,4137972;;;;;;
3d;27;m;1041;372;991;508;;144,8999655;;;;;;
3d;27;m;1040;379;982;519;;151,5387739;;;;;;
3d;27;m;1040;386;975;528;;156,1697794;;;;;;
3d;27;m;1039;393;969;534;;157,4198209;;;;;;
3d;27;m;1038;400;965;538;;156,1185447;;;;;;
3d;27;m;1036;406;957;546;;160,7513608;;;;;;
3d;27;m;1035;413;949;555;;166,0120478;;;;;;
3d;27;m;1033;420;941;562;;169,1981087;;;;;;
3d;27;m;1031;427;936;566;;168,3627037;;;;;;
3d;27;m;1029;433;925;574;;175,2055935;;;;;;
3d;27;m;1027;440;916;581;;179,4491571;;;;;;
3d;27;m;1025;447;905;590;;186,6788686;;;;;;
3d;27;m;1022;453;899;595;;187,8643127;;;;;;
3d;27;m;1019;460;890;601;;191,1072997;;;;;;
3d;27;m;1016;466;880;607;;195,9004849;;;;;;
3d;27;m;1013;473;870;614;;200,8233054;;;;;;
3d;27;m;1010;479;864;618;;201,5862098;;;;;;
3d;27;m;1007;485;853;623;;206,7849124;;;;;;
3d;27;m;1003;491;843;626;;209,3442142;;;;;;
3d;27;m;1000;498;831;629;;213,8270329;;;;;;
3d;27;m;996;504;825;630;;212,407627;;;;;;
3d;27;m;992;510;813;631;;216,0601768;;;;;;
3d;27;m;988;515;802;632;;219,7384809;;;;;;
3d;27;m;984;521;790;632;;223,5106261;;;;;;
3d;27;m;979;527;783;632;;222,3533224;;;;;;
3d;27;m;975;533;771;632;;226,7531698;;;;;;
3d;27;m;970;538;759;630;;230,1847084;;;;;;
3d;27;m;965;543;753;629;;228,7793697;;;;;;
3d;27;m;961;549;743;628;;231,87281;;;;;;
3d;27;m;956;554;733;625;;234,0299126;;;;;;
3d;27;m;950;559;723;620;;235,0531855;;;;;;
3d;27;m;945;564;718;618;;233,3345238;;;;;;
3d;27;m;940;569;710;614;;234,3608329;;;;;;
3d;27;m;934;573;701;610;;235,9194778;;;;;;
3d;27;m;929;578;693;606;;237,6552124;;;;;;
3d;27;m;923;582;689;605;;235,1276249;;;;;;
3d;27;m;917;587;682;602;;235,4782368;;;;;;
3d;27;m;911;591;674;599;;237,1349827;;;;;;
3d;27;m;906;595;666;595;;240;;;;;;
3d;27;m;900;599;662;593;;238,0756182;;;;;;
3d;27;m;893;602;654;589;;239,3532954;;;;;;
3d;27;m;887;606;646;586;;241,8284516;;;;;;
3d;27;m;881;609;637;582;;245,4893073;;;;;;
3d;27;m;875;612;633;580;;244,1065341;;;;;;
3d;27;m;868;615;624;577;;246,9412886;;;;;;
3d;27;m;862;618;617;573;;249,0983741;;;;;;
3d;27;m;855;621;608;567;;252,8339376;;;;;;
3d;27;m;849;624;604;564;;252,2399651;;;;;;
3d;27;m;842;626;595;558;;256,1893831;;;;;;
3d;27;m;835;628;587;551;;259,6786476;;;;;;
3d;27;m;829;630;578;545;;265,0018868;;;;;;
3d;27;m;822;632;574;542;;263,8257;;;;;;
3d;27;m;815;634;567;534;;267,4023186;;;;;;
3d;27;m;808;636;560;527;;270,8966593;;;;;;
3d;27;m;802;637;556;523;;271,1309647;;;;;;
3d;27;m;795;638;550;515;;274,1422988;;;;;;
3d;27;m;788;639;543;506;;278,7723085;;;;;;
3d;27;m;781;640;537;495;;283,8326972;;;;;;
3d;27;m;774;641;534;491;;283,019434;;;;;;
3d;27;m;768;641;530;483;;285,6711396;;;;;;
3d;27;m;760;641;524;475;;288,5342267;;;;;;
3d;27;m;753;640;520;465;;291,4000686;;;;;;
3d;27;m;745;640;517;461;;289,8706608;;;;;;
3d;27;m;737;639;513;452;;291,7961617;;;;;;
3d;27;m;730;638;507;441;;297,5533566;;;;;;
3d;27;m;723;636;503;432;;300,0266655;;;;;;
3d;27;m;715;635;501;428;;297,733102;;;;;;
3d;27;m;708;633;498;419;;299,8266166;;;;;;
3d;27;m;700;631;495;410;;301,4398779;;;;;;
3d;27;m;693;629;493;402;;302,537601;;;;;;
3d;27;m;686;627;492;398;;300,1283059;;;;;;
3d;27;m;679;625;490;390;;301,5725452;;;;;;
3d;27;m;672;622;489;381;;302,6053536;;;;;;
3d;27;m;665;619;489;372;;303,29029;;;;;;
3d;27;m;658;616;489;368;;300,1083138;;;;;;
3d;27;m;651;613;489;360;;300,4213707;;;;;;
3d;27;m;644;610;489;352;;300,9800658;;;;;;
3d;27;m;638;607;490;342;;303,5275935;;;;;;
3d;27;m;631;603;490;339;;299,2941697;;;;;;
3d;27;m;625;600;491;331;;300,5278689;;;;;;
3d;27;m;618;596;493;322;;301,1660671;;;;;;
3d;27;m;612;592;494;316;;300,1666204;;;;;;
3d;27;m;606;588;496;307;;301,7631522;;;;;;
3d;27;m;600;584;499;298;;303,3100724;;;;;;
3d;27;m;594;579;502;288;;305,1966579;;;;;;
3d;27;m;588;575;504;284;;302,8811648;;;;;;
3d;27;m;583;570;507;275;;304,6325656;;;;;;
3d;27;m;577;566;512;267;;305,9836597;;;;;;
3d;27;m;572;561;517;257;;308,9352683;;;;;;
3d;27;m;567;556;519;252;;307,766145;;;;;;
3d;27;m;562;550;523;244;;308,4752826;;;;;;
3d;27;m;557;545;527;237;;309,45759;;;;;;
3d;27;m;552;540;532;227;;313,6383267;;;;;;
3d;27;m;547;534;535;222;;312,230684;;;;;;
3d;27;m;543;529;541;213;;316,0063291;;;;;;
3d;27;m;539;523;548;205;;318,127333;;;;;;
3d;27;m;535;517;555;193;;324,616697;;;;;;
3d;27;m;531;512;558;189;;324,1265185;;;;;;
3d;27;m;527;506;564;182;;326,105811;;;;;;
3d;27;m;523;500;571;175;;328,5254937;;;;;;
3d;27;m;520;493;579;167;;331,2959402;;;;;;
3d;27;m;517;487;584;163;;330,8549531;;;;;;
3d;27;m;514;481;595;154;;336,8827689;;;;;;
3d;27;m;511;475;605;146;;342,1651648;;;;;;
3d;27;m;508;468;614;138;;346,606405;;;;;;
3d;27;m;506;462;619;133;;347,8649163;;;;;;
3d;27;m;504;455;630;125;;353,2364647;;;;;;
3d;27;m;501;449;640;118;;359,0013928;;;;;;
3d;27;m;499;442;645;115;;358,1131106;;;;;;
3d;27;m;498;435;656;110;;361,3710005;;;;;;
3d;27;m;496;429;668;105;;366,8242086;;;;;;
3d;27;m;495;422;678;101;;369,4996617;;;;;;
3d;27;m;494;415;683;99;;368,2078218;;;;;;
3d;27;m;493;409;693;96;;371,4417855;;;;;;
3d;27;m;492;402;702;95;;371,952954;;;;;;
3d;27;m;492;395;711;93;;373,0482543;;;;;;
3d;27;m;491;388;715;93;;370,4065334;;;;;;
3d;27;m;491;381;723;92;;370,6008635;;;;;;
3d;27;m;491;375;731;92;;371,0646844;;;;;;
3d;27;m;491;368;739;92;;371,0525569;;;;;;
3d;27;m;491;360;744;92;;368,5552876;;;;;;
3d;27;m;491;353;752;93;;368,4033116;;;;;;
3d;27;m;491;345;761;93;;369,3291215;;;;;;
3d;27;m;491;338;770;94;;370,6440341;;;;;;
3d;27;m;492;330;774;95;;367,0817348;;;;;;
3d;27;m;493;323;784;96;;369,0663897;;;;;;
3d;27;m;493;315;793;96;;371,4310165;;;;;;
3d;27;m;495;308;803;97;;373,3430058;;;;;;
3d;27;m;496;301;807;97;;371,9368226;;;;;;
3d;27;m;497;293;816;97;;374,4021902;;;;;;
3d;27;m;499;286;823;98;;374,5931126;;;;;;
3d;27;m;501;279;827;98;;372,8766552;;;;;;
3d;27;m;503;272;835;99;;374,3701377;;;;;;
3d;27;m;505;265;843;101;;375,6860391;;;;;;
3d;27;m;507;258;850;103;;376,396068;;;;;;
3d;27;m;510;251;853;104;;373,1728822;;;;;;
3d;27;m;513;244;860;106;;373,4340638;;;;;;
3d;27;m;516;238;866;108;;373,3630941;;;;;;
3d;27;m;519;231;871;110;;372,2163349;;;;;;
