cond;age;gender;dotx;doty;fingerx;fingery;;distance;;;;;;
3d;48;f;978;192;788;91;;215,1766716;;;;;;
3d;48;f;982;198;800;94;;209,6187015;;;;;;
3d;48;f;986;204;813;97;;203,4158303;;no esperienza;;;;circolare
3d;48;f;991;210;821;99;;203,0295545;;;;;;
3d;48;f;995;216;834;103;;196,6977377;;;;;;
3d;48;f;998;222;850;108;;186,8154169;;;;;;
3d;48;f;1002;229;856;111;;187,7232005;;;;;;
3d;48;f;1006;235;869;118;;180,1610391;;;;;;
3d;48;f;1009;242;884;127;;169,8528775;;;;;;
3d;48;f;1012;249;897;137;;160,5272563;;;;mean distance;;
3d;48;f;1015;255;905;143;;156,9840756;;;3d;109,9186593;;
3d;48;f;1018;262;918;154;;147,1869559;;;mono;131,129151;;
3d;48;f;1021;269;931;166;;136,7808466;;;;;;
3d;48;f;1024;276;939;174;;132,7742445;;;;;;
3d;48;f;1026;283;951;186;;122,613213;;;;;;
3d;48;f;1028;291;961;198;;114,621115;;;;;;
3d;48;f;1030;298;967;204;;113,1591799;;;;;;
3d;48;f;1032;305;977;217;;103,7737925;;;;;;
3d;48;f;1034;312;985;230;;95,52486587;;;;;;
3d;48;f;1036;320;992;243;;88,68483523;;;;;;
3d;48;f;1037;327;996;249;;88,1192374;;;;;;
3d;48;f;1038;335;1002;262;;81,39410298;;;;;;
3d;48;f;1039;342;1008;274;;74,73285757;;;;;;
3d;48;f;1040;350;1010;281;;75,23961722;;;;;;
3d;48;f;1041;357;1014;292;;70,38465742;;;;;;
3d;48;f;1041;365;1017;303;;66,48308055;;;;;;
3d;48;f;1041;372;1019;313;;62,96824597;;;;;;
3d;48;f;1041;379;1020;319;;63,5688603;;;;;;
3d;48;f;1040;386;1022;331;;57,87054518;;;;;;
3d;48;f;1039;392;1023;343;;51,54609588;;;;;;
3d;48;f;1038;399;1024;349;;51,92301994;;;;;;
3d;48;f;1036;406;1024;362;;45,607017;;;;;;
3d;48;f;1035;413;1024;376;;38,60051813;;;;;;
3d;48;f;1033;420;1023;393;;28,7923601;;;;;;
3d;48;f;1031;426;1021;402;;26;;;;;;
3d;48;f;1029;433;1018;421;;16,2788206;;;;;;
3d;48;f;1027;440;1015;440;;12;;;;;;
3d;48;f;1025;446;1013;449;;12,36931688;;;;;;
3d;48;f;1022;453;1007;468;;21,21320344;;;;;;
3d;48;f;1019;459;1001;487;;33,28663395;;;;;;
3d;48;f;1017;466;997;496;;36,05551275;;;;;;
3d;48;f;1014;472;991;514;;47,88527958;;;;;;
3d;48;f;1010;479;985;529;;55,90169944;;;;;;
3d;48;f;1007;485;978;543;;64,84597135;;;;;;
3d;48;f;1004;491;975;549;;64,84597135;;;;;;
3d;48;f;1000;497;968;561;;71,55417528;;;;;;
3d;48;f;996;503;962;571;;76,02631123;;;;;;
3d;48;f;992;509;958;577;;76,02631123;;;;;;
3d;48;f;988;515;950;587;;81,41252975;;;;;;
3d;48;f;984;521;942;596;;85,95929269;;;;;;
3d;48;f;980;527;935;603;;88,32326987;;;;;;
3d;48;f;975;532;931;606;;86,092973;;;;;;
3d;48;f;970;538;924;613;;87,98295289;;;;;;
3d;48;f;966;543;915;619;;91,5259526;;;;;;
3d;48;f;961;548;912;622;;88,75246475;;;;;;
3d;48;f;956;554;904;628;;90,44335244;;;;;;
3d;48;f;951;559;897;632;;90,80198236;;;;;;
3d;48;f;945;564;892;634;;87,80091116;;;;;;
3d;48;f;940;568;884;637;;88,86506625;;;;;;
3d;48;f;935;573;877;640;;88,6171541;;;;;;
3d;48;f;929;578;871;642;;86,37129153;;;;;;
3d;48;f;923;582;867;643;;82,80700453;;;;;;
3d;48;f;918;586;859;645;;83,43860018;;;;;;
3d;48;f;912;591;852;647;;82,07313811;;;;;;
3d;48;f;906;595;850;647;;76,4198927;;;;;;
3d;48;f;900;598;844;648;;75,07329752;;;;;;
3d;48;f;894;602;838;649;;73,10950691;;;;;;
3d;48;f;888;606;835;649;;68,24954212;;;;;;
3d;48;f;881;609;830;649;;64,81512169;;;;;;
3d;48;f;875;612;824;649;;63,00793601;;;;;;
3d;48;f;869;615;819;649;;60,46486583;;;;;;
3d;48;f;862;618;817;649;;54,64430437;;;;;;
3d;48;f;856;621;812;649;;52,15361924;;;;;;
3d;48;f;849;624;808;649;;48,02082881;;;;;;
3d;48;f;842;626;806;648;;42,19004622;;;;;;
3d;48;f;836;628;802;648;;39,44616585;;;;;;
3d;48;f;829;630;799;648;;34,98571137;;;;;;
3d;48;f;822;632;795;647;;30,88689042;;;;;;
3d;48;f;816;634;794;647;;25,55386468;;;;;;
3d;48;f;809;636;790;647;;21,9544984;;;;;;
3d;48;f;802;637;788;647;;17,20465053;;;;;;
3d;48;f;795;638;787;647;;12,04159458;;;;;;
3d;48;f;788;639;785;647;;8,544003745;;;;;;
3d;48;f;782;640;783;647;;7,071067812;;;;;;
3d;48;f;775;641;780;647;;7,810249676;;;;;;
3d;48;f;768;641;779;647;;12,52996409;;;;;;
3d;48;f;761;641;777;647;;17,08800749;;;;;;
3d;48;f;753;641;775;647;;22,8035085;;;;;;
3d;48;f;745;640;774;647;;29,83286778;;;;;;
3d;48;f;738;639;772;647;;34,92849839;;;;;;
3d;48;f;730;638;768;647;;39,05124838;;;;;;
3d;48;f;723;636;766;647;;44,38468204;;;;;;
3d;48;f;716;635;762;647;;47,5394573;;;;;;
3d;48;f;708;633;759;647;;52,88667129;;;;;;
3d;48;f;701;631;756;647;;57,28001397;;;;;;
3d;48;f;694;629;754;647;;62,64183905;;;;;;
3d;48;f;686;627;751;647;;68,00735254;;;;;;
3d;48;f;679;625;749;647;;73,37574531;;;;;;
3d;48;f;672;622;747;647;;79,0569415;;;;;;
3d;48;f;665;619;745;647;;84,7584804;;;;;;
3d;48;f;658;617;743;647;;90,13878189;;;;;;
3d;48;f;651;614;742;646;;96,46242792;;;;;;
3d;48;f;645;610;740;646;;101,5923225;;;;;;
3d;48;f;638;607;739;646;;108,2681855;;;;;;
3d;48;f;631;604;737;645;;113,6529806;;;;;;
3d;48;f;625;600;736;645;;119,7747887;;;;;;
3d;48;f;619;596;735;645;;125,9245806;;;;;;
3d;48;f;612;592;734;645;;133,0150367;;;;;;
3d;48;f;606;588;733;645;;139,204885;;;;;;
3d;48;f;600;584;732;644;;144,9965517;;;;;;
3d;48;f;594;580;730;644;;150,3063538;;;;;;
3d;48;f;589;575;729;644;;156,0801076;;;;;;
3d;48;f;583;571;728;644;;162,3391512;;;;;;
3d;48;f;577;566;727;644;;169,0680336;;;;;;
3d;48;f;572;561;725;643;;173,5885941;;;;;;
3d;48;f;567;556;724;643;;179,4937325;;;;;;
3d;48;f;562;551;722;642;;184,0679222;;;;;;
3d;48;f;557;545;720;641;;189,1692364;;;;;;
3d;48;f;552;540;717;640;;192,9378138;;;;;;
3d;48;f;548;535;715;640;;197,2663174;;;;;;
3d;48;f;543;529;711;638;;200,262328;;;;;;
3d;48;f;539;523;705;636;;200,8108563;;;;;;
3d;48;f;535;518;701;634;;202,514197;;;;;;
3d;48;f;531;512;694;631;;201,8167486;;;;;;
3d;48;f;527;506;687;628;;201,2063617;;;;;;
3d;48;f;524;500;682;626;;202,0890893;;;;;;
3d;48;f;520;494;673;622;;199,4818287;;;;;;
3d;48;f;517;488;664;617;;195,5760722;;;;;;
3d;48;f;514;481;655;612;;192,4629835;;;;;;
3d;48;f;511;475;649;610;;193,0518065;;;;;;
3d;48;f;508;469;639;604;;188,111669;;;;;;
3d;48;f;506;462;629;597;;182,6307751;;;;;;
3d;48;f;504;456;624;594;;182,8770078;;;;;;
3d;48;f;502;449;613;586;;176,3235662;;;;;;
3d;48;f;500;442;603;578;;170,6018757;;;;;;
3d;48;f;498;436;594;570;;164,8393157;;;;;;
3d;48;f;496;429;588;565;;164,195006;;;;;;
3d;48;f;495;422;578;556;;157,6229679;;;;;;
3d;48;f;494;416;570;546;;150,5855239;;;;;;
3d;48;f;493;409;565;542;;151,2382227;;;;;;
3d;48;f;492;402;555;532;;144,4610674;;;;;;
3d;48;f;492;395;546;522;;138,0036231;;;;;;
3d;48;f;491;388;542;517;;138,7155363;;;;;;
3d;48;f;491;382;534;506;;131,2440475;;;;;;
3d;48;f;491;375;525;496;;125,686117;;;;;;
3d;48;f;491;368;517;484;;118,8780888;;;;;;
3d;48;f;491;361;513;478;;119,0504095;;;;;;
3d;48;f;491;353;506;466;;113,9912277;;;;;;
3d;48;f;491;345;500;454;;109,3709285;;;;;;
3d;48;f;491;338;497;448;;110,1635148;;;;;;
3d;48;f;492;330;491;435;;105,0047618;;;;;;
3d;48;f;493;323;486;423;;100,2447006;;;;;;
3d;48;f;493;316;483;417;;101,4938422;;;;;;
3d;48;f;494;308;480;406;;98,99494937;;;;;;
3d;48;f;496;301;477;396;;96,88137076;;;;;;
3d;48;f;497;294;475;385;;93,62157871;;;;;;
3d;48;f;499;286;475;379;;96,04686356;;;;;;
3d;48;f;501;279;473;368;;93,30058949;;;;;;
3d;48;f;503;272;472;359;;92,35799911;;;;;;
3d;48;f;505;265;472;354;;94,9210198;;;;;;
3d;48;f;507;258;472;344;;92,84934033;;;;;;
3d;48;f;510;251;473;335;;91,78779875;;;;;;
3d;48;f;513;245;475;324;;87,66413178;;;;;;
3d;48;f;516;238;476;319;;90,33825325;;;;;;
3d;48;f;519;231;478;310;;89,0056178;;;;;;
3d;48;f;522;225;481;301;;86,3539229;;;;;;
3d;48;f;526;219;482;297;;89,55445271;;;;;;
3d;48;f;529;212;486;287;;86,45229899;;;;;;
3d;48;f;533;206;489;279;;85,23496935;;;;;;
3d;48;f;537;200;492;275;;87,46427842;;;;;;
3d;48;f;541;194;495;267;;86,28441342;;;;;;
3d;48;f;546;189;498;260;;85,70297544;;;;;;
3d;48;f;550;183;501;254;;86,2670273;;;;;;
3d;48;f;555;178;503;250;;88,81441324;;;;;;
3d;48;f;560;172;506;244;;90;;;;;;
3d;48;f;565;167;510;238;;89,81091248;;;;;;
3d;48;f;570;162;512;235;;93,23625904;;;;;;
3d;48;f;575;157;515;230;;94,49338601;;;;;;
3d;48;f;580;152;518;224;;95,01578816;;;;;;
3d;48;f;586;148;522;220;;96,33275663;;;;;;
3d;48;f;592;143;523;217;;101,1780609;;;;;;
3d;48;f;598;139;527;213;;102,5524256;;;;;;
3d;48;f;603;135;530;207;;102,5329215;;;;;;
3d;48;f;610;131;532;205;;107,5174404;;;;;;
3d;48;f;616;127;535;199;;108,3743512;;;;;;
3d;48;f;622;124;540;192;;106,5269919;;;;;;
3d;48;f;628;120;544;188;;108,0740487;;;;;;
3d;48;f;635;117;551;180;;105;;;;;;
3d;48;f;642;114;557;170;;101,7889974;;;;;;
3d;48;f;648;111;566;160;;95,52486587;;;;;;
3d;48;f;655;108;571;156;;96,74709298;;;;;;
3d;48;f;662;106;580;146;;91,23595782;;;;;;
3d;48;f;669;104;590;137;;85,61541917;;;;;;
3d;48;f;676;102;595;133;;86,72946443;;;;;;
3d;48;f;683;100;607;125;;80,00624976;;;;;;
3d;48;f;690;98;617;118;;75,69015788;;;;;;
3d;48;f;697;96;621;115;;78,33900689;;;;;;
3d;48;f;705;95;632;109;;74,33034374;;;;;;
3d;48;f;712;94;642;104;;70,71067812;;;;;;
3d;48;f;720;93;650;101;;70,45565982;;;;;;
3d;48;f;727;92;653;99;;74,33034374;;;;;;
3d;48;f;734;92;662;97;;72,1734023;;;;;;
3d;48;f;742;91;671;94;;71,06335202;;;;;;
3d;48;f;750;91;674;93;;76,02631123;;;;;;
3d;48;f;757;91;680;91;;77;;;;;;
3d;48;f;765;91;687;89;;78,02563681;;;;;;
3d;48;f;772;91;695;88;;77,0584194;;;;;;
3d;48;f;779;91;699;87;;80,09993758;;;;;;
3d;48;f;785;91;705;86;;80,15609771;;;;;;
3d;48;f;792;91;711;85;;81,22191822;;;;;;
3d;48;f;799;92;715;85;;84,29116205;;;;;;
3d;48;f;806;93;723;84;;83,48652586;;;;;;
3d;48;f;813;93;732;83;;81,61494961;;;;;;
3d;48;f;819;94;735;83;;84,71717653;;;;;;
3d;48;f;826;96;743;82;;84,17244205;;;;;;
3d;48;f;833;97;752;82;;82,37718131;;;;;;
3d;48;f;839;99;761;82;;79,83107165;;;;;;
3d;48;f;846;101;765;82;;83,19855768;;;;;;
3d;48;f;853;103;772;82;;83,67795409;;;;;;
3d;48;f;859;105;778;83;;83,93449827;;;;;;
3d;48;f;866;107;782;83;;87,36131867;;;;;;
3d;48;f;872;110;789;84;;86,97700846;;;;;;
3d;48;f;878;113;795;85;;87,59566199;;;;;;
3d;48;f;885;116;800;85;;90,47651629;;;;;;
3d;48;f;891;119;802;86;;94,9210198;;;;;;
3d;48;f;897;122;807;86;;96,93296653;;;;;;
3d;48;f;903;126;812;88;;98,61541462;;;;;;
3d;48;f;909;129;815;88;;102,5524256;;;;;;
3d;48;f;915;133;821;89;;103,788246;;;;;;
3d;48;f;921;137;827;90;;105,0951949;;;;;;
3d;48;f;932;146;829;91;;116,7647207;;;;;;
3d;48;f;953;165;862;103;;110,1135777;;;;;;
3d;48;f;959;170;869;106;;110,4355015;;;;;;
3d;48;f;963;175;875;108;;110,6028933;;;;;;
3d;48;f;968;180;885;113;;106,6677083;;;;;;
3d;48;f;973;186;893;117;;105,6456341;;;;;;
3d;48;f;978;192;897;120;;108,3743512;;;;;;
3d;48;f;982;197;907;126;;103,2763284;;;;;;
3d;48;f;986;203;916;132;;99,70456359;;;;;;
3d;48;f;990;209;923;138;;97,62171889;;;;;;
3d;48;f;994;216;927;140;;101,3163363;;;;;;
3d;48;f;998;222;935;146;;98,71676656;;;;;;
3d;48;f;1002;228;943;152;;96,21330469;;;;;;
3d;48;f;1005;235;946;155;;99,40321926;;;;;;
3d;48;f;1009;241;952;160;;99,04544412;;;;;;
3d;48;f;1012;248;958;166;;98,18350167;;;;;;
3d;48;f;1015;255;961;170;;100,7025322;;;;;;
3d;48;f;1018;262;966;176;;100,4987562;;;;;;
3d;48;f;1021;269;972;182;;99,84988733;;;;;;
3d;48;f;1024;276;976;189;;99,36297097;;;;;;
3d;48;f;1026;283;979;192;;102,420701;;;;;;
3d;48;f;1028;290;982;198;;102,859127;;;;;;
3d;48;f;1030;297;985;205;;102,4158191;;;;;;
3d;48;f;1032;305;987;207;;107,8378412;;;;;;
3d;48;f;1034;312;990;214;;107,424392;;;;;;
3d;48;f;1036;319;993;221;;107,01869;;;;;;
3d;48;f;1037;327;995;225;;110,3086579;;;;;;
3d;48;f;1038;334;998;232;;109,5627674;;;;;;
3d;48;f;1039;342;1001;239;;109,7861558;;;;;;
3d;48;f;1040;349;1005;247;;107,8378412;;;;;;
3d;48;f;1041;357;1007;251;;111,3193604;;;;;;
3d;48;f;1041;365;1010;260;;109,4805919;;;;;;
3d;48;f;1041;372;1013;267;;108,6692229;;;;;;
3d;48;f;1041;378;1014;272;;109,3846424;;;;;;
3d;48;f;1040;385;1017;281;;106,51291;;;;;;
3d;48;f;1039;392;1019;292;;101,9803903;;;;;;
3d;48;f;1038;399;1021;305;;95,52486587;;;;;;
3d;48;f;1036;406;1021;311;;96,17692031;;;;;;
3d;48;f;1035;412;1023;325;;87,82368701;;;;;;
3d;48;f;1033;419;1024;340;;79,51100553;;;;;;
3d;48;f;1031;426;1024;346;;80,30566605;;;;;;
3d;48;f;1029;433;1024;360;;73,17103252;;;;;;
3d;48;f;1027;439;1023;374;;65,12296062;;;;;;
3d;48;f;1025;446;1023;380;;66,03029608;;;;;;
3d;48;f;1022;452;1021;393;;59,00847397;;;;;;
3d;48;f;1020;459;1019;406;;53,00943312;;;;;;
3d;48;f;1017;466;1018;412;;54,00925847;;;;;;
3d;48;f;1014;472;1016;426;;46,04345773;;;;;;
3d;48;f;1011;478;1013;438;;40,04996879;;;;;;
3d;48;f;1007;485;1010;447;;38,11823711;;;;;;
3d;48;f;1004;491;1008;452;;39,20459157;;;;;;
3d;48;f;1000;497;1003;461;;36,12478374;;;;;;
3d;48;f;996;503;1001;466;;37,33630941;;;;;;
3d;48;f;992;509;998;471;;38,47076812;;;;;;
3d;48;f;975;532;968;527;;8,602325267;;;;;;
3d;48;f;971;538;967;528;;10,77032961;;;;;;
3d;48;f;966;543;963;533;;10,44030651;;;;;;
3d;48;f;961;548;961;537;;11;;;;;;
3d;48;f;956;553;956;545;;8;;;;;;
3d;48;f;951;559;950;553;;6,08276253;;;;;;
3d;48;f;946;563;946;557;;6;;;;;;
3d;48;f;940;568;939;565;;3,16227766;;;;;;
3d;48;f;935;573;933;573;;2;;;;;;
3d;48;f;929;577;926;579;;3,605551275;;;;;;
3d;48;f;924;582;923;581;;1,414213562;;;;;;
3d;48;f;918;586;916;587;;2,236067977;;;;;;
3d;48;f;912;590;909;592;;3,605551275;;;;;;
3d;48;f;906;594;906;594;;0;;;;;;
3d;48;f;900;598;897;599;;3,16227766;;;;;;
3d;48;f;894;602;886;605;;8,544003745;;;;;;
3d;48;f;888;605;881;607;;7,280109889;;;;;;
3d;48;f;882;609;872;611;;10,19803903;;;;;;
3d;48;f;875;612;862;616;;13,60147051;;;;;;
3d;48;f;869;615;853;619;;16,4924225;;;;;;
3d;48;f;862;618;849;620;;13,15294644;;;;;;
3d;48;f;856;621;840;623;;16,1245155;;;;;;
3d;48;f;849;623;831;625;;18,11077028;;;;;;
3d;48;f;843;626;827;626;;16;;;;;;
3d;48;f;836;628;820;627;;16,03121954;;;;;;
3d;48;f;829;630;813;629;;16,03121954;;;;;;
3d;48;f;823;632;806;630;;17,11724277;;;;;;
3d;48;f;816;634;803;630;;13,60147051;;;;;;
3d;48;f;809;636;796;632;;13,60147051;;;;;;
3d;48;f;802;637;791;633;;11,70469991;;;;;;
3d;48;f;796;638;788;634;;8,94427191;;;;;;
3d;48;f;789;639;783;635;;7,211102551;;;;;;
3d;48;f;782;640;779;636;;5;;;;;;
3d;48;f;775;641;777;636;;5,385164807;;;;;;
3d;48;f;768;641;774;636;;7,810249676;;;;;;
3d;48;f;761;641;769;637;;8,94427191;;;;;;
3d;48;f;753;641;766;637;;13,60147051;;;;;;
3d;48;f;746;640;764;637;;18,24828759;;;;;;
3d;48;f;738;639;761;638;;23,02172887;;;;;;
3d;48;f;731;638;759;638;;28;;;;;;
3d;48;f;723;636;757;638;;34,05877273;;;;;;
3d;48;f;716;635;755;638;;39,11521443;;;;;;
3d;48;f;708;633;752;638;;44,28317965;;;;;;
3d;48;f;701;631;751;638;;50,48762225;;;;;;
3d;48;f;694;629;749;638;;55,73149917;;;;;;
3d;48;f;687;627;746;638;;60,01666435;;;;;;
3d;48;f;679;625;743;638;;65,30696747;;;;;;
3d;48;f;672;622;741;638;;70,83078427;;;;;;
3d;48;f;665;620;737;638;;74,21590126;;;;;;
3d;48;f;658;617;733;637;;77,62087348;;;;;;
3d;48;f;652;614;731;637;;82,28000972;;;;;;
3d;48;f;645;611;727;636;;85,72630868;;;;;;
3d;48;f;638;607;722;635;;88,54377448;;;;;;
3d;48;f;632;604;717;634;;90,13878189;;;;;;
3d;48;f;625;600;714;632;;94,57801013;;;;;;
3d;48;f;619;596;708;630;;95,27329112;;;;;;
3d;48;f;613;592;703;628;;96,93296653;;;;;;
3d;48;f;607;588;700;627;;100,8464179;;;;;;
3d;48;f;600;584;694;625;;102,5524256;;;;;;
3d;48;f;595;580;688;622;;102,0441081;;;;;;
3d;48;f;589;575;685;621;;106,4518671;;;;;;
3d;48;f;583;571;679;618;;106,8877916;;;;;;
3d;48;f;578;566;672;615;;106,0047169;;;;;;
3d;48;f;572;561;667;612;;107,8239306;;;;;;
3d;48;f;567;556;663;610;;110,1453585;;;;;;
3d;48;f;562;551;658;607;;111,1395519;;;;;;
