cond;age;gender;dotx;doty;fingerx;fingery;;distance;;;;;;;;;;;
3d;20;m;615;128;484;262;;187,3953041;;;;;;;;;;;
3d;20;m;621;124;487;258;;189,5046174;;;;;;;;;;;
3d;20;m;628;121;489;254;;192,3798326;;;;;;;;;;;
3d;20;m;634;117;492;249;;193,8762492;;;;;;;;;;;
3d;20;m;641;114;495;244;;195,4891301;;;;;;;;;;;
3d;20;m;648;111;498;239;;197,1902635;;;;;;;;;;;
3d;20;m;654;109;501;234;;197,5702407;;;;;;;;;;;
3d;20;m;661;106;504;229;;199,4442278;;;;;;;;;;;
3d;20;m;668;104;507;224;;200,8008964;;;;;;;;;;;
3d;20;m;675;102;509;222;;204,8316382;;;;;;;;;;;
3d;20;m;682;100;513;217;;205,5480479;;;;;;;;;;;
3d;20;m;690;98;517;212;;207,1834936;;;;;;;;;;;
3d;20;m;697;96;522;208;;207,7715091;;;;;;;;;;;
3d;20;m;704;95;525;203;;209,0574084;;;;;;;;;;;
3d;20;m;711;94;529;199;;210,1166343;;;;;;;;;;;
3d;20;m;719;93;534;194;;210,7747613;;;;;;;;;;;
3d;20;m;726;92;538;190;;212,0094338;;;;;;;;;;;
3d;20;m;734;92;544;184;;211,1018711;;;;;;;;;;;
3d;20;m;741;91;550;180;;210,7178208;;;;;;;;;;;
3d;20;m;749;91;555;176;;211,8041548;;;;;;;;;;;
3d;20;m;757;91;559;171;;213,5509307;;;;;;;;;;;
3d;20;m;764;91;561;169;;217,4695381;;;;;;;;;;;
3d;20;m;771;91;567;165;;217,0069123;;;;;;;;;;;
3d;20;m;778;91;573;160;;216,3007166;;;;;;;;;;;
3d;20;m;785;91;579;157;;216,3145857;;;;;;;;;;;
3d;20;m;791;91;584;154;;216,374675;;;;;;;;;;;
3d;20;m;798;92;588;152;;218,4032967;;;;;;;;;;;
3d;20;m;805;92;593;150;;219,7908096;;;;;;;;;;;
3d;20;m;812;93;598;147;;220,7079518;;;;;;;;;;;
3d;20;m;819;94;605;144;;219,7635093;;;;;;;;;;;
3d;20;m;825;96;611;141;;218,6801317;;;;;;;;;;;
3d;20;m;832;97;616;139;;220,0454499;;;;;;;;;;;
3d;20;m;839;99;621;137;;221,2871438;;;;;;;;;;;
3d;20;m;845;100;625;134;;222,6117697;;;;;;;;;;;
3d;20;m;852;102;631;132;;223,0269042;;;;;;;;;;;
3d;20;m;858;105;638;129;;221,3052191;;;;;;;;;;;
3d;20;m;865;107;640;128;;225,977875;;;;;;;;;;;
3d;20;m;871;110;645;126;;226,5656638;;;;;;;;;;;
3d;20;m;878;112;650;123;;228,2651966;;;;;;;;;;;
3d;20;m;884;115;654;121;;230,0782476;;;;;;;;;;;
3d;20;m;890;118;659;120;;231,0086578;;;;;;;;;;;
3d;20;m;896;122;663;118;;233,0343322;;;;;;;;;;;
3d;20;m;903;125;668;116;;235,1722773;;;;;;;;;;;
3d;20;m;909;129;673;115;;236,4148895;;;;;;;;;;;
3d;20;m;914;133;677;114;;237,7603836;;;;;;;;;;;
3d;20;m;920;137;681;113;;240,2019983;;;;;;;;;;;
3d;20;m;926;141;685;111;;242,860042;;;;;;;;;;;
3d;20;m;932;145;689;110;;245,5076374;;;;;;;;;;;
3d;20;m;937;150;691;109;;249,3932637;;;;;;;;;;;
3d;20;m;943;154;697;107;;250,4495957;;;;;;;;;;;
3d;20;m;948;159;702;106;;251,6445906;;;;;;;;;;;
3d;20;m;953;164;708;104;;252,2399651;;;;;;;;;;;
3d;20;m;958;169;711;103;;255,6657975;;;;;;;;;;;
3d;20;m;963;174;715;102;;258,2401983;;;;;;;;;;;
3d;20;m;968;180;719;101;;261,2316979;;;;;;;;;;;
3d;20;m;973;185;725;100;;262,1621636;;;;;;;;;;;
3d;20;m;977;191;730;99;;263,5773131;;;;;;;;;;;
3d;20;m;982;197;735;98;;266,1014844;;;;;;;;;;;
3d;20;m;986;203;739;98;;268,3915051;;;;;;;;;;;
3d;20;m;990;209;743;97;;271,2065633;;;;;;;;;;;
3d;20;m;994;215;747;97;;273,7389267;;;;;;;;;;;
3d;20;m;998;221;752;97;;275,4850268;;;;;;;;;;;
3d;20;m;1002;228;758;96;;277,4166542;;;;;;;;;;;
3d;20;m;1005;234;761;96;;280,3212443;;;;;;;;;;;
3d;20;m;1009;241;766;96;;282,973497;;;;;;;;;;;
3d;20;m;1012;247;772;96;;283,5507009;;;;;;;;;;;
3d;20;m;1015;254;778;96;;284,8385508;;;;;;;;;;;
3d;20;m;1018;261;786;97;;284,1126537;;;;;;;;;;;
3d;20;m;1021;268;797;98;;281,2045519;;;;;;;;;;;
3d;20;m;1023;275;800;99;;284,0862545;;;;;;;;;;;
3d;20;m;1026;282;808;102;;282,7083303;;;;;;;;;;;
3d;20;m;1028;289;817;105;;279,9589256;;;;;;;;;;;
3d;20;m;1030;297;825;108;;278,8296971;;;;;;;;;;;
3d;20;m;1032;304;832;113;;276,5519843;;;;;;;;;;;
3d;20;m;1034;311;840;117;;274,3574311;;;;;;;;;;;
3d;20;m;1035;319;851;124;;268,1063222;;;;;;;;;;;
3d;20;m;1037;326;859;129;;265,5051789;;;;;;;;;;;
3d;20;m;1038;334;863;132;;267,2620437;;;;;;;;;;;
3d;20;m;1039;341;871;138;;263,5014231;;;;;;;;;;;
3d;20;m;1040;349;881;144;;259,4339993;;;;;;;;;;;
3d;20;m;1041;356;890;148;;257,0311265;;;;;;;;;;;
3d;20;m;1041;364;899;153;;254,3324596;;;;;;;;;;;
3d;20;m;1041;371;909;160;;248,8875248;;;;;;;;;;;
3d;20;m;1041;378;917;166;;245,6013029;;;;;;;;;;;
3d;20;m;1040;385;925;172;;242,0619755;;;;;;;;;;;
3d;20;m;1039;391;934;180;;235,6819891;;;;;;;;;;;
3d;20;m;1038;398;943;187;;231,4000864;;;;;;;;;;;
3d;20;m;1036;405;950;194;;227,8530228;;;;;;;;;;;
3d;20;m;1035;412;957;203;;223,0807029;;;;;;;;;;;
3d;20;m;1033;419;964;212;;218,1971586;;;;;;;;;;;
3d;20;m;1031;425;968;217;;217,331544;;;;;;;;;;;
3d;20;m;1029;432;975;226;;212,9600902;;;;;;;;;;;
3d;20;m;1027;439;981;235;;209,121974;;;;;;;;;;;
3d;20;m;1025;445;987;244;;204,5605045;;;;;;;;;;;
3d;20;m;1022;452;993;253;;201,1019642;;;;;;;;;;;
3d;20;m;1020;458;999;262;;197,1217898;;;;;;;;;;;
3d;20;m;1017;465;1005;270;;195,3688819;;;;;;;;;;;
3d;20;m;1014;471;1010;279;;192,0416621;;;;;;;;;;;
3d;20;m;1011;478;1014;288;;190,0236827;;;;;;;;;;;
3d;20;m;1008;484;1019;297;;187,32325;;;;;;;;;;;
3d;20;m;1004;490;1022;305;;185,873613;;;;;;;;;;;
3d;20;m;1000;496;1025;313;;184,6997564;;;;;;;;;;;
3d;20;m;997;502;1027;318;;186,4296114;;;;;;;;;;;
3d;20;m;993;508;1032;331;;181,2456896;;;;;;;;;;;
3d;20;m;989;514;1034;336;;183,6001089;;;;;;;;;;;
3d;20;m;985;520;1037;346;;181,6039647;;;;;;;;;;;
3d;20;m;980;526;1041;362;;174,9771414;;;;;;;;;;;
3d;20;m;976;532;1042;369;;175,855054;;;;;;;;;;;
3d;20;m;971;537;1044;381;;172,2353042;;;;;;;;;;;
3d;20;m;966;542;1045;395;;166,8831927;;;;;;;;;;;
3d;20;m;962;548;1046;408;;163,2666531;;;;;;;;;;;
3d;20;m;957;553;1046;421;;159,2011306;;;;;;;;;;;
3d;20;m;951;558;1046;434;;156,2081944;;;;;;;;;;;
3d;20;m;946;563;1046;446;;153,9123127;;;;;;;;;;;
3d;20;m;941;568;1044;458;;150,6950563;;;;;;;;;;;
3d;20;m;935;572;1042;470;;147,8276023;;;;;;;;;;;
3d;20;m;930;577;1039;481;;145,2480637;;;;;;;;;;;
3d;20;m;924;581;1037;485;;148,2733961;;;;;;;;;;;
3d;20;m;918;586;1033;494;;147,2718575;;;;;;;;;;;
3d;20;m;913;590;1030;500;;147,6109752;;;;;;;;;;;
3d;20;m;907;594;1026;507;;147,4109901;;;;;;;;;;;
3d;20;m;901;598;1021;514;;146,4786674;;;;;;;;;;;
3d;20;m;895;602;1017;520;;146,9965986;;;;;;;;;;;
3d;20;m;888;605;1013;528;;146,812806;;;;;;;;;;;
3d;20;m;882;609;1007;534;;145,7737974;;;;;;;;;;;
3d;20;m;876;612;1001;542;;143,2654878;;;;;;;;;;;
3d;20;m;869;615;994;549;;141,3541651;;;;;;;;;;;
3d;20;m;863;618;987;556;;138,6362146;;;;;;;;;;;
3d;20;m;857;621;979;563;;135,0851583;;;;;;;;;;;
3d;20;m;850;623;970;570;;131,1830782;;;;;;;;;;;
3d;20;m;843;626;959;578;;125,5388386;;;;;;;;;;;
3d;20;m;837;628;946;586;;116,8118145;;;;;;;;;;;
3d;20;m;830;630;940;590;;117,0469991;;;;;;;;;;;
3d;20;m;823;632;928;597;;110,6797181;;;;;;;;;;;
3d;20;m;817;634;914;604;;101,5332458;;;;;;;;;;;
3d;20;m;810;635;902;610;;95,33624704;;;;;;;;;;;
3d;20;m;803;637;888;617;;87,32124598;;;;;;;;;;;
3d;20;m;796;638;874;623;;79,42921377;;;;;;;;;;;
3d;20;m;789;639;858;629;;69,72087205;;;;;;;;;;;
3d;20;m;783;640;844;634;;61,29437168;;;;;;;;;;;
3d;20;m;776;641;827;638;;51,0881591;;;;;;;;;;;
3d;20;m;769;641;813;641;;44;;;;;;;;;;;
3d;20;m;762;641;799;643;;37,05401463;;;;;;;;;;;
3d;20;m;754;641;786;644;;32,14031736;;;;;;;;;;;
3d;20;m;746;640;780;644;;34,23448554;;;;;;;;;;;
3d;20;m;739;639;766;644;;27,45906044;;;;;;;;;;;
3d;20;m;731;638;753;644;;22,8035085;;;;;;;;;;;
3d;20;m;724;636;738;644;;16,1245155;;;;;;;;;;;
3d;20;m;717;635;724;643;;10,63014581;;;;;;;;;;;
3d;20;m;709;633;710;642;;9,055385138;;;;;;;;;;;
3d;20;m;702;632;697;641;;10,29563014;;;;;;;;;;;
3d;20;m;695;630;685;638;;12,80624847;;;;;;;;;;;
3d;20;m;687;627;672;635;;17;;;;;;;;;;;
3d;20;m;680;625;660;631;;20,88061302;;;;;;;;;;;
3d;20;m;673;623;648;625;;25,07987241;;;;;;;;;;;
3d;20;m;666;620;637;620;;29;;;;;;;;;;;
3d;20;m;659;617;632;617;;27;;;;;;;;;;;
3d;20;m;652;614;617;608;;35,51056181;;;;;;;;;;;
3d;20;m;646;611;612;605;;34,525353;;;;;;;;;;;
3d;20;m;639;608;605;598;;35,44009029;;;;;;;;;;;
3d;20;m;632;604;598;591;;36,40054945;;;;;;;;;;;
3d;20;m;626;601;590;583;;40,24922359;;;;;;;;;;;
3d;20;m;619;597;582;575;;43,0464865;;;;;;;;;;;
3d;20;m;613;593;574;568;;46,32493929;;;;;;;;;;;
3d;20;m;607;589;568;561;;48,01041554;;;;;;;;;;;
3d;20;m;601;585;563;554;;49,04079934;;;;;;;;;;;
3d;20;m;595;580;557;548;;49,67896939;;;;;;;;;;;
3d;20;m;589;576;551;540;;52,34500931;;;;;;;;;;;
3d;20;m;584;571;546;532;;54,45181356;;;;;;;;;;;
3d;20;m;578;566;542;525;;54,56189146;;;;;;;;;;;
3d;20;m;573;562;538;518;;56,22277119;;;;;;;;;;;
3d;20;m;568;557;535;515;;53,41348144;;;;;;;;;;;
3d;20;m;563;551;531;506;;55,21775077;;;;;;;;;;;
3d;20;m;558;546;529;502;;52,69724851;;;;;;;;;;;
3d;20;m;553;541;526;495;;53,33854141;;;;;;;;;;;
3d;20;m;548;535;523;486;;55,00909016;;;;;;;;;;;
3d;20;m;544;530;518;478;;58,13776741;;;;;;;;;;;
3d;20;m;540;524;515;470;;59,50630219;;;;;;;;;;;
3d;20;m;535;519;512;464;;59,61543424;;;;;;;;;;;
3d;20;m;532;513;510;458;;59,23681288;;;;;;;;;;;
3d;20;m;528;507;507;451;;59,80802622;;;;;;;;;;;
3d;20;m;524;501;505;445;;59,13543777;;;;;;;;;;;
3d;20;m;521;495;502;439;;59,13543777;;;;;;;;;;;
3d;20;m;517;488;501;435;;55,36244214;;;;;;;;;;;
3d;20;m;514;482;498;427;;57,28001397;;;;;;;;;;;
3d;20;m;511;476;495;421;;57,28001397;;;;;;;;;;;
3d;20;m;509;470;494;418;;54,12023651;;;;;;;;;;;
3d;20;m;506;463;492;413;;51,92301994;;;;;;;;;;;
3d;20;m;504;457;489;408;;51,2445119;;;;;;;;;;;
3d;20;m;502;450;487;402;;50,28916384;;;;;;;;;;;
3d;20;m;500;443;485;397;;48,38388161;;;;;;;;;;;
3d;20;m;498;437;483;391;;48,38388161;;;;;;;;;;;
3d;20;m;497;430;482;386;;46,4865572;;;;;;;;;;;
3d;20;m;495;423;481;381;;44,27188724;;;;;;;;;;;
3d;20;m;494;417;480;376;;43,32435804;;;;;;;;;;;
3d;20;m;493;410;480;371;;41,10960958;;;;;;;;;;;
3d;20;m;492;403;480;365;;39,84971769;;;;;;;;;;;
3d;20;m;492;396;480;360;;37,94733192;;;;;;;;;;;
3d;20;m;491;389;480;356;;34,78505426;;;;;;;;;;;
3d;20;m;491;383;480;349;;35,73513677;;;;;;;;;;;
3d;20;m;491;376;480;342;;35,73513677;;;;;;;;;;;
3d;20;m;491;369;481;335;;35,44009029;;;;;;;;;;;
