cond;age;gender;dotx;doty;fingerx;fingery;;distance;;;;;;;
mono;22;m;491;382;548;527;;155,8011553;;;;;;;
mono;22;m;491;375;544;520;;154,3826415;;;;;;;
mono;22;m;491;368;542;516;;156,5407295;;;;;;;
mono;22;m;491;361;538;508;;154,3308135;;;;;;;
mono;22;m;491;353;534;501;;154,1200831;;;;;;;
mono;22;m;491;346;531;493;;152,3450032;;;;;;;
mono;22;m;491;338;527;485;;151,3439791;;;;;;;
mono;22;m;492;331;525;481;;153,5871088;;;;;;;
mono;22;m;493;323;520;470;;149,4590245;;;;;;;
mono;22;m;493;316;517;460;;145,9863007;;;;;;;
mono;22;m;494;309;514;451;;143,4015342;;;;;;;
mono;22;m;496;301;512;446;;145,8800877;;;;;;;
mono;22;m;497;294;509;437;;143,5026132;;;;;;;
mono;22;m;499;287;507;429;;142,2251736;;;;;;;
mono;22;m;501;280;504;422;;142,0316866;;;;;;;
mono;22;m;503;273;502;414;;141,0035461;;;;;;;
mono;22;m;505;266;501;410;;144,0555448;;;;;;;
mono;22;m;507;259;499;403;;144,222051;;;;;;;
mono;22;m;510;252;496;397;;145,6742942;;;;;;;
mono;22;m;512;245;494;391;;147,1054044;;;;;;;
mono;22;m;515;238;492;385;;148,7884404;;;;;;;
mono;22;m;519;232;491;381;;151,6080473;;;;;;;
mono;22;m;522;225;489;373;;151,6344288;;;;;;;
mono;22;m;525;219;487;365;;150,8641773;;;;;;;
mono;22;m;529;213;486;353;;146,4547712;;;;;;;
mono;22;m;533;207;486;342;;142,9475428;;;;;;;
mono;22;m;537;201;486;336;;144,3121616;;;;;;;
mono;22;m;541;195;489;323;;138,1593283;;;;;;;
mono;22;m;545;189;491;310;;132,5028302;;;;;;;
mono;22;m;550;183;494;298;;127,9101247;;;;;;;
mono;22;m;555;178;496;291;;127,4754878;;;;;;;
mono;22;m;559;173;500;279;;121,3136431;;;;;;;
mono;22;m;564;167;505;268;;116,9700816;;;;;;;
mono;22;m;570;162;510;257;;112,3610253;;;;;;;
mono;22;m;575;157;516;246;;106,780148;;;;;;;
mono;22;m;580;153;519;241;;107,0747403;;;;;;;
mono;22;m;586;148;524;232;;104,4030651;;;;;;;
mono;22;m;591;144;530;224;;100,6031809;;;;;;;
mono;22;m;597;139;535;216;;98,85848471;;;;;;;
mono;22;m;603;135;539;211;;99,35793879;;;;;;;
mono;22;m;609;131;542;207;;101,3163363;;;;;;;
mono;22;m;615;127;549;200;;98,41239759;;;;;;;
mono;22;m;622;124;554;194;;97,59098319;;;;;;;
mono;22;m;628;120;561;188;;95,46203434;;;;;;;
mono;22;m;635;117;565;185;;97,59098319;;;;;;;
mono;22;m;641;114;573;180;;94,76286192;;;;;;;
mono;22;m;648;111;582;174;;91,24143795;;;;;;;
mono;22;m;655;109;590;168;;87,78382539;;;;;;;
mono;22;m;662;106;600;162;;83,5463943;;;;;;;
mono;22;m;669;104;605;158;;83,73768566;;;;;;;
mono;22;m;676;102;614;153;;80,28075735;;;;;;;
mono;22;m;683;100;624;147;;75,43208866;;;;;;;
mono;22;m;690;98;634;141;;70,60453243;;;;;;;
mono;22;m;697;96;639;139;;72,20110802;;;;;;;
mono;22;m;704;95;648;134;;68,24221567;;;;;;;
mono;22;m;712;94;655;129;;66,88796603;;;;;;;
mono;22;m;719;93;665;124;;62,2655603;;;;;;;
mono;22;m;727;92;673;120;;60,8276253;;;;;;;
mono;22;m;734;92;681;116;;58,18075283;;;;;;;
mono;22;m;742;91;684;114;;62,39390996;;;;;;;
mono;22;m;749;91;691;110;;61,03277808;;;;;;;
mono;22;m;757;91;700;106;;58,94064811;;;;;;;
mono;22;m;764;91;706;103;;59,22837158;;;;;;;
mono;22;m;771;91;710;101;;61,81423784;;;;;;;
mono;22;m;778;91;716;97;;62,28964601;;;;;;;
mono;22;m;785;91;723;94;;62,07253821;;;;;;;
mono;22;m;792;91;730;91;;62;;;;;;;
mono;22;m;799;92;735;89;;64,07027392;;;;;;;
mono;22;m;805;92;739;88;;66,12110102;;;;;;;
mono;22;m;812;93;745;86;;67,36467917;;;;;;;
mono;22;m;819;94;752;84;;67,74215822;;;;;;;
mono;22;m;826;96;758;83;;69,23149572;;;;;;;
mono;22;m;832;97;762;82;;71,58910532;;;;;;;
mono;22;m;839;99;767;82;;73,97972695;;;;;;;
mono;22;m;846;100;773;80;;75,69015788;;;;;;;
mono;22;m;852;103;778;80;;77,49193506;;;;;;;
mono;22;m;859;105;783;80;;80,00624976;;;;;;;
mono;22;m;865;107;785;80;;84,43340571;;;;;;;
mono;22;m;872;110;791;80;;86,37708029;;;;;;;
mono;22;m;878;112;796;81;;87,66413178;;;;;;;
mono;22;m;884;115;802;82;;88,39117603;;;;;;;
mono;22;m;891;119;807;83;;91,38927727;;;;;;;
mono;22;m;897;122;811;84;;94,02127419;;;;;;;
mono;22;m;903;125;820;85;;92,13576938;;;;;;;
mono;22;m;909;129;827;86;;92,59049627;;;;;;;
mono;22;m;915;133;834;88;;92,66067127;;;;;;;
mono;22;m;920;137;840;89;;93,29523032;;;;;;;
mono;22;m;926;141;844;90;;96,56603958;;;;;;;
mono;22;m;932;145;851;92;;96,79876032;;;;;;;
mono;22;m;937;150;857;94;;97,65244493;;;;;;;
mono;22;m;943;155;863;97;;98,81295462;;;;;;;
mono;22;m;948;159;867;98;;101,4001972;;;;;;;
mono;22;m;953;164;873;102;;101,2126474;;;;;;;
mono;22;m;958;169;880;107;;99,63934966;;;;;;;
mono;22;m;963;175;886;110;;100,7670581;;;;;;;
mono;22;m;968;180;892;114;;100,6578363;;;;;;;
mono;22;m;973;186;895;115;;105,4751155;;;;;;;
mono;22;m;977;191;901;119;;104,6900186;;;;;;;
mono;22;m;982;197;906;122;;106,7754653;;;;;;;
mono;22;m;986;203;912;126;;106,7941946;;;;;;;
mono;22;m;990;209;917;130;;107,5639345;;;;;;;
mono;22;m;994;215;919;132;;111,8659913;;;;;;;
mono;22;m;998;222;923;135;;114,8651383;;;;;;;
mono;22;m;1002;228;928;139;;115,7454103;;;;;;;
mono;22;m;1005;235;932;143;;117,4436035;;;;;;;
mono;22;m;1009;241;935;145;;121,2105606;;;;;;;
mono;22;m;1012;248;940;149;;122,4132346;;;;;;;
mono;22;m;1015;255;945;152;;124,5351356;;;;;;;
mono;22;m;1018;262;948;156;;127,0275561;;;;;;;
mono;22;m;1021;268;952;160;;128,1600562;;;;;;;
mono;22;m;1023;275;954;162;;132,4009063;;;;;;;
mono;22;m;1026;283;957;166;;135,8307771;;;;;;;
mono;22;m;1028;290;961;171;;136,5650028;;;;;;;
mono;22;m;1030;297;964;175;;138,7083271;;;;;;;
mono;22;m;1032;304;967;179;;140,890028;;;;;;;
mono;22;m;1034;312;969;181;;146,2395295;;;;;;;
mono;22;m;1036;319;973;185;;148,0709289;;;;;;;
mono;22;m;1037;327;976;189;;150,8807476;;;;;;;
mono;22;m;1038;334;979;194;;151,9243233;;;;;;;
mono;22;m;1039;342;980;196;;157,4706322;;;;;;;
mono;22;m;1040;349;982;201;;158,9591142;;;;;;;
mono;22;m;1041;357;985;205;;161,9876539;;;;;;;
mono;22;m;1041;364;988;211;;161,9197332;;;;;;;
mono;22;m;1041;371;991;216;;162,8649747;;;;;;;
mono;22;m;1041;378;992;219;;166,3790852;;;;;;;
mono;22;m;1040;385;996;225;;165,9397481;;;;;;;
mono;22;m;1039;392;999;231;;165,8945448;;;;;;;
mono;22;m;1038;399;1002;238;;164,9757558;;;;;;;
mono;22;m;1036;405;1006;244;;163,7711818;;;;;;;
mono;22;m;1035;412;1007;248;;166,3730747;;;;;;;
mono;22;m;1033;419;1009;254;;166,7363188;;;;;;;
mono;22;m;1031;426;1012;259;;168,0773631;;;;;;;
mono;22;m;1029;432;1014;264;;168,6683136;;;;;;;
mono;22;m;1027;439;1017;270;;169,2955995;;;;;;;
mono;22;m;1025;446;1018;274;;172,1423829;;;;;;;
mono;22;m;1022;452;1021;281;;171,002924;;;;;;;
mono;22;m;1020;459;1023;287;;172,0261608;;;;;;;
mono;22;m;1017;465;1025;292;;173,1848723;;;;;;;
mono;22;m;1014;472;1026;295;;177,4063133;;;;;;;
mono;22;m;1011;478;1029;301;;177,9129;;;;;;;
mono;22;m;1007;484;1031;310;;175,647374;;;;;;;
mono;22;m;1004;490;1032;317;;175,2512482;;;;;;;
mono;22;m;1000;497;1034;325;;175,3282636;;;;;;;
mono;22;m;997;503;1034;328;;178,8686669;;;;;;;
mono;22;m;993;509;1035;335;;178,9972067;;;;;;;
mono;22;m;989;515;1035;343;;178,0449381;;;;;;;
mono;22;m;984;520;1035;349;;178,4432683;;;;;;;
mono;22;m;980;526;1035;354;;180,5796223;;;;;;;
mono;22;m;976;532;1035;357;;184,6780983;;;;;;;
mono;22;m;971;537;1035;362;;186,3357185;;;;;;;
mono;22;m;966;543;1035;368;;188,111669;;;;;;;
mono;22;m;961;548;1034;374;;188,6928721;;;;;;;
mono;22;m;956;553;1034;377;;192,50974;;;;;;;
mono;22;m;951;558;1034;381;;195,4942454;;;;;;;
mono;22;m;946;563;1033;385;;198,1236987;;;;;;;
mono;22;m;941;568;1032;390;;199,9124809;;;;;;;
mono;22;m;935;573;1031;393;;204;;;;;;;
mono;22;m;930;577;1031;396;;207,2727671;;;;;;;
mono;22;m;924;582;1030;401;;209,7546185;;;;;;;
mono;22;m;918;586;1029;407;;210,6228857;;;;;;;
mono;22;m;912;590;1028;415;;209,954757;;;;;;;
mono;22;m;906;594;1026;424;;208,0865205;;;;;;;
mono;22;m;900;598;1025;429;;210,2046622;;;;;;;
mono;22;m;894;602;1022;440;;206,4654935;;;;;;;
mono;22;m;888;605;1019;450;;202,9433418;;;;;;;
mono;22;m;882;609;1017;459;;201,8043607;;;;;;;
mono;22;m;876;612;1014;468;;199,4492417;;;;;;;
mono;22;m;869;615;1013;471;;203,646753;;;;;;;
mono;22;m;863;618;1011;478;;203,7253053;;;;;;;
mono;22;m;856;621;1008;484;;204,6289325;;;;;;;
mono;22;m;850;623;1004;490;;203,482186;;;;;;;
mono;22;m;843;626;1003;493;;208,0600875;;;;;;;
mono;22;m;836;628;1000;499;;208,655218;;;;;;;
mono;22;m;830;630;996;507;;206,603485;;;;;;;
mono;22;m;823;632;990;516;;203,3346994;;;;;;;
mono;22;m;816;634;983;527;;198,3380952;;;;;;;
mono;22;m;810;635;979;533;;197,395542;;;;;;;
mono;22;m;803;637;972;543;;193,3830396;;;;;;;
mono;22;m;796;638;965;549;;191,0026178;;;;;;;
mono;22;m;789;639;959;557;;188,7432118;;;;;;;
mono;22;m;782;640;953;562;;187,9494613;;;;;;;
mono;22;m;775;641;951;564;;192,1067412;;;;;;;
mono;22;m;769;641;946;569;;191,0837513;;;;;;;
mono;22;m;761;641;936;576;;186,681547;;;;;;;
mono;22;m;754;641;920;590;;173,6577093;;;;;;;
mono;22;m;746;640;915;594;;175,1485084;;;;;;;
mono;22;m;739;639;908;599;;173,6692258;;;;;;;
mono;22;m;731;638;902;602;;174,7483906;;;;;;;
mono;22;m;724;636;897;605;;175,755512;;;;;;;
mono;22;m;716;635;893;607;;179,2010045;;;;;;;
mono;22;m;709;633;891;608;;183,709009;;;;;;;
mono;22;m;702;631;886;610;;185,1944924;;;;;;;
mono;22;m;694;629;883;611;;189,855208;;;;;;;
mono;22;m;687;627;879;612;;192,5850461;;;;;;;
mono;22;m;680;625;876;613;;196,3670033;;;;;;;
mono;22;m;673;622;874;614;;201,159141;;;;;;;
mono;22;m;666;620;871;615;;205,0609665;;;;;;;
mono;22;m;659;617;868;616;;209,0023923;;;;;;;
mono;22;m;652;614;864;617;;212,0212254;;;;;;;
mono;22;m;645;611;860;617;;215,0837046;;;;;;;
mono;22;m;639;607;858;618;;219,2760817;;;;;;;
mono;22;m;632;604;854;618;;222,4410034;;;;;;;
mono;22;m;626;600;851;619;;225,8007972;;;;;;;
mono;22;m;619;597;847;620;;229,1571513;;;;;;;
mono;22;m;613;593;845;620;;233,5658365;;;;;;;
mono;22;m;607;589;842;620;;237,0358623;;;;;;;
mono;22;m;601;584;839;621;;240,8588798;;;;;;;
mono;22;m;595;580;834;622;;242,6623168;;;;;;;
mono;22;m;589;576;817;625;;233,2059176;;;;;;;
mono;22;m;584;571;806;628;;229,2007853;;;;;;;
mono;22;m;578;566;795;630;;226,2410219;;;;;;;
mono;22;m;573;561;782;631;;220,4109798;;;;;;;
mono;22;m;567;556;767;632;;213,9532659;;;;;;;
mono;22;m;562;551;752;631;;206,1552813;;;;;;;
mono;22;m;557;546;745;630;;205,9126028;;;;;;;
mono;22;m;553;541;730;626;;196,3517252;;;;;;;
mono;22;m;548;535;716;621;;188,7326151;;;;;;;
mono;22;m;544;530;702;614;;178,9413312;;;;;;;
mono;22;m;539;524;695;611;;178,6197078;;;;;;;
mono;22;m;535;518;682;606;;171,3271724;;;;;;;
mono;22;m;531;512;669;600;;163,6704005;;;;;;;
mono;22;m;528;506;658;594;;156,9840756;;;;;;;
mono;22;m;524;500;647;587;;150,6585544;;;;;;;
mono;22;m;521;494;642;585;;151,4001321;;;;;;;
mono;22;m;517;488;633;581;;148,6775033;;;;;;;
mono;22;m;514;482;625;576;;145,4544602;;;;;;;
mono;22;m;511;476;617;573;;143,6836804;;;;;;;
mono;22;m;509;469;610;568;;141,4284271;;;;;;;
mono;22;m;506;463;607;567;;144,9724112;;;;;;;
mono;22;m;504;456;601;563;;144,4229899;;;;;;;
mono;22;m;502;450;596;560;;144,692778;;;;;;;
mono;22;m;500;443;590;556;;144,4610674;;;;;;;
mono;22;m;498;436;585;552;;145;;;;;;;
mono;22;m;496;430;583;550;;148,2194319;;;;;;;
mono;22;m;495;423;578;545;;147,5567687;;;;;;;
mono;22;m;494;416;573;539;;146,1848145;;;;;;;
mono;22;m;493;410;568;534;;144,9172177;;;;;;;
mono;22;m;492;403;565;531;;147,3533169;;;;;;;
mono;22;m;492;396;560;525;;145,8252379;;;;;;;
mono;22;m;491;389;555;519;;144,8999655;;;;;;;
mono;22;m;491;382;550;512;;142,7620398;;;;;;;
mono;22;m;491;376;544;503;;137,6154061;;;;;;;
mono;22;m;491;369;542;498;;138,7155363;;;;;;;
mono;22;m;491;361;537;490;;136,9561974;;;;;;;
mono;22;m;491;354;532;479;;131,552271;;;;;;;
mono;22;m;491;346;528;470;;129,4024729;;;;;;;
mono;22;m;491;339;524;460;;125,4192968;;;;;;;
mono;22;m;492;331;522;457;;129,5221989;;;;;;;
mono;22;m;492;324;518;447;;125,7179383;;;;;;;
mono;22;m;493;316;515;439;;124,9519908;;;;;;;
mono;22;m;494;309;512;431;;123,3207201;;;;;;;
mono;22;m;496;302;511;428;;126,8897159;;;;;;;
mono;22;m;497;294;509;421;;127,5656694;;;;;;;
mono;22;m;499;287;506;413;;126,1942946;;;;;;;
mono;22;m;500;280;504;407;;127,0629765;;;;;;;
mono;22;m;502;273;501;402;;129,0038759;;;;;;;
mono;22;m;505;266;500;398;;132,094663;;;;;;;
mono;22;m;507;259;498;391;;132,3064624;;;;;;;
mono;22;m;510;252;495;383;;131,855982;;;;;;;
mono;22;m;512;245;493;375;;131,381125;;;;;;;
mono;22;m;515;239;491;367;;130,2305648;;;;;;;
mono;22;m;518;232;490;364;;134,9370223;;;;;;;
mono;22;m;522;226;489;355;;133,1540461;;;;;;;
mono;22;m;525;219;488;345;;131,3202193;;;;;;;
mono;22;m;529;213;487;336;;129,9730741;;;;;;;
mono;22;m;533;207;487;332;;133,1953453;;;;;;;
mono;22;m;537;201;487;322;;130,9236419;;;;;;;
mono;22;m;541;195;487;312;;128,8603896;;;;;;;
mono;22;m;545;189;488;303;;127,4558747;;;;;;;
mono;22;m;550;184;490;295;;126,1784451;;;;;;;
mono;22;m;554;178;491;291;;129,3754227;;;;;;;
mono;22;m;559;173;493;283;;128,2809417;;;;;;;
mono;22;m;564;168;496;275;;126,7793359;;;;;;;
mono;22;m;569;162;499;266;;125,3634716;;;;;;;
mono;22;m;575;158;504;258;;122,6417547;;;;;;;
mono;22;m;580;153;506;253;;124,4025723;;;;;;;
mono;22;m;585;148;511;245;;122,0040983;;;;;;;
mono;22;m;591;144;517;238;;119,6327714;;;;;;;
mono;22;m;597;139;523;230;;117,2902383;;;;;;;
mono;22;m;603;135;527;226;;118,56222;;;;;;;
mono;22;m;609;131;533;218;;115,5205609;;;;;;;
mono;22;m;615;128;542;210;;109,7861558;;;;;;;
mono;22;m;621;124;550;202;;105,4751155;;;;;;;
mono;22;m;628;121;558;194;;101,1385189;;;;;;;
mono;22;m;634;117;562;190;;102,5329215;;;;;;;
mono;22;m;641;114;571;182;;97,59098319;;;;;;;
mono;22;m;648;111;579;176;;94,79451461;;;;;;;
mono;22;m;654;109;587;169;;89,93886813;;;;;;;
mono;22;m;661;106;594;162;;87,32124598;;;;;;;
mono;22;m;668;104;598;159;;89,02246907;;;;;;;
mono;22;m;675;102;605;153;;86,60831369;;;;;;;
mono;22;m;682;100;612;147;;84,31488599;;;;;;;
mono;22;m;690;98;618;143;;84,90583019;;;;;;;
mono;22;m;697;96;623;137;;84,59905437;;;;;;;
mono;22;m;704;95;627;134;;86,31338251;;;;;;;
mono;22;m;711;94;635;129;;83,67197858;;;;;;;
mono;22;m;719;93;642;125;;83,38465087;;;;;;;
mono;22;m;726;92;649;120;;81,93289938;;;;;;;
mono;22;m;734;92;652;117;;85,72630868;;;;;;;
mono;22;m;741;91;660;114;;84,20213774;;;;;;;
mono;22;m;749;91;668;110;;83,19855768;;;;;;;
mono;22;m;756;91;674;107;;83,5463943;;;;;;;
mono;22;m;764;91;682;104;;83,02409289;;;;;;;
mono;22;m;771;91;684;103;;87,82368701;;;;;;;
mono;22;m;778;91;692;101;;86,57944329;;;;;;;
mono;22;m;785;91;700;98;;85,28774824;;;;;;;
mono;22;m;791;91;706;97;;85,21150157;;;;;;;
mono;22;m;798;92;712;96;;86,092973;;;;;;;
mono;22;m;805;92;716;96;;89,08984229;;;;;;;
mono;22;m;812;93;724;95;;88,02272434;;;;;;;
mono;22;m;819;94;732;94;;87;;;;;;;
mono;22;m;825;96;740;93;;85,0529247;;;;;;;
mono;22;m;832;97;743;93;;89,08984229;;;;;;;
mono;22;m;839;99;751;93;;88,20430828;;;;;;;
mono;22;m;845;100;760;93;;85,28774824;;;;;;;
mono;22;m;852;102;767;92;;85,58621384;;;;;;;
mono;22;m;858;105;774;92;;85;;;;;;;
mono;22;m;865;107;777;92;;89,26925563;;;;;;;
mono;22;m;871;110;786;92;;86,88498144;;;;;;;
mono;22;m;878;112;794;92;;86,34813258;;;;;;;
mono;22;m;884;115;801;92;;86,127812;;;;;;;
mono;22;m;890;118;808;93;;85,72630868;;;;;;;
mono;22;m;896;122;812;93;;88,86506625;;;;;;;
mono;22;m;903;125;821;95;;87,31551981;;;;;;;
mono;22;m;909;129;828;96;;87,46427842;;;;;;;
mono;22;m;914;133;835;99;;86,00581376;;;;;;;
mono;22;m;920;137;839;101;;88,63972022;;;;;;;
mono;22;m;926;141;849;104;;85,42833254;;;;;;;
mono;22;m;932;145;858;108;;82,73451517;;;;;;;
mono;22;m;937;150;866;111;;81,0061726;;;;;;;
mono;22;m;943;154;876;115;;77,52418977;;;;;;;
mono;22;m;948;159;880;117;;79,92496481;;;;;;;
mono;22;m;953;164;888;120;;78,49203781;;;;;;;
mono;22;m;958;169;894;123;;78,81624198;;;;;;;
mono;22;m;963;174;900;127;;78,60025445;;;;;;;
mono;22;m;968;180;908;132;;76,83749085;;;;;;;
mono;22;m;973;185;912;133;;80,15609771;;;;;;;
mono;22;m;977;191;917;137;;80,72174428;;;;;;;
mono;22;m;982;197;923;140;;82,03657721;;;;;;;
mono;22;m;986;203;928;143;;83,45058418;;;;;;;
mono;22;m;990;209;930;145;;87,7268488;;;;;;;
mono;22;m;994;215;936;149;;87,86353055;;;;;;;
mono;22;m;998;221;943;154;;86,68333173;;;;;;;
mono;22;m;1002;228;948;160;;86,83317338;;;;;;;
mono;22;m;1005;234;954;165;;85,80209788;;;;;;;
mono;22;m;1009;241;957;168;;89,62700486;;;;;;;
mono;22;m;1012;248;962;174;;89,30845425;;;;;;;
mono;22;m;1015;254;967;179;;89,04493248;;;;;;;
mono;22;m;1018;261;972;184;;89,69392399;;;;;;;
mono;22;m;1021;268;976;190;;90,04998612;;;;;;;
mono;22;m;1023;275;979;193;;93,05912099;;;;;;;
mono;22;m;1026;282;982;197;;95,713113;;;;;;;
mono;22;m;1028;289;985;202;;97,04638066;;;;;;;
mono;22;m;1030;297;989;207;;98,89893832;;;;;;;
mono;22;m;1032;304;990;209;;103,8701112;;;;;;;
mono;22;m;1034;311;993;214;;105,3090689;;;;;;;
mono;22;m;1035;319;996;218;;108,2681855;;;;;;;
mono;22;m;1037;326;1000;223;;109,4440496;;;;;;;
mono;22;m;1038;334;1002;226;;113,8419958;;;;;;;
mono;22;m;1039;341;1004;228;;118,2962383;;;;;;;
mono;22;m;1040;349;1007;232;;121,5647975;;;;;;;
mono;22;m;1041;356;1009;236;;124,1933976;;;;;;;
mono;22;m;1041;364;1011;239;;128,5496013;;;;;;;
mono;22;m;1041;371;1013;243;;131,0267148;;;;;;;
mono;22;m;1041;378;1013;245;;135,9154149;;;;;;;
mono;22;m;1040;385;1014;249;;138,4629914;;;;;;;
mono;22;m;1039;391;1016;254;;138,9172416;;;;;;;
mono;22;m;1038;398;1017;258;;141,5662389;;;;;;;
mono;22;m;1036;405;1018;262;;144,128415;;;;;;;
mono;22;m;1035;412;1019;264;;148,8623525;;;;;;;
mono;22;m;1033;419;1020;269;;150,5622795;;;;;;;
mono;22;m;1031;425;1021;275;;150,3329638;;;;;;;
mono;22;m;1029;432;1023;282;;150,119952;;;;;;;
mono;22;m;1027;439;1024;286;;153,0294089;;;;;;;
mono;22;m;1025;445;1025;293;;152;;;;;;;
mono;22;m;1022;452;1026;300;;152,0526225;;;;;;;
mono;22;m;1020;458;1028;308;;150,2131818;;;;;;;
mono;22;m;1017;465;1030;317;;148,5698489;;;;;;;
mono;22;m;1014;471;1030;321;;150,8509198;;;;;;;
mono;22;m;1011;478;1032;329;;150,4725889;;;;;;;
mono;22;m;1008;484;1033;336;;150,0966355;;;;;;;
mono;22;m;1004;490;1035;344;;149,2548157;;;;;;;
mono;22;m;1000;496;1036;351;;149,4021419;;;;;;;
mono;22;m;997;502;1037;354;;153,3101432;;;;;;;
mono;22;m;993;508;1039;360;;154,9838701;;;;;;;
mono;22;m;989;514;1040;366;;156,5407295;;;;;;;
mono;22;m;985;520;1041;372;;158,2403236;;;;;;;
mono;22;m;980;526;1041;374;;163,7833935;;;;;;;
mono;22;m;976;531;1041;380;;164,3958637;;;;;;;
mono;22;m;971;537;1041;386;;166,436174;;;;;;;
mono;22;m;966;542;1041;392;;167,7050983;;;;;;;
mono;22;m;962;548;1039;402;;165,0605949;;;;;;;
mono;22;m;957;553;1038;408;;166,0903369;;;;;;;
mono;22;m;951;558;1035;418;;163,2666531;;;;;;;
mono;22;m;946;563;1032;432;;156,7067325;;;;;;;
mono;22;m;941;568;1029;442;;153,6879956;;;;;;;
mono;22;m;935;572;1027;447;;155,2063143;;;;;;;
mono;22;m;930;577;1024;455;;154,0129865;;;;;;;
mono;22;m;924;581;1020;464;;151,3439791;;;;;;;
mono;22;m;918;586;1018;471;;152,3975065;;;;;;;
mono;22;m;913;590;1015;478;;151,4859729;;;;;;;
mono;22;m;907;594;1014;482;;154,8967398;;;;;;;
mono;22;m;901;598;1011;490;;154,1557654;;;;;;;
mono;22;m;895;602;1005;501;;149,3351934;;;;;;;
mono;22;m;888;605;1000;509;;147,5127113;;;;;;;
mono;22;m;882;609;995;518;;145,0861813;;;;;;;
mono;22;m;876;612;991;522;;146,0308187;;;;;;;
mono;22;m;869;615;985;532;;142,6359001;;;;;;;
mono;22;m;863;618;979;539;;140,346001;;;;;;;
mono;22;m;856;621;972;546;;138,1339929;;;;;;;
mono;22;m;850;623;967;553;;136,341483;;;;;;;
mono;22;m;843;626;964;556;;139,7891269;;;;;;;
mono;22;m;837;628;959;561;;139,1869247;;;;;;;
mono;22;m;830;630;956;565;;141,7779955;;;;;;;
mono;22;m;823;632;952;569;;143,5618334;;;;;;;
mono;22;m;817;634;950;570;;147,5974255;;;;;;;
mono;22;m;810;635;946;573;;149,4657151;;;;;;;
mono;22;m;803;637;941;577;;150,4792344;;;;;;;
mono;22;m;796;638;933;585;;146,89452;;;;;;;
mono;22;m;789;639;923;595;;141,0390017;;;;;;;
mono;22;m;783;640;919;598;;142,3376268;;;;;;;
mono;22;m;776;641;913;604;;141,9084212;;;;;;;
mono;22;m;769;641;902;614;;135,7129323;;;;;;;
mono;22;m;762;641;895;619;;134,8072698;;;;;;;
mono;22;m;754;641;891;623;;138,1774222;;;;;;;
mono;22;m;747;640;889;625;;142,7900557;;;;;;;
mono;22;m;739;639;884;628;;145,4166428;;;;;;;
mono;22;m;731;638;880;629;;149,2715646;;;;;;;
mono;22;m;724;636;877;631;;153,0816775;;;;;;;
mono;22;m;717;635;874;632;;157,0286598;;;;;;;
mono;22;m;709;633;868;634;;159,0031446;;;;;;;
mono;22;m;702;632;852;640;;150,2131818;;;;;;;
