cond;age;gender;dotx;doty;fingerx;fingery;;distance;;;;;;;;
mono;23;m;928;578;1036;478;;147,1869559;;;;;;;;
mono;23;m;923;583;1034;485;;148,0709289;;;;;;;;
mono;23;m;917;587;1031;493;;147,7565565;;;;;;;;
mono;23;m;911;591;1029;500;;149,0134222;;;;;;;;
mono;23;m;905;595;1028;503;;153,6001302;;;;;;;;
mono;23;m;899;599;1024;509;;154,029218;;;;;;;;
mono;23;m;893;603;1020;516;;153,9415473;;;;;;;;
mono;23;m;887;606;1019;520;;157,5436447;;;;;;;;
mono;23;m;880;609;1015;528;;157,4357012;;;;;;;;
mono;23;m;874;613;1012;534;;159,0125781;;;;;;;;
mono;23;m;868;616;1008;540;;159,298462;;;;;;;;
mono;23;m;861;619;1006;543;;163,7101096;;;;;;;;
mono;23;m;855;621;1001;549;;162,788206;;;;;;;;
mono;23;m;848;624;996;554;;163,7192719;;;;;;;;
mono;23;m;841;626;992;558;;165,6049516;;;;;;;;
mono;23;m;835;629;991;560;;170,5784277;;;;;;;;
mono;23;m;828;631;988;562;;174,2440817;;;;;;;;
mono;23;m;821;633;985;564;;177,9241411;;;;;;;;
mono;23;m;815;634;982;567;;179,9388785;;;;;;;;
mono;23;m;808;636;980;568;;184,9540483;;;;;;;;
mono;23;m;801;637;977;569;;188,6796226;;;;;;;;
mono;23;m;794;638;974;571;;192,0650931;;;;;;;;
mono;23;m;787;639;970;573;;194,537914;;;;;;;;
mono;23;m;781;640;968;573;;198,6403786;;;;;;;;
mono;23;m;774;641;964;574;;201,4671189;;;;;;;;
mono;23;m;767;641;961;576;;204,599609;;;;;;;;
mono;23;m;759;641;959;577;;209,990476;;;;;;;;
mono;23;m;752;640;956;580;;212,6405418;;;;;;;;
mono;23;m;744;640;952;582;;215,9351755;;;;;;;;
mono;23;m;737;639;948;585;;217,8003673;;;;;;;;
mono;23;m;729;637;946;587;;222,6858774;;;;;;;;
mono;23;m;722;636;942;589;;224,9644416;;;;;;;;
mono;23;m;714;635;938;591;;228,2805292;;;;;;;;
mono;23;m;707;633;934;594;;230,3258561;;;;;;;;
mono;23;m;700;631;931;595;;233,7883658;;;;;;;;
mono;23;m;692;629;927;596;;237,30571;;;;;;;;
mono;23;m;685;627;923;599;;239,6413988;;;;;;;;
mono;23;m;678;624;918;601;;241,0995645;;;;;;;;
mono;23;m;671;622;915;602;;244,8183;;;;;;;;
mono;23;m;664;619;911;604;;247,4550464;;;;;;;;
mono;23;m;657;616;905;605;;248,2438317;;;;;;;;
mono;23;m;650;613;900;607;;250,0719896;;;;;;;;
mono;23;m;644;610;897;608;;253,007905;;;;;;;;
mono;23;m;637;607;892;609;;255,007843;;;;;;;;
mono;23;m;630;603;886;612;;256,1581543;;;;;;;;
mono;23;m;624;599;879;614;;255,4407955;;;;;;;;
mono;23;m;618;596;876;615;;258,6986664;;;;;;;;
mono;23;m;611;592;869;618;;259,3067681;;;;;;;;
mono;23;m;605;588;863;621;;260,1019031;;;;;;;;
mono;23;m;599;583;854;624;;258,2750472;;;;;;;;
mono;23;m;594;579;850;625;;260,0999808;;;;;;;;
mono;23;m;588;574;841;627;;258,4917794;;;;;;;;
mono;23;m;582;570;833;629;;257,8410363;;;;;;;;
mono;23;m;577;565;829;630;;260,2479587;;;;;;;;
mono;23;m;571;560;819;632;;258,2401983;;;;;;;;
mono;23;m;566;555;810;633;;256,16401;;;;;;;;
mono;23;m;561;550;800;634;;253,3317982;;;;;;;;
mono;23;m;556;545;795;635;;255,3840246;;;;;;;;
mono;23;m;552;539;783;635;;250,1539526;;;;;;;;
mono;23;m;547;534;771;635;;245,7173173;;;;;;;;
mono;23;m;543;528;756;634;;237,9180531;;;;;;;;
mono;23;m;538;523;750;633;;238,8388578;;;;;;;;
mono;23;m;534;517;735;630;;230,5862095;;;;;;;;
mono;23;m;530;511;720;628;;223,1344886;;;;;;;;
mono;23;m;527;505;704;624;;213,2838484;;;;;;;;
mono;23;m;523;499;696;622;;212,2686976;;;;;;;;
mono;23;m;520;493;682;616;;203,4035398;;;;;;;;
mono;23;m;517;487;666;611;;193,8478785;;;;;;;;
mono;23;m;514;480;653;606;;187,6086352;;;;;;;;
mono;23;m;511;474;646;603;;186,7243958;;;;;;;;
mono;23;m;508;468;632;596;;178,2133553;;;;;;;;
mono;23;m;506;461;619;587;;169,2483382;;;;;;;;
mono;23;m;503;455;606;578;;160,4306704;;;;;;;;
mono;23;m;501;448;601;574;;160,8601877;;;;;;;;
mono;23;m;499;442;589;564;;151,6047493;;;;;;;;
mono;23;m;498;435;579;555;;144,7791421;;;;;;;;
mono;23;m;496;428;573;549;;143,4224529;;;;;;;;
mono;23;m;495;421;565;539;;137,2005831;;;;;;;;
mono;23;m;494;415;555;527;;127,5343091;;;;;;;;
mono;23;m;493;408;548;518;;122,9837388;;;;;;;;
mono;23;m;492;401;544;513;;123,4827923;;;;;;;;
mono;23;m;492;394;537;501;;116,0775603;;;;;;;;
mono;23;m;491;388;531;490;;109,5627674;;;;;;;;
mono;23;m;491;381;526;480;;105,0047618;;;;;;;;
mono;23;m;491;374;523;473;;104,0432602;;;;;;;;
mono;23;m;491;367;518;462;;98,762341;;;;;;;;
mono;23;m;491;360;515;453;;96,04686356;;;;;;;;
mono;23;m;491;352;510;442;;91,98369421;;;;;;;;
mono;23;m;491;344;509;437;;94,72592042;;;;;;;;
mono;23;m;491;337;505;427;;91,08238029;;;;;;;;
mono;23;m;492;329;503;417;;88,68483523;;;;;;;;
mono;23;m;493;322;501;407;;85,37564055;;;;;;;;
mono;23;m;494;315;499;403;;88,141931;;;;;;;;
mono;23;m;495;307;498;395;;88,05112151;;;;;;;;
mono;23;m;496;300;496;387;;87;;;;;;;;
mono;23;m;497;293;495;378;;85,02352616;;;;;;;;
mono;23;m;499;285;494;373;;88,141931;;;;;;;;
mono;23;m;501;278;493;366;;88,36288814;;;;;;;;
mono;23;m;503;271;492;359;;88,68483523;;;;;;;;
mono;23;m;505;264;490;348;;85,32877592;;;;;;;;
mono;23;m;508;257;490;343;;87,86353055;;;;;;;;
mono;23;m;510;250;490;336;;88,29496022;;;;;;;;
mono;23;m;513;244;492;327;;85,61541917;;;;;;;;
mono;23;m;516;237;492;322;;88,32326987;;;;;;;;
mono;23;m;519;231;492;311;;84,43340571;;;;;;;;
mono;23;m;523;224;493;303;;84,50443775;;;;;;;;
mono;23;m;526;218;495;294;;82,07923002;;;;;;;;
mono;23;m;530;212;495;290;;85,49268975;;;;;;;;
mono;23;m;534;205;496;280;;84,07734534;;;;;;;;
mono;23;m;538;199;499;272;;82,76472679;;;;;;;;
mono;23;m;542;194;501;264;;81,12336285;;;;;;;;
mono;23;m;546;188;503;259;;83,00602388;;;;;;;;
mono;23;m;551;182;505;251;;82,92767934;;;;;;;;
mono;23;m;556;177;509;244;;81,84130986;;;;;;;;
mono;23;m;560;171;512;236;;80,80222769;;;;;;;;
mono;23;m;565;166;515;232;;82,80096618;;;;;;;;
mono;23;m;571;161;520;225;;81,83520025;;;;;;;;
mono;23;m;576;156;524;217;;80,15609771;;;;;;;;
mono;23;m;581;152;528;211;;79,30952024;;;;;;;;
mono;23;m;587;147;531;208;;82,80700453;;;;;;;;
mono;23;m;593;143;535;202;;82,73451517;;;;;;;;
mono;23;m;598;138;543;193;;77,78174593;;;;;;;;
mono;23;m;604;134;549;186;;75,69015788;;;;;;;;
mono;23;m;610;130;552;182;;77,89736838;;;;;;;;
mono;23;m;617;127;561;175;;73,75635566;;;;;;;;
mono;23;m;623;123;569;168;;70,29224708;;;;;;;;
mono;23;m;629;120;579;160;;64,03124237;;;;;;;;
mono;23;m;636;117;583;156;;65,80273551;;;;;;;;
mono;23;m;642;114;593;150;;60,80296045;;;;;;;;
mono;23;m;649;111;602;145;;58,00862005;;;;;;;;
mono;23;m;656;108;607;141;;59,07622195;;;;;;;;
mono;23;m;663;106;615;136;;56,60388679;;;;;;;;
mono;23;m;670;103;623;130;;54,20332093;;;;;;;;
mono;23;m;677;101;634;123;;48,3011387;;;;;;;;
mono;23;m;684;99;639;121;;50,08991915;;;;;;;;
mono;23;m;691;98;649;117;;46,09772229;;;;;;;;
mono;23;m;698;96;659;113;;42,54409477;;;;;;;;
mono;23;m;706;95;669;109;;39,56008089;;;;;;;;
mono;23;m;713;94;673;108;;42,3792402;;;;;;;;
mono;23;m;721;93;681;104;;41,48493703;;;;;;;;
mono;23;m;728;92;689;101;;40,02499219;;;;;;;;
mono;23;m;736;92;699;97;;37,33630941;;;;;;;;
mono;23;m;743;91;702;96;;41,30375286;;;;;;;;
mono;23;m;751;91;708;93;;43,0464865;;;;;;;;
mono;23;m;758;91;713;91;;45;;;;;;;;
mono;23;m;766;91;720;89;;46,04345773;;;;;;;;
mono;23;m;773;91;724;89;;49,04079934;;;;;;;;
mono;23;m;779;91;730;88;;49,09175083;;;;;;;;
mono;23;m;786;91;735;86;;51,2445119;;;;;;;;
mono;23;m;793;91;740;85;;53,33854141;;;;;;;;
mono;23;m;800;92;743;85;;57,42821606;;;;;;;;
mono;23;m;807;93;748;85;;59,53990259;;;;;;;;
mono;23;m;813;94;753;85;;60,67124525;;;;;;;;
mono;23;m;820;95;758;84;;62,96824597;;;;;;;;
mono;23;m;827;96;761;84;;67,08203932;;;;;;;;
mono;23;m;834;97;765;84;;70,21395873;;;;;;;;
mono;23;m;840;99;768;83;;73,75635566;;;;;;;;
mono;23;m;847;101;770;83;;79,07591289;;;;;;;;
mono;23;m;853;103;774;83;;81,49233093;;;;;;;;
mono;23;m;860;105;778;83;;84,89994111;;;;;;;;
mono;23;m;866;108;783;83;;86,68333173;;;;;;;;
mono;23;m;873;110;786;84;;90,80198236;;;;;;;;
mono;23;m;879;113;792;84;;91,70605214;;;;;;;;
mono;23;m;886;116;796;85;;95,18928511;;;;;;;;
mono;23;m;892;119;801;86;;96,79876032;;;;;;;;
mono;23;m;898;123;804;88;;100,3045363;;;;;;;;
mono;23;m;904;126;810;89;;101,0198;;;;;;;;
mono;23;m;910;130;817;92;;100,4639239;;;;;;;;
mono;23;m;916;134;823;95;;100,8464179;;;;;;;;
mono;23;m;922;138;826;97;;104,3886967;;;;;;;;
mono;23;m;927;142;831;101;;104,3886967;;;;;;;;
mono;23;m;933;146;838;105;;103,4698024;;;;;;;;
mono;23;m;938;151;846;110;;100,7223908;;;;;;;;
mono;23;m;944;155;850;112;;103,3682737;;;;;;;;
mono;23;m;949;160;857;116;;101,9803903;;;;;;;;
mono;23;m;954;165;864;121;;100,1798383;;;;;;;;
mono;23;m;959;170;873;128;;95,70788891;;;;;;;;
mono;23;m;964;176;878;131;;97,06183596;;;;;;;;
mono;23;m;969;181;885;137;;94,82615673;;;;;;;;
mono;23;m;974;187;893;143;;92,17917335;;;;;;;;
mono;23;m;978;192;900;148;;89,55445271;;;;;;;;
mono;23;m;983;198;904;153;;90,91754506;;;;;;;;
mono;23;m;987;204;913;161;;85,58621384;;;;;;;;
mono;23;m;991;210;919;167;;83,86298349;;;;;;;;
mono;23;m;995;217;924;170;;85,14693183;;;;;;;;
mono;23;m;999;223;930;176;;83,48652586;;;;;;;;
mono;23;m;1002;229;939;182;;78,60025445;;;;;;;;
mono;23;m;1006;236;945;187;;78,24321057;;;;;;;;
mono;23;m;1009;242;948;189;;80,8084154;;;;;;;;
mono;23;m;1013;249;955;195;;79,24645102;;;;;;;;
mono;23;m;1016;256;960;199;;79,906195;;;;;;;;
mono;23;m;1019;263;965;203;;80,72174428;;;;;;;;
mono;23;m;1021;270;968;206;;83,09632964;;;;;;;;
mono;23;m;1024;277;974;213;;81,21576202;;;;;;;;
mono;23;m;1026;284;979;220;;79,40403012;;;;;;;;
mono;23;m;1029;291;984;226;;79,0569415;;;;;;;;
mono;23;m;1031;298;986;229;;82,37718131;;;;;;;;
mono;23;m;1033;306;991;234;;83,35466394;;;;;;;;
mono;23;m;1034;313;996;240;;82,29823813;;;;;;;;
mono;23;m;1036;321;1002;249;;79,62411695;;;;;;;;
mono;23;m;1037;328;1004;252;;82,85529555;;;;;;;;
mono;23;m;1038;335;1008;257;;83,57032966;;;;;;;;
mono;23;m;1039;343;1012;263;;84,43340571;;;;;;;;
mono;23;m;1040;351;1017;269;;85,16454661;;;;;;;;
mono;23;m;1041;358;1019;273;;87,80091116;;;;;;;;
mono;23;m;1041;366;1023;281;;86,88498144;;;;;;;;
mono;23;m;1041;373;1026;287;;87,29833904;;;;;;;;
mono;23;m;1040;379;1028;291;;88,81441324;;;;;;;;
mono;23;m;1040;386;1031;297;;89,45389874;;;;;;;;
mono;23;m;1039;393;1034;307;;86,14522622;;;;;;;;
mono;23;m;1037;400;1036;315;;85,00588215;;;;;;;;
mono;23;m;1036;407;1037;317;;90,00555538;;;;;;;;
mono;23;m;1035;413;1039;323;;90,08884504;;;;;;;;
mono;23;m;1033;420;1040;330;;90,27181177;;;;;;;;
mono;23;m;1031;427;1041;337;;90,55385138;;;;;;;;
mono;23;m;1029;434;1042;340;;94,89467846;;;;;;;;
mono;23;m;1027;440;1042;347;;94,20191081;;;;;;;;
mono;23;m;1024;447;1042;352;;96,69022701;;;;;;;;
mono;23;m;1022;453;1042;358;;97,08243919;;;;;;;;
mono;23;m;1019;460;1043;362;;100,895986;;;;;;;;
mono;23;m;1016;466;1043;371;;98,762341;;;;;;;;
mono;23;m;1013;473;1043;378;;99,62429423;;;;;;;;
mono;23;m;1010;479;1042;385;;99,2975327;;;;;;;;
mono;23;m;1007;485;1042;389;;102,1812116;;;;;;;;
mono;23;m;1003;492;1041;399;;100,4639239;;;;;;;;
mono;23;m;1000;498;1039;409;;97,1699542;;;;;;;;
mono;23;m;996;504;1037;415;;97,98979539;;;;;;;;
mono;23;m;992;510;1036;417;;102,8834292;;;;;;;;
mono;23;m;988;516;1034;423;;103,754518;;;;;;;;
mono;23;m;984;522;1032;432;;102;;;;;;;;
mono;23;m;979;527;1031;435;;105,6787585;;;;;;;;
mono;23;m;975;533;1030;440;;108,0462864;;;;;;;;
mono;23;m;970;538;1029;445;;110,1362792;;;;;;;;
mono;23;m;965;544;1027;450;;112,6055061;;;;;;;;
mono;23;m;960;549;1026;452;;117,3243368;;;;;;;;
mono;23;m;955;554;1024;458;;118,224363;;;;;;;;
mono;23;m;950;559;1021;464;;118,6001686;;;;;;;;
mono;23;m;945;564;1019;470;;119,6327714;;;;;;;;
mono;23;m;940;569;1019;472;;125,09996;;;;;;;;
mono;23;m;934;574;1017;477;;127,6636205;;;;;;;;
mono;23;m;929;578;1015;482;;128,8875479;;;;;;;;
mono;23;m;923;583;1014;489;;130,8319533;;;;;;;;
mono;23;m;917;587;1014;491;;136,4734406;;;;;;;;
mono;23;m;911;591;1012;497;;137,9746354;;;;;;;;
mono;23;m;905;595;1010;501;;140,9290602;;;;;;;;
mono;23;m;899;599;1008;506;;143,2829369;;;;;;;;
mono;23;m;893;602;1007;507;;148,3947438;;;;;;;;
mono;23;m;887;606;1004;512;;150,0833102;;;;;;;;
mono;23;m;881;609;1001;517;;151,2084654;;;;;;;;
mono;23;m;874;613;998;523;;153,2187978;;;;;;;;
mono;23;m;868;616;996;526;;156,47364;;;;;;;;
mono;23;m;861;619;993;531;;158,6442561;;;;;;;;
mono;23;m;855;621;990;536;;159,5305613;;;;;;;;
mono;23;m;848;624;988;538;;164,3045952;;;;;;;;
mono;23;m;842;626;985;543;;165,3420697;;;;;;;;
mono;23;m;835;628;980;548;;165,6049516;;;;;;;;
mono;23;m;828;631;974;556;;164,1371378;;;;;;;;
mono;23;m;822;632;972;559;;166,8202626;;;;;;;;
mono;23;m;815;634;967;564;;167,3439572;;;;;;;;
mono;23;m;808;636;961;569;;167,0269439;;;;;;;;
mono;23;m;801;637;956;574;;167,3140759;;;;;;;;
mono;23;m;795;638;953;576;;169,7291961;;;;;;;;
mono;23;m;788;639;946;583;;167,6305461;;;;;;;;
mono;23;m;781;640;940;588;;167,2871782;;;;;;;;
mono;23;m;774;641;935;593;;168,0029762;;;;;;;;
mono;23;m;767;641;932;594;;171,5633994;;;;;;;;
mono;23;m;760;641;927;598;;172,4470933;;;;;;;;
mono;23;m;752;640;922;600;;174,642492;;;;;;;;
mono;23;m;745;640;916;603;;174,9571376;;;;;;;;
mono;23;m;737;639;913;604;;179,4463708;;;;;;;;
mono;23;m;730;637;908;606;;180,6792739;;;;;;;;
mono;23;m;722;636;902;609;;182,0137357;;;;;;;;
mono;23;m;715;635;899;610;;185,6906029;;;;;;;;
mono;23;m;707;633;894;612;;188,17545;;;;;;;;
mono;23;m;700;631;886;615;;186,6869037;;;;;;;;
mono;23;m;693;629;881;618;;188,3215336;;;;;;;;
mono;23;m;686;627;878;619;;192,1665944;;;;;;;;
mono;23;m;679;624;871;621;;192,0234361;;;;;;;;
mono;23;m;671;622;864;623;;193,0025907;;;;;;;;
mono;23;m;664;619;857;625;;193,0932417;;;;;;;;
mono;23;m;658;616;853;626;;195,2562419;;;;;;;;
mono;23;m;651;613;844;628;;193,582024;;;;;;;;
mono;23;m;644;610;837;629;;193,9329781;;;;;;;;
mono;23;m;637;607;829;630;;193,3726971;;;;;;;;
mono;23;m;631;603;824;631;;195,0205117;;;;;;;;
mono;23;m;624;600;814;632;;192,6758937;;;;;;;;
mono;23;m;618;596;807;632;;192,3980249;;;;;;;;
mono;23;m;612;592;799;634;;191,6585506;;;;;;;;
mono;23;m;606;588;794;634;;193,5458602;;;;;;;;
mono;23;m;600;584;784;635;;190,9371624;;;;;;;;
mono;23;m;594;579;776;635;;190,4205871;;;;;;;;
mono;23;m;588;575;768;635;;189,7366596;;;;;;;;
mono;23;m;582;570;763;636;;192,6577276;;;;;;;;
mono;23;m;577;565;753;636;;189,7814533;;;;;;;;
mono;23;m;572;560;746;636;;189,8736422;;;;;;;;
mono;23;m;566;555;738;636;;190,1183842;;;;;;;;
mono;23;m;561;550;734;636;;193,1967909;;;;;;;;
mono;23;m;557;545;724;636;;190,1841213;;;;;;;;
mono;23;m;552;540;717;635;;190,3943276;;;;;;;;
mono;23;m;547;534;713;635;;194,3116054;;;;;;;;
mono;23;m;543;529;706;634;;193,8917224;;;;;;;;
mono;23;m;539;523;696;632;;191,1282292;;;;;;;;
mono;23;m;535;517;689;631;;191,6037578;;;;;;;;
mono;23;m;531;511;685;630;;194,6201428;;;;;;;;
mono;23;m;527;505;677;628;;193,9819579;;;;;;;;
mono;23;m;523;499;668;624;;191,4418972;;;;;;;;
mono;23;m;520;493;660;621;;189,6944912;;;;;;;;
mono;23;m;517;487;657;619;;192,4162155;;;;;;;;
mono;23;m;514;481;648;614;;188,7988347;;;;;;;;
mono;23;m;511;474;640;611;;188,17545;;;;;;;;
mono;23;m;508;468;631;606;;184,859406;;;;;;;;
mono;23;m;506;462;628;604;;187,2111108;;;;;;;;
mono;23;m;503;455;619;599;;184,9107893;;;;;;;;
mono;23;m;501;448;611;593;;182,0027472;;;;;;;;
mono;23;m;499;442;603;587;;178,4404663;;;;;;;;
mono;23;m;498;435;600;584;;180,5685465;;;;;;;;
mono;23;m;496;429;593;579;;178,6309044;;;;;;;;
mono;23;m;495;422;585;573;;175,7868027;;;;;;;;
mono;23;m;494;415;578;568;;174,5422585;;;;;;;;
mono;23;m;493;408;575;565;;177,1242502;;;;;;;;
mono;23;m;492;401;569;559;;175,7640464;;;;;;;;
mono;23;m;492;395;563;552;;172,307864;;;;;;;;
mono;23;m;491;388;561;550;;176,4766273;;;;;;;;
mono;23;m;491;381;555;545;;176,0454487;;;;;;;;
mono;23;m;491;374;549;537;;173,0115603;;;;;;;;
mono;23;m;491;367;543;528;;169,1892432;;;;;;;;
mono;23;m;491;360;541;525;;172,4093965;;;;;;;;
mono;23;m;491;352;536;518;;171,9912788;;;;;;;;
mono;23;m;491;345;532;509;;169,0473307;;;;;;;;
mono;23;m;491;337;527;498;;164,9757558;;;;;;;;
mono;23;m;492;330;526;494;;167,487313;;;;;;;;
mono;23;m;493;322;522;487;;167,5291019;;;;;;;;
mono;23;m;493;315;518;476;;162,9294326;;;;;;;;
mono;23;m;495;308;514;466;;159,1383046;;;;;;;;
mono;23;m;496;300;513;463;;163,8841054;;;;;;;;
mono;23;m;497;293;510;454;;161,523992;;;;;;;;
mono;23;m;499;286;506;445;;159,1540135;;;;;;;;
mono;23;m;501;279;504;437;;158,0284784;;;;;;;;
mono;23;m;503;272;503;433;;161;;;;;;;;
mono;23;m;505;265;501;426;;161,0496818;;;;;;;;
mono;23;m;507;258;500;418;;160,1530518;;;;;;;;
mono;23;m;510;251;499;410;;159,3800489;;;;;;;;
mono;23;m;513;244;498;405;;161,697248;;;;;;;;
mono;23;m;516;237;496;397;;161,245155;;;;;;;;
mono;23;m;519;231;495;390;;160,8011194;;;;;;;;
mono;23;m;522;224;495;380;;158,3192976;;;;;;;;
mono;23;m;526;218;495;374;;159,0503065;;;;;;;;
mono;23;m;530;212;494;366;;158,1518258;;;;;;;;
mono;23;m;533;206;495;356;;154,7384891;;;;;;;;
mono;23;m;537;200;495;351;;156,7322558;;;;;;;;
mono;23;m;542;194;496;340;;153,0751449;;;;;;;;
mono;23;m;546;188;496;332;;152,4335921;;;;;;;;
mono;23;m;551;183;498;322;;148,7615542;;;;;;;;
mono;23;m;555;177;498;317;;151,1588568;;;;;;;;
mono;23;m;560;172;500;307;;147,732867;;;;;;;;
mono;23;m;565;167;502;299;;146,2634609;;;;;;;;
mono;23;m;570;162;504;291;;144,9034161;;;;;;;;
mono;23;m;576;157;505;286;;147,24809;;;;;;;;
mono;23;m;581;152;507;278;;146,1232357;;;;;;;;
mono;23;m;587;147;510;271;;145,9623239;;;;;;;;
mono;23;m;592;143;513;263;;143,6697602;;;;;;;;
mono;23;m;598;139;515;258;;145,0861813;;;;;;;;
mono;23;m;604;135;518;250;;143,6001393;;;;;;;;
mono;23;m;610;131;521;244;;143,8401891;;;;;;;;
mono;23;m;616;127;524;238;;144,1700385;;;;;;;;
mono;23;m;623;123;526;236;;148,9227988;;;;;;;;
mono;23;m;629;120;529;229;;147,9222769;;;;;;;;
mono;23;m;636;117;533;223;;147,8005413;;;;;;;;
mono;23;m;642;114;537;217;;147,0850094;;;;;;;;
mono;23;m;649;111;539;214;;150,6950563;;;;;;;;
mono;23;m;656;108;543;208;;150,8940025;;;;;;;;
mono;23;m;663;106;547;203;;151,211772;;;;;;;;
mono;23;m;670;103;551;196;;151,0297984;;;;;;;;
mono;23;m;677;101;553;194;;155;;;;;;;;
mono;23;m;684;99;557;188;;155,0806242;;;;;;;;
mono;23;m;691;98;561;183;;155,3222457;;;;;;;;
mono;23;m;698;96;563;181;;159,5305613;;;;;;;;
mono;23;m;705;95;567;176;;160,0156242;;;;;;;;
mono;23;m;713;94;572;171;;160,6549097;;;;;;;;
mono;23;m;720;93;578;165;;159,2105524;;;;;;;;
mono;23;m;728;92;580;162;;163,7192719;;;;;;;;
mono;23;m;735;92;585;158;;163,8780034;;;;;;;;
mono;23;m;743;91;589;153;;166,0120478;;;;;;;;
mono;23;m;750;91;594;148;;166,0873264;;;;;;;;
mono;23;m;758;91;596;146;;171,0818518;;;;;;;;
mono;23;m;765;91;601;143;;172,0465053;;;;;;;;
mono;23;m;772;91;607;138;;171,5633994;;;;;;;;
mono;23;m;779;91;611;135;;173,6663468;;;;;;;;
mono;23;m;786;91;613;133;;178,0252791;;;;;;;;
mono;23;m;793;91;617;130;;180,2692431;;;;;;;;
mono;23;m;800;92;622;127;;181,4083791;;;;;;;;
mono;23;m;806;93;626;123;;182,4828759;;;;;;;;
mono;23;m;813;93;628;122;;187,2591787;;;;;;;;
mono;23;m;820;95;633;120;;188,663722;;;;;;;;
mono;23;m;827;96;637;117;;191,1570035;;;;;;;;
mono;23;m;833;97;641;115;;192,8419042;;;;;;;;
mono;23;m;840;99;643;114;;197,5702407;;;;;;;;
mono;23;m;847;101;646;112;;201,30077;;;;;;;;
mono;23;m;853;103;650;110;;203,1206538;;;;;;;;
mono;23;m;860;105;653;107;;207,0096616;;;;;;;;
mono;23;m;866;107;655;105;;211,0094785;;;;;;;;
mono;23;m;873;110;658;103;;215,1139233;;;;;;;;
mono;23;m;879;113;662;100;;217,3890522;;;;;;;;
mono;23;m;885;116;664;99;;221,6528818;;;;;;;;
mono;23;m;891;119;668;96;;224,182961;;;;;;;;
mono;23;m;898;122;672;95;;227,6071176;;;;;;;;
mono;23;m;904;126;676;93;;230,37578;;;;;;;;
mono;23;m;910;130;677;93;;235,9194778;;;;;;;;
mono;23;m;916;133;681;91;;238,7236896;;;;;;;;
mono;23;m;921;137;685;90;;240,6345777;;;;;;;;
mono;23;m;927;142;690;89;;242,8538655;;;;;;;;
mono;23;m;933;146;693;88;;246,9088901;;;;;;;;
mono;23;m;938;151;698;86;;248,6463352;;;;;;;;
mono;23;m;944;155;703;85;;250,9601562;;;;;;;;
mono;23;m;949;160;709;85;;251,4458192;;;;;;;;
mono;23;m;954;165;712;85;;254,8803641;;;;;;;;
mono;23;m;959;170;718;84;;255,8847397;;;;;;;;
mono;23;m;964;175;726;84;;254,8038461;;;;;;;;
mono;23;m;969;181;734;84;;254,2321773;;;;;;;;
mono;23;m;973;186;737;84;;257,0992026;;;;;;;;
mono;23;m;978;192;745;85;;256,3942277;;;;;;;;
mono;23;m;982;198;755;85;;253,570503;;;;;;;;
mono;23;m;987;204;763;86;;253,179778;;;;;;;;
mono;23;m;991;210;767;86;;256,0312481;;;;;;;;
mono;23;m;995;216;774;86;;256,400078;;;;;;;;
mono;23;m;999;223;783;87;;255,2488981;;;;;;;;
mono;23;m;1002;229;787;88;;257,110871;;;;;;;;
mono;23;m;1006;235;794;89;;257,4101785;;;;;;;;
mono;23;m;1009;242;799;89;;259,8249411;;;;;;;;
mono;23;m;1012;249;805;90;;261,0172408;;;;;;;;
mono;23;m;1016;256;811;91;;263,1539473;;;;;;;;
mono;23;m;1018;262;816;92;;264,0151511;;;;;;;;
mono;23;m;1021;269;823;93;;264,9150807;;;;;;;;
mono;23;m;1024;277;828;95;;267,4696244;;;;;;;;
mono;23;m;1026;284;831;96;;270,8671261;;;;;;;;
mono;23;m;1028;291;838;98;;270,8302051;;;;;;;;
mono;23;m;1031;298;846;101;;270,2480342;;;;;;;;
mono;23;m;1032;305;853;103;;269,8981289;;;;;;;;
mono;23;m;1034;313;857;104;;273,8795356;;;;;;;;
mono;23;m;1036;320;864;107;;273,7754554;;;;;;;;
mono;23;m;1037;328;872;110;;273,4026335;;;;;;;;
mono;23;m;1038;335;881;113;;271,9062338;;;;;;;;
mono;23;m;1039;343;884;114;;276,5248633;;;;;;;;
mono;23;m;1040;350;892;116;;276,8754233;;;;;;;;
mono;23;m;1041;358;901;119;;276,9855592;;;;;;;;
mono;23;m;1041;365;911;123;;274,7071168;;;;;;;;
mono;23;m;1041;372;914;125;;277,7372859;;;;;;;;
mono;23;m;1040;379;922;130;;275,5449147;;;;;;;;
mono;23;m;1040;386;929;135;;274,448538;;;;;;;;
mono;23;m;1039;393;938;141;;271,4866479;;;;;;;;
mono;23;m;1038;399;942;143;;273,4081199;;;;;;;;
mono;23;m;1036;406;948;148;;272,5949376;;;;;;;;
mono;23;m;1035;413;956;155;;269,8240167;;;;;;;;
mono;23;m;1033;420;964;163;;266,1014844;;;;;;;;
mono;23;m;1031;427;968;167;;267,5238307;;;;;;;;
mono;23;m;1029;433;975;174;;264,5694616;;;;;;;;
mono;23;m;1027;440;982;183;;260,9099462;;;;;;;;
mono;23;m;1025;447;985;188;;262,0706012;;;;;;;;
mono;23;m;1022;453;991;196;;258,8628981;;;;;;;;
mono;23;m;1019;460;997;203;;257,9399155;;;;;;;;
mono;23;m;1016;466;1004;214;;252,2855525;;;;;;;;
mono;23;m;1013;473;1007;219;;254,0708563;;;;;;;;
