cond;age;gender;dotx;doty;fingerx;fingery;;distance;;;;;;
3d;23;f;856;621;904;580;;63,12685641;;;;;;
3d;23;f;850;623;896;584;;60,30754513;;;;;;
3d;23;f;843;626;890;588;;60,44005295;;;;;;
3d;23;f;836;628;885;592;;60,80296045;;;;;;
3d;23;f;829;630;882;593;;64,63745044;;;;;;
3d;23;f;823;632;876;597;;63,51377803;;;;;;
3d;23;f;816;634;869;600;;62,96824597;;;;;;
3d;23;f;809;635;866;602;;65,8634952;;;;;;
3d;23;f;803;637;860;604;;65,8634952;;;;;;
3d;23;f;796;638;854;607;;65,76473219;;;;;;
3d;23;f;789;639;845;610;;63,0634601;;;;;;
3d;23;f;782;640;840;611;;64,84597135;;;;;;
3d;23;f;775;641;833;613;;64,40496875;;;;;;
3d;23;f;769;641;825;616;;61,32699243;;;;;;
3d;23;f;761;641;817;617;;60,92618485;;;;;;
3d;23;f;754;641;813;617;;63,69458376;;;;;;
3d;23;f;746;640;804;619;;61,68468205;;;;;;
3d;23;f;739;639;797;620;;61,03277808;;;;;;
3d;23;f;731;638;789;621;;60,44005295;;;;;;
3d;23;f;724;636;785;622;;62,58594091;;;;;;
3d;23;f;716;635;777;623;;62,16912417;;;;;;
3d;23;f;709;633;769;624;;60,67124525;;;;;;
3d;23;f;701;631;763;624;;62,39390996;;;;;;
3d;23;f;694;629;760;625;;66,12110102;;;;;;
3d;23;f;687;627;751;626;;64,00781202;;;;;;
3d;23;f;680;625;744;627;;64,03124237;;;;;;
3d;23;f;673;622;737;627;;64,19501538;;;;;;
3d;23;f;666;620;733;628;;67,47592163;;;;;;
3d;23;f;659;617;723;628;;64,93843238;;;;;;
3d;23;f;652;614;712;627;;61,39218191;;;;;;
3d;23;f;645;611;701;625;;57,72347876;;;;;;
3d;23;f;639;607;689;621;;51,92301994;;;;;;
3d;23;f;632;604;683;618;;52,88667129;;;;;;
3d;23;f;626;600;669;612;;44,64302857;;;;;;
3d;23;f;619;597;655;606;;37,10795063;;;;;;
3d;23;f;613;593;649;603;;37,36308338;;;;;;
3d;23;f;607;589;635;595;;28,63564213;;;;;;
3d;23;f;601;584;621;587;;20,22374842;;;;;;
3d;23;f;595;580;607;579;;12,04159458;;;;;;
3d;23;f;589;576;601;575;;12,04159458;;;;;;
3d;23;f;583;571;590;565;;9,219544457;;;;;;
3d;23;f;578;566;579;556;;10,04987562;;;;;;
3d;23;f;573;561;569;547;;14,56021978;;;;;;
3d;23;f;567;556;565;543;;13,15294644;;;;;;
3d;23;f;562;551;557;533;;18,68154169;;;;;;
3d;23;f;557;546;549;524;;23,40939982;;;;;;
3d;23;f;553;541;543;515;;27,85677655;;;;;;
3d;23;f;548;535;540;511;;25,29822128;;;;;;
3d;23;f;544;530;535;502;;29,41088234;;;;;;
3d;23;f;539;524;531;494;;31,04834939;;;;;;
3d;23;f;535;518;527;487;;32,01562119;;;;;;
3d;23;f;531;512;526;484;;28,44292531;;;;;;
3d;23;f;528;506;522;478;;28,63564213;;;;;;
3d;23;f;524;500;519;472;;28,44292531;;;;;;
3d;23;f;521;494;516;466;;28,44292531;;;;;;
3d;23;f;517;488;515;464;;24,08318916;;;;;;
3d;23;f;514;482;514;459;;23;;;;;;
3d;23;f;511;476;511;453;;23;;;;;;
3d;23;f;509;469;510;451;;18,02775638;;;;;;
3d;23;f;506;463;509;446;;17,2626765;;;;;;
3d;23;f;504;456;507;441;;15,29705854;;;;;;
3d;23;f;502;450;506;436;;14,56021978;;;;;;
3d;23;f;500;443;505;433;;11,18033989;;;;;;
3d;23;f;498;436;504;428;;10;;;;;;
3d;23;f;496;430;503;423;;9,899494937;;;;;;
3d;23;f;495;423;502;418;;8,602325267;;;;;;
3d;23;f;494;416;501;412;;8,062257748;;;;;;
3d;23;f;493;409;500;410;;7,071067812;;;;;;
3d;23;f;492;403;499;404;;7,071067812;;;;;;
3d;23;f;492;396;499;398;;7,280109889;;;;;;
3d;23;f;491;389;499;395;;10;;;;;;
3d;23;f;491;382;499;389;;10,63014581;;;;;;
3d;23;f;491;375;499;381;;10;;;;;;
3d;23;f;491;369;499;374;;9,433981132;;;;;;
3d;23;f;491;361;499;370;;12,04159458;;;;;;
3d;23;f;491;354;499;362;;11,3137085;;;;;;
3d;23;f;491;346;499;354;;11,3137085;;;;;;
3d;23;f;491;339;499;347;;11,3137085;;;;;;
3d;23;f;492;331;499;343;;13,89244399;;;;;;
3d;23;f;492;324;499;336;;13,89244399;;;;;;
3d;23;f;493;316;500;329;;14,76482306;;;;;;
3d;23;f;494;309;501;320;;13,03840481;;;;;;
3d;23;f;496;302;501;316;;14,86606875;;;;;;
3d;23;f;497;294;503;309;;16,15549442;;;;;;
3d;23;f;499;287;504;301;;14,86606875;;;;;;
3d;23;f;500;280;506;292;;13,41640786;;;;;;
3d;23;f;502;273;507;288;;15,8113883;;;;;;
3d;23;f;505;266;509;280;;14,56021978;;;;;;
3d;23;f;507;259;511;274;;15,5241747;;;;;;
3d;23;f;510;252;511;271;;19,02629759;;;;;;
3d;23;f;512;245;514;263;;18,11077028;;;;;;
3d;23;f;515;239;517;255;;16,1245155;;;;;;
3d;23;f;518;232;521;248;;16,2788206;;;;;;
3d;23;f;522;226;523;243;;17,02938637;;;;;;
3d;23;f;525;219;524;239;;20,02498439;;;;;;
3d;23;f;529;213;527;234;;21,09502311;;;;;;
3d;23;f;533;207;529;227;;20,39607805;;;;;;
3d;23;f;537;201;531;225;;24,73863375;;;;;;
3d;23;f;541;195;533;219;;25,29822128;;;;;;
3d;23;f;545;189;536;214;;26,57066051;;;;;;
3d;23;f;550;184;540;209;;26,92582404;;;;;;
3d;23;f;554;178;543;207;;31,01612484;;;;;;
3d;23;f;559;173;549;201;;29,73213749;;;;;;
3d;23;f;564;167;554;194;;28,7923601;;;;;;
3d;23;f;569;162;560;187;;26,57066051;;;;;;
3d;23;f;575;157;562;184;;29,96664813;;;;;;
3d;23;f;580;153;569;177;;26,40075756;;;;;;
3d;23;f;586;148;576;171;;25,07987241;;;;;;
3d;23;f;591;144;582;164;;21,9317122;;;;;;
3d;23;f;597;139;585;162;;25,94224354;;;;;;
3d;23;f;603;135;591;156;;24,18677324;;;;;;
3d;23;f;609;131;598;152;;23,70653918;;;;;;
3d;23;f;615;128;601;150;;26,07680962;;;;;;
3d;23;f;621;124;608;145;;24,69817807;;;;;;
3d;23;f;628;121;615;141;;23,85372088;;;;;;
3d;23;f;634;117;621;137;;23,85372088;;;;;;
3d;23;f;641;114;624;134;;26,2488095;;;;;;
3d;23;f;648;111;632;129;;24,08318916;;;;;;
3d;23;f;654;109;639;126;;22,6715681;;;;;;
3d;23;f;661;106;644;122;;23,34523506;;;;;;
3d;23;f;668;104;650;120;;24,08318916;;;;;;
3d;23;f;675;102;654;119;;27,01851217;;;;;;
3d;23;f;682;100;661;116;;26,40075756;;;;;;
3d;23;f;690;98;667;114;;28,01785145;;;;;;
3d;23;f;697;96;669;113;;32,75667871;;;;;;
3d;23;f;704;95;675;111;;33,12099032;;;;;;
3d;23;f;712;94;680;109;;35,34119409;;;;;;
3d;23;f;719;93;687;107;;34,92849839;;;;;;
3d;23;f;726;92;691;105;;37,33630941;;;;;;
3d;23;f;734;92;698;102;;37,36308338;;;;;;
3d;23;f;741;91;704;100;;38,07886553;;;;;;
3d;23;f;749;91;710;98;;39,62322551;;;;;;
3d;23;f;756;91;712;97;;44,40720662;;;;;;
3d;23;f;764;91;718;96;;46,27094121;;;;;;
3d;23;f;771;91;726;95;;45,17742799;;;;;;
3d;23;f;778;91;732;92;;46,01086828;;;;;;
3d;23;f;785;91;735;92;;50,009999;;;;;;
3d;23;f;792;91;741;90;;51,00980298;;;;;;
3d;23;f;798;92;747;89;;51,0881591;;;;;;
3d;23;f;805;92;752;89;;53,08483776;;;;;;
3d;23;f;812;93;755;89;;57,14017851;;;;;;
3d;23;f;819;94;761;89;;58,21511831;;;;;;
3d;23;f;825;96;767;89;;58,42088668;;;;;;
3d;23;f;832;97;771;89;;61,52235366;;;;;;
3d;23;f;839;99;778;89;;61,81423784;;;;;;
3d;23;f;845;100;784;89;;61,98386887;;;;;;
3d;23;f;852;102;791;90;;62,16912417;;;;;;
3d;23;f;859;105;799;91;;61,6116872;;;;;;
3d;23;f;865;107;804;92;;62,8171951;;;;;;
3d;23;f;871;110;814;95;;58,94064811;;;;;;
3d;23;f;878;112;822;97;;57,97413216;;;;;;
3d;23;f;884;115;825;98;;61,40032573;;;;;;
3d;23;f;890;118;834;102;;58,24087911;;;;;;
3d;23;f;896;122;843;106;;55,36244214;;;;;;
3d;23;f;903;125;849;109;;56,32051136;;;;;;
3d;23;f;909;129;852;111;;59,77457654;;;;;;
3d;23;f;914;133;860;115;;56,92099788;;;;;;
3d;23;f;920;137;869;118;;54,4242593;;;;;;
3d;23;f;926;141;875;121;;54,7813837;;;;;;
3d;23;f;932;145;878;122;;58,69412236;;;;;;
3d;23;f;937;150;884;126;;58,18075283;;;;;;
3d;23;f;943;154;890;128;;59,03388857;;;;;;
3d;23;f;948;159;898;132;;56,82429058;;;;;;
3d;23;f;953;164;901;134;;60,03332408;;;;;;
3d;23;f;958;169;906;138;;60,53924347;;;;;;
3d;23;f;963;175;911;141;;62,12889827;;;;;;
3d;23;f;968;180;916;144;;63,2455532;;;;;;
3d;23;f;973;185;918;146;;67,42403132;;;;;;
3d;23;f;977;191;923;149;;68,41052551;;;;;;
3d;23;f;982;197;928;152;;70,29224708;;;;;;
3d;23;f;986;203;933;156;;70,83784299;;;;;;
3d;23;f;990;209;935;157;;75,69015788;;;;;;
3d;23;f;994;215;939;162;;76,38062582;;;;;;
3d;23;f;998;221;942;165;;79,19595949;;;;;;
3d;23;f;1002;228;945;169;;82,03657721;;;;;;
3d;23;f;1005;234;949;172;;83,5463943;;;;;;
3d;23;f;1009;241;951;174;;88,6171541;;;;;;
3d;23;f;1012;248;955;177;;91,04943712;;;;;;
3d;23;f;1015;254;956;179;;95,4253635;;;;;;
3d;23;f;1018;261;960;182;;98,00510191;;;;;;
3d;23;f;1021;268;964;184;;101,5135459;;;;;;
3d;23;f;1023;275;967;187;;104,3072385;;;;;;
3d;23;f;1026;282;970;190;;107,7032961;;;;;;
3d;23;f;1028;289;972;193;;111,1395519;;;;;;
3d;23;f;1030;297;975;196;;115,0043477;;;;;;
3d;23;f;1032;304;978;200;;117,1836166;;;;;;
3d;23;f;1034;311;981;203;;120,3037822;;;;;;
3d;23;f;1035;319;983;205;;125,2996409;;;;;;
3d;23;f;1037;326;986;208;;128,5496013;;;;;;
3d;23;f;1038;334;989;212;;131,4724306;;;;;;
3d;23;f;1039;341;991;214;;135,7681848;;;;;;
3d;23;f;1040;349;994;218;;138,8416364;;;;;;
3d;23;f;1041;356;997;223;;140,0892573;;;;;;
3d;23;f;1041;364;1000;227;;143,0034965;;;;;;
3d;23;f;1041;371;1001;230;;146,5639792;;;;;;
3d;23;f;1041;378;1003;233;;149,896631;;;;;;
3d;23;f;1040;385;1004;237;;152,3154621;;;;;;
3d;23;f;1039;391;1006;242;;152,6106156;;;;;;
3d;23;f;1038;398;1008;246;;154,9322433;;;;;;
3d;23;f;1036;405;1008;248;;159,4772711;;;;;;
3d;23;f;1035;412;1009;252;;162,0987353;;;;;;
3d;23;f;1033;419;1012;256;;164,3471935;;;;;;
3d;23;f;1031;425;1012;258;;168,0773631;;;;;;
3d;23;f;1029;432;1014;262;;170,6604817;;;;;;
3d;23;f;1027;439;1015;266;;173,4156856;;;;;;
3d;23;f;1025;445;1017;270;;175,1827617;;;;;;
3d;23;f;1022;452;1017;273;;179,0698188;;;;;;
3d;23;f;1020;458;1019;278;;180,0027778;;;;;;
3d;23;f;1017;465;1021;284;;181,0441935;;;;;;
3d;23;f;1014;471;1022;290;;181,1767093;;;;;;
3d;23;f;1011;478;1023;293;;185,3887807;;;;;;
3d;23;f;1008;484;1024;298;;186,6869037;;;;;;
3d;23;f;1004;490;1025;304;;187,1817299;;;;;;
3d;23;f;1000;496;1025;311;;186,681547;;;;;;
3d;23;f;997;503;1026;315;;190,2235527;;;;;;
3d;23;f;993;509;1026;322;;189,8894415;;;;;;
3d;23;f;989;514;1026;327;;190,6252869;;;;;;
3d;23;f;985;520;1026;332;;192,418814;;;;;;
3d;23;f;980;526;1026;336;;195,4891301;;;;;;
3d;23;f;976;532;1026;341;;197,4360656;;;;;;
3d;23;f;971;537;1026;348;;196,8400366;;;;;;
3d;23;f;966;543;1026;350;;202,1113554;;;;;;
3d;23;f;961;548;1026;355;;203,6516634;;;;;;
3d;23;f;956;553;1025;361;;204,0220576;;;;;;
3d;23;f;951;558;1025;367;;204,8340792;;;;;;
3d;23;f;946;563;1025;373;;205,7692883;;;;;;
3d;23;f;941;568;1025;377;;208,655218;;;;;;
3d;23;f;935;573;1025;384;;209,3346603;;;;;;
3d;23;f;930;577;1025;391;;208,85641;;;;;;
3d;23;f;924;582;1025;396;;211,6530179;;;;;;
3d;23;f;918;586;1025;407;;208,5425616;;;;;;
3d;23;f;913;590;1024;416;;206,3904068;;;;;;
3d;23;f;907;594;1023;427;;203,3346994;;;;;;
3d;23;f;901;598;1022;434;;203,8062806;;;;;;
3d;23;f;895;602;1020;446;;199,9024762;;;;;;
3d;23;f;888;605;1018;456;;197,7397279;;;;;;
3d;23;f;882;609;1015;466;;195,2895286;;;;;;
3d;23;f;876;612;1012;475;;193,0414463;;;;;;
3d;23;f;869;615;1011;478;;197,3144698;;;;;;
3d;23;f;863;618;1008;487;;195,4123845;;;;;;
3d;23;f;856;621;1004;496;;193,7240305;;;;;;
3d;23;f;850;623;1002;500;;195,532606;;;;;;
3d;23;f;843;626;997;507;;194,6201428;;;;;;
3d;23;f;837;628;991;516;;190,4205871;;;;;;
3d;23;f;830;630;987;521;;191,1282292;;;;;;
3d;23;f;823;632;981;530;;188,063819;;;;;;
3d;23;f;817;634;976;536;;186,775266;;;;;;
3d;23;f;810;635;970;542;;185,0648535;;;;;;
3d;23;f;803;637;964;547;;184,4478246;;;;;;
3d;23;f;796;638;961;550;;187;;;;;;
3d;23;f;789;639;954;557;;184,2525441;;;;;;
3d;23;f;782;640;947;564;;181,6617736;;;;;;
3d;23;f;776;641;940;572;;177,9241411;;;;;;
3d;23;f;769;641;936;576;;179,2037946;;;;;;
3d;23;f;762;641;928;584;;175,5135322;;;;;;
3d;23;f;754;641;920;590;;173,6577093;;;;;;
3d;23;f;746;640;918;593;;178,3059169;;;;;;
3d;23;f;739;639;912;599;;177,5640729;;;;;;
3d;23;f;731;638;904;604;;176,3093872;;;;;;
3d;23;f;724;636;896;608;;174,2641673;;;;;;
3d;23;f;717;635;891;611;;175,647374;;;;;;
3d;23;f;709;633;888;613;;180,1138529;;;;;;
3d;23;f;702;631;882;618;;180,4688339;;;;;;
3d;23;f;695;630;873;622;;178,1796846;;;;;;
3d;23;f;687;627;866;625;;179,0111728;;;;;;
3d;23;f;680;625;863;626;;183,0027322;;;;;;
3d;23;f;673;622;857;629;;184,133104;;;;;;
3d;23;f;666;620;850;631;;184,3285111;;;;;;
3d;23;f;659;617;845;632;;186,6038585;;;;;;
3d;23;f;652;614;836;634;;185,0837648;;;;;;
3d;23;f;646;611;830;635;;185,5586161;;;;;;
3d;23;f;639;608;823;636;;186,118242;;;;;;
3d;23;f;632;604;818;636;;188,7326151;;;;;;
3d;23;f;626;600;809;637;;186,7029727;;;;;;
3d;23;f;619;597;802;637;;187,3205808;;;;;;
3d;23;f;613;593;795;637;;187,2431574;;;;;;
3d;23;f;607;589;785;637;;184,3583467;;;;;;
3d;23;f;601;585;780;637;;186,4001073;;;;;;
3d;23;f;595;580;772;637;;185,9516066;;;;;;
3d;23;f;589;576;764;637;;185,3267385;;;;;;
3d;23;f;584;571;760;636;;187,6192954;;;;;;
3d;23;f;578;566;750;635;;185,3240405;;;;;;
3d;23;f;573;562;743;634;;184,6185256;;;;;;
3d;23;f;568;557;737;633;;185,3024555;;;;;;
3d;23;f;563;551;734;632;;189,2141644;;;;;;
3d;23;f;558;546;725;631;;187,3872995;;;;;;
3d;23;f;553;541;719;629;;187,8829423;;;;;;
3d;23;f;548;535;716;628;;192,0234361;;;;;;
3d;23;f;544;530;709;626;;190,8952592;;;;;;
3d;23;f;540;524;703;624;;191,2302277;;;;;;
3d;23;f;535;518;697;622;;192,50974;;;;;;
3d;23;f;532;513;695;620;;194,9820505;;;;;;
3d;23;f;528;507;689;618;;195,5556187;;;;;;
3d;23;f;524;501;684;615;;196,458647;;;;;;
3d;23;f;521;495;679;613;;197,2004057;;;;;;
3d;23;f;517;488;677;612;;202,4252949;;;;;;
3d;23;f;514;482;672;610;;203,3420763;;;;;;
3d;23;f;511;476;667;607;;203,7081245;;;;;;
3d;23;f;509;469;662;604;;204,0441129;;;;;;
3d;23;f;506;463;659;602;;206,7123605;;;;;;
3d;23;f;504;456;654;600;;207,9326814;;;;;;
3d;23;f;502;450;649;596;;207,1834936;;;;;;
3d;23;f;500;443;643;593;;207,2414051;;;;;;
3d;23;f;498;437;640;591;;209,4755356;;;;;;
3d;23;f;497;430;635;587;;209,0287062;;;;;;
3d;23;f;495;423;630;583;;209,3442142;;;;;;
3d;23;f;494;417;624;579;;207,7113382;;;;;;
3d;23;f;493;410;622;577;;211,0213259;;;;;;
3d;23;f;492;403;616;574;;211,2273657;;;;;;
3d;23;f;492;396;611;570;;210,8008539;;;;;;
3d;23;f;491;389;606;566;;211,0781846;;;;;;
3d;23;f;491;383;604;564;;213,3775996;;;;;;
3d;23;f;491;376;599;560;;213,3541656;;;;;;
3d;23;f;491;369;595;556;;213,9742975;;;;;;
3d;23;f;491;362;590;551;;213,3588526;;;;;;
3d;23;f;491;354;589;550;;219,1346618;;;;;;
3d;23;f;491;347;584;545;;218,7532857;;;;;;
3d;23;f;491;339;580;540;;219,8226558;;;;;;
3d;23;f;492;332;576;536;;220,6173157;;;;;;
3d;23;f;492;324;573;533;;224,147273;;;;;;
3d;23;f;493;317;569;527;;223,3293532;;;;;;
3d;23;f;494;309;565;522;;224,5217139;;;;;;
3d;23;f;496;302;562;519;;226,8149025;;;;;;
3d;23;f;497;295;559;514;;227,6071176;;;;;;
3d;23;f;499;287;555;508;;227,9846486;;;;;;
3d;23;f;500;280;550;503;;228,5366491;;;;;;
3d;23;f;502;273;548;500;;231,6139029;;;;;;
3d;23;f;505;266;545;494;;231,4821807;;;;;;
3d;23;f;507;259;542;487;;230,670761;;;;;;
3d;23;f;509;252;538;481;;230,828941;;;;;;
3d;23;f;512;246;537;477;;232,3488756;;;;;;
3d;23;f;515;239;533;471;;232,6972282;;;;;;
3d;23;f;518;232;531;464;;232,3639387;;;;;;
3d;23;f;522;226;528;458;;232,0775732;;;;;;
3d;23;f;525;220;527;454;;234,0085469;;;;;;
3d;23;f;529;213;525;447;;234,0341855;;;;;;
3d;23;f;533;207;523;438;;231,2163489;;;;;;
3d;23;f;537;201;521;431;;230,5558501;;;;;;
3d;23;f;541;195;520;428;;233,9444378;;;;;;
3d;23;f;545;189;518;420;;232,5725693;;;;;;
3d;23;f;550;184;516;412;;230,5211487;;;;;;
3d;23;f;554;178;515;403;;228,3549868;;;;;;
3d;23;f;559;173;515;395;;226,3183598;;;;;;
3d;23;f;564;168;514;390;;227,5609808;;;;;;
3d;23;f;569;163;513;379;;223,1412109;;;;;;
3d;23;f;574;158;513;370;;220,6014506;;;;;;
3d;23;f;580;153;513;365;;222,3353323;;;;;;
3d;23;f;585;148;513;354;;218,2200724;;;;;;
3d;23;f;591;144;513;343;;213,7404969;;;;;;
3d;23;f;597;140;514;336;;212,8497122;;;;;;
3d;23;f;603;135;514;331;;215,2603075;;;;;;
3d;23;f;609;132;514;321;;211,5325034;;;;;;
3d;23;f;615;128;516;312;;208,9425758;;;;;;
3d;23;f;621;124;520;300;;202,921167;;;;;;
3d;23;f;628;121;522;293;;202,0396001;;;;;;
3d;23;f;634;117;526;280;;195,532606;;;;;;
3d;23;f;641;114;530;268;;189,8341381;;;;;;
3d;23;f;647;112;533;261;;187,6086352;;;;;;
3d;23;f;654;109;537;251;;183,9918476;;;;;;
3d;23;f;661;106;542;242;;180,7124788;;;;;;
3d;23;f;668;104;548;232;;175,4536976;;;;;;
3d;23;f;675;102;551;227;;176,0710084;;;;;;
3d;23;f;682;100;556;220;;174;;;;;;
3d;23;f;689;98;561;212;;171,4059509;;;;;;
3d;23;f;697;97;567;203;;167,7378908;;;;;;
3d;23;f;704;95;571;197;;167,6096656;;;;;;
3d;23;f;711;94;578;189;;163,4441801;;;;;;
3d;23;f;719;93;585;181;;160,3121954;;;;;;
3d;23;f;726;92;593;172;;155,2063143;;;;;;
3d;23;f;733;92;598;168;;154,9225613;;;;;;
3d;23;f;741;91;608;159;;149,3753661;;;;;;
3d;23;f;749;91;616;152;;146,3215637;;;;;;
3d;23;f;756;91;626;144;;140,388746;;;;;;
3d;23;f;764;91;633;139;;139,5170241;;;;;;
3d;23;f;771;91;644;131;;133,150291;;;;;;
3d;23;f;778;91;656;123;;126,1269202;;;;;;
3d;23;f;784;91;669;116;;117,686023;;;;;;
3d;23;f;791;91;675;114;;118,2581921;;;;;;
3d;23;f;798;92;691;107;;108,0462864;;;;;;
3d;23;f;805;92;706;101;;99,40824915;;;;;;
3d;23;f;812;93;715;97;;97,08243919;;;;;;
3d;23;f;818;94;730;92;;88,02272434;;;;;;
