cond;age;gender;dotx;doty;fingerx;fingery;;distance;;;;;;
mono;19;f;555;544;686;634;;158,9370945;;;;;;
mono;19;f;551;538;682;632;;161,2358521;;;piano;;;circolar
mono;19;f;546;533;674;628;;159,4020075;;;;;;
mono;19;f;542;527;667;625;;158,8363938;;;;;;
mono;19;f;538;522;665;624;;162,8895331;;;;;;
mono;19;f;534;516;659;622;;163,8932579;;;;;;
mono;19;f;530;510;653;619;;164,3471935;;;;;;
mono;19;f;526;504;646;616;;164,1462762;;;;;;
mono;19;f;522;498;644;614;;168,3448841;;;;;;
mono;19;f;519;492;638;610;;167,5857989;;;;mean distance;;
mono;19;f;516;485;632;607;;168,3448841;;;3d;91,41327403;;
mono;19;f;513;479;630;605;;171,9447586;;;mono;68,5890389;;
mono;19;f;510;473;625;602;;172,8178232;;;;;;
mono;19;f;508;466;619;598;;172,4673882;;;;;;
mono;19;f;505;460;617;595;;175,4109461;;;;;;
mono;19;f;503;453;612;591;;175,855054;;;;;;
mono;19;f;501;447;607;586;;174,8056063;;;;;;
mono;19;f;499;440;603;580;;174,4018349;;;;;;
mono;19;f;497;434;601;577;;176,8191166;;;;;;
mono;19;f;496;427;596;573;;176,963273;;;;;;
mono;19;f;495;420;591;568;;176,4086166;;;;;;
mono;19;f;494;413;588;565;;178,7176544;;;;;;
mono;19;f;493;407;583;561;;178,3704011;;;;;;
mono;19;f;492;400;577;556;;177,6541584;;;;;;
mono;19;f;491;393;574;553;;180,2470527;;;;;;
mono;19;f;491;386;570;548;;180,2359565;;;;;;
mono;19;f;491;379;565;542;;179,0111728;;;;;;
mono;19;f;491;373;560;534;;175,1627814;;;;;;
mono;19;f;491;366;557;531;;177,7104386;;;;;;
mono;19;f;491;358;551;522;;174,6310396;;;;;;
mono;19;f;491;350;546;512;;171,0818518;;;;;;
mono;19;f;491;343;544;507;;172,3513853;;;;;;
mono;19;f;492;335;539;495;;166,760307;;;;;;
mono;19;f;492;328;534;484;;161,5549442;;;;;;
mono;19;f;493;320;531;472;;156,6780138;;;;;;
mono;19;f;494;313;529;466;;156,952222;;;;;;
mono;19;f;495;306;525;454;;151,0099334;;;;;;
mono;19;f;496;298;521;443;;147,1393897;;;;;;
mono;19;f;498;291;518;437;;147,3634962;;;;;;
mono;19;f;499;284;515;425;;141,9048977;;;;;;
mono;19;f;501;277;512;412;;135,4474068;;;;;;
mono;19;f;503;270;510;406;;136,1800279;;;;;;
mono;19;f;506;263;508;395;;132,0151506;;;;;;
mono;19;f;508;256;506;384;;128,015624;;;;;;
mono;19;f;511;249;505;374;;125,1439172;;;;;;
mono;19;f;514;242;504;370;;128,3900308;;;;;;
mono;19;f;517;236;503;360;;124,7878199;;;;;;
mono;19;f;520;229;501;352;;124,4588285;;;;;;
mono;19;f;523;223;500;348;;127,0983871;;;;;;
mono;19;f;527;216;499;341;;128,097619;;;;;;
mono;19;f;531;210;499;335;;129,031004;;;;;;
mono;19;f;534;204;499;328;;128,844868;;;;;;
mono;19;f;539;198;499;325;;133,150291;;;;;;
mono;19;f;543;192;499;318;;133,461605;;;;;;
mono;19;f;547;187;499;313;;134,8332303;;;;;;
mono;19;f;552;181;499;310;;139,4632568;;;;;;
mono;19;f;556;176;499;305;;141,0319113;;;;;;
mono;19;f;561;170;499;299;;143,1258188;;;;;;
mono;19;f;566;165;500;297;;147,5804865;;;;;;
mono;19;f;572;160;501;290;;148,1249473;;;;;;
mono;19;f;577;155;503;285;;149,5860956;;;;;;
mono;19;f;582;151;505;279;;149,3753661;;;;;;
mono;19;f;588;146;506;275;;152,8561415;;;;;;
mono;19;f;594;142;509;269;;152,8201557;;;;;;
mono;19;f;600;138;511;263;;153,4470593;;;;;;
mono;19;f;606;134;514;260;;156,01282;;;;;;
mono;19;f;612;130;518;253;;154,8063306;;;;;;
mono;19;f;618;126;523;246;;153,0522787;;;;;;
mono;19;f;624;122;527;239;;151,9802619;;;;;;
mono;19;f;631;119;530;235;;153,8083223;;;;;;
mono;19;f;637;116;535;227;;150,7481343;;;;;;
mono;19;f;644;113;542;219;;147,1054044;;;;;;
mono;19;f;651;110;546;214;;147,7870089;;;;;;
mono;19;f;657;108;554;205;;141,4849815;;;;;;
mono;19;f;664;105;561;196;;137,4408964;;;;;;
mono;19;f;671;103;571;187;;130,5986217;;;;;;
mono;19;f;678;101;577;182;;129,4681428;;;;;;
mono;19;f;686;99;586;173;;124,4025723;;;;;;
mono;19;f;693;97;595;164;;118,7139419;;;;;;
mono;19;f;700;96;601;160;;117,8855377;;;;;;
mono;19;f;707;95;611;152;;111,6467644;;;;;;
mono;19;f;715;94;618;145;;109,5901455;;;;;;
mono;19;f;722;93;622;141;;110,923397;;;;;;
mono;19;f;730;92;630;134;;108,4619749;;;;;;
mono;19;f;737;91;639;128;;104,7520883;;;;;;
mono;19;f;745;91;645;123;;104,995238;;;;;;
mono;19;f;752;91;649;120;;107,0046728;;;;;;
mono;19;f;760;91;655;116;;107,9351657;;;;;;
mono;19;f;767;91;662;111;;106,8877916;;;;;;
mono;19;f;774;91;666;109;;109,4897255;;;;;;
mono;19;f;781;91;672;105;;109,8954048;;;;;;
mono;19;f;788;91;677;102;;111,5437134;;;;;;
mono;19;f;794;92;679;100;;115,277925;;;;;;
mono;19;f;801;92;684;97;;117,1067889;;;;;;
mono;19;f;808;93;689;94;;119,0042016;;;;;;
mono;19;f;815;94;695;91;;120,0374941;;;;;;
mono;19;f;822;95;698;90;;124,1007655;;;;;;
mono;19;f;828;96;704;88;;124,2577965;;;;;;
mono;19;f;835;98;708;85;;127,6636205;;;;;;
mono;19;f;842;99;710;84;;132,849539;;;;;;
mono;19;f;848;101;715;82;;134,3502884;;;;;;
mono;19;f;855;103;720;80;;136,9452445;;;;;;
mono;19;f;861;106;727;78;;136,8941197;;;;;;
mono;19;f;868;108;729;77;;142,4148869;;;;;;
mono;19;f;874;111;734;75;;144,554488;;;;;;
mono;19;f;881;114;739;73;;147,8005413;;;;;;
mono;19;f;887;117;741;73;;152,4860649;;;;;;
mono;19;f;893;120;745;72;;155,5892027;;;;;;
mono;19;f;899;123;749;71;;158,757677;;;;;;
mono;19;f;905;127;751;70;;164,2102311;;;;;;
mono;19;f;911;130;755;70;;167,1406593;;;;;;
mono;19;f;917;134;758;70;;171,3971995;;;;;;
mono;19;f;923;138;762;71;;174,3846324;;;;;;
mono;19;f;928;143;763;72;;179,6273921;;;;;;
mono;19;f;934;147;766;73;;183,5755975;;;;;;
mono;19;f;939;152;768;74;;187,9494613;;;;;;
mono;19;f;945;156;769;74;;194,1648784;;;;;;
mono;19;f;950;161;773;76;;196,3517252;;;;;;
mono;19;f;955;166;776;77;;199,9049774;;;;;;
mono;19;f;960;171;778;77;;204,8414021;;;;;;
mono;19;f;965;177;782;79;;207,5885353;;;;;;
mono;19;f;970;182;786;82;;209,4182418;;;;;;
mono;19;f;975;188;792;85;;209,995238;;;;;;
mono;19;f;979;194;795;86;;213,3541656;;;;;;
mono;19;f;983;199;801;90;;212,1438191;;;;;;
mono;19;f;988;205;808;93;;212;;;;;;
mono;19;f;992;212;813;95;;213,8457388;;;;;;
mono;19;f;996;218;822;97;;211,9363112;;;;;;
mono;19;f;1000;224;829;101;;210,6418762;;;;;;
mono;19;f;1003;231;837;104;;209,0095692;;;;;;
mono;19;f;1007;237;841;105;;212,0848887;;;;;;
mono;19;f;1010;244;850;109;;209,3442142;;;;;;
