order;cond;age;gender;musicexperience;eyex;eyey;orb-0deg-x;orb-0deg-y;orb-180deg-x;orb-180deg-y;orb-120deg-x;orb-120deg-y;orb-240deg-x;orb-240deg-y;jstimestamp;pythontimestamp;eyetrackertimestamp
B;2i36s-180-trial4;26;male;media;611.01;382.05;769.64;91.85;764.04;641.83;522.01;496.63;998.19;501.37;1669307049626;1669307049625;1669307047899
B;2i36s-180-trial4;26;male;media;610.24;384.51;769.64;91.85;764.04;641.83;522.01;496.63;998.19;501.37;1669307049632;1669307049631;1669307047903
B;2i36s-180-trial4;26;male;media;611.85;382.65;769.64;91.85;764.04;641.83;522.01;496.63;998.19;501.37;1669307049635;1669307049634;1669307047907
B;2i36s-180-trial4;26;male;media;610.60;386.72;777.19;91.63;755.64;641.20;518.37;489.79;993.89;508.03;1669307049645;1669307049643;1669307047915
B;2i36s-180-trial4;26;male;media;610.01;391.17;777.19;91.63;755.64;641.20;518.37;489.79;993.89;508.03;1669307049647;1669307049646;1669307047919
B;2i36s-180-trial4;26;male;media;610.58;398.42;777.19;91.63;755.64;641.20;518.37;489.79;993.89;508.03;1669307049652;1669307049651;1669307047923
B;2i36s-180-trial4;26;male;media;609.93;400.87;784.80;91.65;747.20;640.36;514.93;482.82;989.37;514.63;1669307049656;1669307049655;1669307047927
B;2i36s-180-trial4;26;male;media;608.85;399.50;784.80;91.65;747.20;640.36;514.93;482.82;989.37;514.63;1669307049663;1669307049662;1669307047935
B;2i36s-180-trial4;26;male;media;608.81;403.44;784.80;91.65;747.20;640.36;514.93;482.82;989.37;514.63;1669307049669;1669307049668;1669307047939
B;2i36s-180-trial4;26;male;media;611.31;404.32;784.80;91.65;747.20;640.36;514.93;482.82;989.37;514.63;1669307049671;1669307049669;1669307047943
B;2i36s-180-trial4;26;male;media;612.33;409.38;792.31;91.91;738.91;639.31;511.75;475.86;984.75;521.04;1669307049688;1669307049686;1669307047955
B;2i36s-180-trial4;26;male;media;613.99;409.62;799.84;92.41;730.61;638.04;508.78;468.78;979.93;527.36;1669307049689;1669307049688;1669307047959
B;2i36s-180-trial4;26;male;media;613.34;410.69;799.84;92.41;730.61;638.04;508.78;468.78;979.93;527.36;1669307049691;1669307049689;1669307047963
B;2i36s-180-trial4;26;male;media;612.83;409.46;799.84;92.41;730.61;638.04;508.78;468.78;979.93;527.36;1669307049701;1669307049700;1669307047967
B;2i36s-180-trial4;26;male;media;612.36;411.94;799.84;92.41;730.61;638.04;508.78;468.78;979.93;527.36;1669307049702;1669307049702;1669307047975
B;2i36s-180-trial4;26;male;media;611.95;410.62;807.44;93.17;722.26;636.53;506.02;461.56;974.89;533.62;1669307049714;1669307049713;1669307047979
B;2i36s-180-trial4;26;male;media;611.46;409.72;807.44;93.17;722.26;636.53;506.02;461.56;974.89;533.62;1669307049718;1669307049717;1669307047983
B;2i36s-180-trial4;26;male;media;612.01;406.87;807.44;93.17;722.26;636.53;506.02;461.56;974.89;533.62;1669307049719;1669307049719;1669307047987
B;2i36s-180-trial4;26;male;media;615.00;408.48;815.01;94.17;713.97;634.81;503.50;454.27;969.69;539.75;1669307049726;1669307049725;1669307047995
B;2i36s-180-trial4;26;male;media;614.49;407.08;815.01;94.17;713.97;634.81;503.50;454.27;969.69;539.75;1669307049732;1669307049730;1669307047999
B;2i36s-180-trial4;26;male;media;618.11;410.07;822.43;95.40;705.88;632.91;501.25;447.04;964.42;545.65;1669307049739;1669307049737;1669307048003
B;2i36s-180-trial4;26;male;media;617.39;409.85;822.43;95.40;705.88;632.91;501.25;447.04;964.42;545.65;1669307049746;1669307049745;1669307048007
B;2i36s-180-trial4;26;male;media;618.58;410.61;822.43;95.40;705.88;632.91;501.25;447.04;964.42;545.65;1669307049749;1669307049748;1669307048015
B;2i36s-180-trial4;26;male;media;619.01;410.98;829.89;96.88;697.76;630.77;499.21;439.68;958.93;551.47;1669307049756;1669307049754;1669307048019
B;2i36s-180-trial4;26;male;media;618.45;409.03;829.89;96.88;697.76;630.77;499.21;439.68;958.93;551.47;1669307049758;1669307049757;1669307048023
B;2i36s-180-trial4;26;male;media;618.17;411.14;829.89;96.88;697.76;630.77;499.21;439.68;958.93;551.47;1669307049764;1669307049763;1669307048027
B;2i36s-180-trial4;26;male;media;617.94;408.85;837.33;98.61;689.71;628.43;497.40;432.26;953.29;557.16;1669307049772;1669307049771;1669307048035
B;2i36s-180-trial4;26;male;media;619.03;409.14;837.33;98.61;689.71;628.43;497.40;432.26;953.29;557.16;1669307049775;1669307049773;1669307048039
B;2i36s-180-trial4;26;male;media;618.33;408.50;837.33;98.61;689.71;628.43;497.40;432.26;953.29;557.16;1669307049780;1669307049778;1669307048043
B;2i36s-180-trial4;26;male;media;615.44;407.56;837.33;98.61;689.71;628.43;497.40;432.26;953.29;557.16;1669307049785;1669307049784;1669307048051
B;2i36s-180-trial4;26;male;media;615.12;408.25;837.33;98.61;689.71;628.43;497.40;432.26;953.29;557.16;1669307049788;1669307049786;1669307048055
B;2i36s-180-trial4;26;male;media;612.18;411.72;844.72;100.57;681.72;625.87;495.84;424.80;947.51;562.70;1669307049792;1669307049791;1669307048059
B;2i36s-180-trial4;26;male;media;612.00;411.14;844.72;100.57;681.72;625.87;495.84;424.80;947.51;562.70;1669307049799;1669307049798;1669307048063
B;2i36s-180-trial4;26;male;media;615.48;415.03;844.72;100.57;681.72;625.87;495.84;424.80;947.51;562.70;1669307049802;1669307049801;1669307048071
B;2i36s-180-trial4;26;male;media;615.12;420.32;852.06;102.78;673.83;623.10;494.52;417.29;941.58;568.08;1669307049809;1669307049807;1669307048075
B;2i36s-180-trial4;26;male;media;614.78;417.52;852.06;102.78;673.83;623.10;494.52;417.29;941.58;568.08;1669307049813;1669307049812;1669307048079
B;2i36s-180-trial4;26;male;media;613.73;416.12;852.06;102.78;673.83;623.10;494.52;417.29;941.58;568.08;1669307049819;1669307049818;1669307048083
B;2i36s-180-trial4;26;male;media;616.56;414.64;859.36;105.23;665.99;620.12;493.45;409.73;935.49;573.33;1669307049825;1669307049822;1669307048091
B;2i36s-180-trial4;26;male;media;616.19;416.97;859.36;105.23;665.99;620.12;493.45;409.73;935.49;573.33;1669307049830;1669307049829;1669307048095
B;2i36s-180-trial4;26;male;media;616.73;417.52;859.36;105.23;665.99;620.12;493.45;409.73;935.49;573.33;1669307049834;1669307049833;1669307048099
B;2i36s-180-trial4;26;male;media;617.83;422.41;866.51;107.89;658.35;616.98;492.62;402.24;929.35;578.35;1669307049842;1669307049841;1669307048103
B;2i36s-180-trial4;26;male;media;620.44;422.12;866.51;107.89;658.35;616.98;492.62;402.24;929.35;578.35;1669307049848;1669307049847;1669307048111
B;2i36s-180-trial4;26;male;media;619.96;422.91;866.51;107.89;658.35;616.98;492.62;402.24;929.35;578.35;1669307049851;1669307049850;1669307048115
B;2i36s-180-trial4;26;male;media;619.44;420.78;873.65;110.79;650.75;613.61;492.04;394.67;923.04;583.25;1669307049860;1669307049859;1669307048119
B;2i36s-180-trial4;26;male;media;618.93;420.07;873.65;110.79;650.75;613.61;492.04;394.67;923.04;583.25;1669307049860;1669307049859;1669307048123
B;2i36s-180-trial4;26;male;media;621.43;421.79;873.65;110.79;650.75;613.61;492.04;394.67;923.04;583.25;1669307049868;1669307049867;1669307048131
B;2i36s-180-trial4;26;male;media;621.03;421.14;880.73;113.94;643.24;610.03;491.70;387.07;916.58;588.00;1669307049876;1669307049875;1669307048135
B;2i36s-180-trial4;26;male;media;618.39;419.90;880.73;113.94;643.24;610.03;491.70;387.07;916.58;588.00;1669307049878;1669307049877;1669307048140
B;2i36s-180-trial4;26;male;media;618.50;419.07;880.73;113.94;643.24;610.03;491.70;387.07;916.58;588.00;1669307049880;1669307049879;1669307048143
B;2i36s-180-trial4;26;male;media;617.85;421.29;880.73;113.94;643.24;610.03;491.70;387.07;916.58;588.00;1669307049888;1669307049886;1669307048151
B;2i36s-180-trial4;26;male;media;618.02;419.96;887.65;117.28;635.93;606.30;491.61;379.55;910.08;592.51;1669307049891;1669307049890;1669307048155
B;2i36s-180-trial4;26;male;media;616.59;418.74;887.65;117.28;635.93;606.30;491.61;379.55;910.08;592.51;1669307049898;1669307049897;1669307048159
B;2i36s-180-trial4;26;male;media;617.23;416.84;887.65;117.28;635.93;606.30;491.61;379.55;910.08;592.51;1669307049904;1669307049902;1669307048171
B;2i36s-180-trial4;26;male;media;615.78;416.11;894.51;120.86;628.71;602.37;491.76;371.99;903.45;596.87;1669307049912;1669307049911;1669307048175
B;2i36s-180-trial4;26;male;media;615.62;418.50;894.51;120.86;628.71;602.37;491.76;371.99;903.45;596.87;1669307049915;1669307049913;1669307048179
B;2i36s-180-trial4;26;male;media;615.38;418.37;894.51;120.86;628.71;602.37;491.76;371.99;903.45;596.87;1669307049921;1669307049919;1669307048183
B;2i36s-180-trial4;26;male;media;614.19;419.08;901.30;124.66;621.60;598.23;491.86;364.12;896.69;601.06;1669307049927;1669307049926;1669307048191
B;2i36s-180-trial4;26;male;media;613.54;418.52;901.30;124.66;621.60;598.23;491.86;364.12;896.69;601.06;1669307049931;1669307049931;1669307048195
B;2i36s-180-trial4;26;male;media;613.43;419.02;901.30;124.66;621.60;598.23;491.86;364.12;896.69;601.06;1669307049937;1669307049936;1669307048199
